,A,B,D2
46,0.44248684146735495,0.5961096922316897,0.7117697420633502
47,0.005701244549872642,0.5803106144949586,0.587771262973547
48,0.4103720601071501,0.5702203222430493,0.552911352366209
49,0.45478280562233864,0.5820509587125944,0.6401473386213183
50,0.006386567484882866,0.5547082408438013,0.5
51,0.7500162176984881,0.56518731695459,0.5
52,0.17198796183354315,0.5777169993903634,0.6818940043449402
53,0.006068266836119163,0.5568758055779683,0.5
54,0.4108671684588753,0.5588245050626743,0.3283189609646797
55,0.007982006066612368,0.559698659348787,0.5
56,0.3226536295443767,0.5604568631424046,0.5992084071040154
57,0.4490029866771188,0.5544147517075801,0.5
58,0.4197236038583927,0.5263258683616967,0.5
59,0.009070196839947586,0.5382167169551658,0.5
60,0.004340406066787983,0.5695746454085111,0.5457832785323262
61,0.4867812595398655,0.5696522609864377,0.5
62,0.20718360367283117,0.5699446336258964,0.6110162902623415
63,0.0043402538981502925,0.5674018049147169,0.33143435418605804
64,0.004413725019455028,0.564197322779695,0.7249712161719799
65,0.7552711775233607,0.5563379517768323,0.6118662804365158
66,0.5013599877320452,0.5575430618179564,0.5
67,0.2328141614073166,0.5625699373726325,0.6179829463362694
68,0.005286206007052319,0.5541417211754965,0.5477222800254822
69,0.004929284263179845,0.5556641788261829,0.5
70,0.5781135065878332,0.5508439127775006,0.5
71,0.4497688514496795,0.5798958857277116,0.5
72,0.4147719232309862,0.5720845795170493,0.5790864688654741
73,0.19371341773822914,0.5671795482931934,0.5
74,0.010516960468874181,0.5804060146770531,0.6123853102326393
75,0.01530648863335704,0.5568534710874731,0.5
76,0.013053597012397833,0.5668761205549748,0.5
77,0.016236443035796633,0.57124573610491,0.5
78,0.017299683254802356,0.5263247323693616,0.5
79,0.2015430137386065,0.610285888829672,0.6173771247267723
80,0.2964049712222606,0.5699508638415879,0.6048567295074463
81,0.257211028869049,0.5590918967672667,0.5776676386594772
82,0.014021255816197842,0.5552756896428779,0.590474434196949
83,0.01219032874876358,0.5691120293174495,0.5345164388418198
84,0.011804565904208641,0.557328944418037,0.5512206256389618
85,0.010301967441608273,0.5774037598250199,0.721987227598826
86,0.006584042065001072,0.6032637022928189,0.6534139265616735
87,0.011267083124707589,0.5676973849309261,0.6788956671953201
88,0.06238959377924347,0.5716589211091002,0.602265660961469
89,0.260287524294607,0.5769616168898765,0.6248147487640381
90,0.011511100910640115,0.5696074317867423,0.5
91,0.009417452302435625,0.5730994861507783,0.6183927971869707
92,0.010818083309117488,0.5532660647935072,0.5
93,0.19209871058381944,0.5496717969352805,0.5
94,0.011559857709245724,0.5846768794518978,0.6251805350184441
95,0.01374107369058275,0.5591445321733743,0.5
96,0.013527442745731255,0.5382176237298439,0.5
97,0.011926807737073108,0.5463780627699857,0.5
98,0.08143706400509876,0.574234336130022,0.6124212890863419
99,0.4738774207915334,0.5808561565690585,0.628704143067201
100,0.008329507454521878,0.5608605188035622,0.6106215044856071
101,0.012813018363120765,0.593547563926726,0.0
102,0.02006124948780963,0.5122625017133121,0.31659337133169174
103,0.06615281365944692,0.5715264187552922,0.5892660468816757
104,0.016067494319622733,0.5568510520595811,0.5
105,0.026016570682446227,0.5263227385288581,0.5
106,0.10511927576254076,0.5602828572843341,0.3062440939247608
107,0.1332933120754446,0.5486513579205401,0.0
108,0.015273383422149567,0.5491516279629901,0.5
109,0.02601628984528448,0.5357071725114169,0.5
110,0.010944688214076015,0.5746058263000343,0.6655597686767578
111,0.28553703581308687,0.5822952856104286,0.5050974963232875
112,0.06774561051536854,0.581616885409558,0.6525743920356035
113,0.17120369781017564,0.5849574382064036,0.5960149890743196
114,0.008593498753855733,0.5754741860715242,0.6407414153218269
115,0.27765823020608016,0.5681697236960992,0.5
116,0.5905025285747402,0.5609042817129569,0.6388481259346008
117,0.30428542118585356,0.5709463420467911,0.3508461117744446
118,0.2341539325687021,0.5755752339756677,0.5678248926997185
119,0.008904502268183845,0.5670868177274168,0.5844479985535145
120,0.010796111255547247,0.5563751017191123,0.5
121,0.22985630467078888,0.5763026390079272,0.7722685933113098
122,0.011444133526701372,0.5565042624007637,0.5
123,0.015043899994175658,0.5319423656078576,0.5
124,0.26565449638796235,0.609480961248631,0.672079347487953
125,0.0055362274287421576,0.5693034480142513,0.5
126,0.15643283957707899,0.5795623300901873,0.565406609326601
127,0.006292037248866178,0.5464670509701081,0.5
128,0.5781322231284977,0.5474807246768804,0.5
129,0.005311090439599209,0.5496698287572448,0.5
130,0.0062112770080020585,0.5374084868784351,0.5
131,0.7067681374170461,0.5462565122040162,0.5
132,0.004643755953044337,0.5525401614360167,0.5
133,0.44364458321189737,0.5467086994840683,0.6476384252309799
134,0.5153309727588444,0.5731399983722532,0.607187032699585
135,0.07439157324811829,0.5854056439022653,0.5942893978208303
136,0.4193115854871311,0.5692307883978641,0.7456780299544334
137,0.009748536054322021,0.5674807191334169,0.7266670167446136
138,0.15856814141250786,0.5796687657429448,0.5926547963172197
139,0.11573519340800476,0.5547754599195703,0.5640372633934021
140,0.007943373318906044,0.5710581160211878,0.6924929022789001
141,0.010793787068445027,0.5506838371382029,0.5
142,0.006363949298943683,0.567161633505885,0.7436553239822388
143,0.00487830797834421,0.5816777968307344,0.6078436924144626
144,0.007168634519815531,0.5834020576764238,0.5
145,0.01352301884220719,0.5457871398210662,0.5
146,0.005382642443137242,0.5937639610323516,0.5630856975913048
147,0.043145741841126406,0.5905235699735789,0.6246469728648663
148,0.008685110398508944,0.5962312051112664,0.6677053943276405
149,0.014742669584123846,0.5518789412617098,0.5
150,0.01054861591075007,0.5799857368182919,0.33343154937028885
151,0.07998601794698601,0.5659905137169051,0.5
152,0.011360158236450535,0.5365716990439977,0.5
153,0.3236842750435651,0.585854344571444,0.7059332231680552
154,0.1651264185993686,0.5875190185945858,0.6865839436650276
155,0.00441383170751064,0.5464747663162817,0.5
156,0.21497047848236062,0.5789994203174568,0.6025308594107628
157,0.004403678084963891,0.5647065412158695,0.6811087429523468
158,0.008589253359424176,0.5543804700478596,0.5
159,0.004805521213131048,0.5672646001895889,0.5
160,0.00455858300961709,0.5729003765068654,0.5
161,0.006841224904410859,0.5594393788440494,0.5
162,0.00547694100205065,0.562501201299298,0.5
163,0.0024432927116608827,0.5893390923854579,0.6284052729606628
164,0.00858939625763011,0.5516597195428852,0.5
165,0.44848522931222656,0.5639762670085988,0.5
166,0.5777363264594683,0.5481485120010399,0.5
167,0.35583664878349663,0.5500617279046609,0.5900396481156349
168,0.005812946353396686,0.5357099165573511,0.5
169,0.0035912910266036047,0.5435987614657163,0.5
170,0.6033095575397857,0.5624054026180778,0.5892706289887428
171,0.0058123854011720155,0.5374083242663341,0.5
172,0.011360225956829506,0.5319424732267446,0.0
173,0.0030047866480837904,0.6071521916036133,0.6278441994218156
174,0.0026600631390812923,0.5727951503054795,0.6177216097712517
175,0.17811143299472587,0.5930679377160435,0.7691782712936401
176,0.007364345355896251,0.5611684244542762,0.5
177,0.00624326940586073,0.5676526376330646,0.5807898119091988
178,0.00476207574965426,0.5566486777661654,0.6877562999725342
179,0.005048791709891365,0.5647327327220844,0.5
180,0.5169307636705044,0.5655191481559577,0.5
181,0.004038488889685832,0.5741264969595185,0.5795518979430199
182,0.5783059558426902,0.5612142340587913,0.5
183,0.7554292314353509,0.5585099608467277,0.5
184,0.00698900480953113,0.5671785114770045,0.5
185,0.02259397923881712,0.581996001938903,0.5396689847111702
186,0.0032646197807337796,0.5840937294412825,0.7450775802135468
187,0.24541424479806384,0.5651923857070845,0.5
188,0.36916181652082014,0.5536514423813215,0.6310688406229019
189,0.0802123828140816,0.5468265167253054,0.2866217866539955
190,0.002748187975718075,0.5839185810803359,0.6346195733972958
191,0.008324793776951167,0.555458821610477,0.5
192,0.05868427806579701,0.5666964280787521,0.5
193,0.5611698402784925,0.5506779242042439,0.5465360954403877
194,0.4674250901185024,0.5723537824458638,0.6605327874422073
195,0.5357971960918839,0.5621442375638485,0.5
196,0.442028817577532,0.5875660033189652,0.5713186301290989
197,0.6664532034216092,0.5649317604817654,0.5
198,0.23218181073648325,0.5941899051070747,0.6236476219658341
199,0.5781193158356808,0.5580560009050063,0.5
200,0.36591287718743337,0.5582481564296683,0.6280187219381332
201,0.004562265649340147,0.5702241864473563,0.538112536072731
202,0.00685919358634135,0.5551519144305258,0.5611588954925537
203,0.4108753967519254,0.5491501889582976,0.5
204,0.006071948648418868,0.5298379414318966,0.5
205,0.7552700410715895,0.5507097186342305,0.0
206,0.006211115260574829,0.5329352781331399,0.5
207,0.215715438707615,0.5710241344436735,0.5
208,0.2280614522276022,0.5698517085577186,0.5579648837447166
209,0.007848435110454521,0.5451834058494732,0.5
210,0.009561358851122415,0.5708637814244892,0.7896592020988464
211,0.011519605977335923,0.5614421111614067,0.5
212,0.008579615870979884,0.5544127170771269,0.5
213,0.008964020166566389,0.5309114837255655,0.5
214,0.010645999354035984,0.5478997544248109,0.2907548062503338
215,0.00872422341430934,0.5602511994979913,0.5
216,0.008911865046708933,0.5753406580028293,0.6613519340753555
217,0.04434407981729338,0.5896143993099956,0.6083372933790088
218,0.006822907396231592,0.5853737081113876,0.6024466268718243
219,0.15202053024016804,0.5632233301656725,0.33417773991823196
220,0.01135815782471461,0.5486518861918086,0.5
221,0.019522819644640643,0.5319424853893562,0.5
222,0.011486752372871,0.552039667279967,0.6882709562778473
223,0.04911610963998447,0.5920375467787264,0.7256587035953999
224,0.22262845726445712,0.5976282507227013,0.6184533859292666
225,0.23652537415412067,0.5851536017929329,0.5653275027871132
226,0.005221437456893074,0.5673805846561182,0.6299170553684235
227,0.007469383181039735,0.5524081123123914,0.3056832626461983
228,0.028582761073726703,0.5965444479240094,0.6775672286748886
229,0.009121846313641213,0.5548137931106794,0.5
230,0.007352672054352305,0.5783797521253503,0.6390077397227287
231,0.008124353988307575,0.5604500863521887,0.5
232,0.012917627610829152,0.546956542814768,0.5
233,0.006748844368602347,0.5645196403732434,0.5850586667656898
234,0.007738423456002619,0.5696011859369051,0.5
235,0.1282061388482194,0.562615884082086,0.6325093507766724
236,0.017400454739979865,0.6088389915431998,0.6480839809832665
237,0.006939587073190201,0.5712351522414243,0.6253939494490623
238,0.09051637785740474,0.5636799382178624,0.5251072607934475
239,0.01175112753271046,0.5556314221532721,0.5
240,0.33807394338576546,0.5836316973297688,0.37260885536670685
241,0.0075029060251795565,0.5892103531388908,0.6910063698887825
242,0.07816489808025473,0.5939038751094557,0.682849007844925
243,0.007856665736454937,0.5831141843181559,0.5
244,0.006877273410619833,0.5706464111923437,0.6232038140296936
245,0.005143020073200222,0.5873654900847423,0.6350703053176403
246,0.008229540198706697,0.5734064653725727,0.5987243006626765
247,0.005094280305605214,0.5888612640988033,0.5856151878833771
248,0.22108978581237437,0.5777310778442469,0.6041819043457508
249,0.006018896250126526,0.5329042784320562,0.3433603495359421
250,0.4499518116313552,0.5711137953836177,0.5
251,0.02062628731559968,0.5794574867593706,0.5943044554442167
252,0.008244567005071368,0.5365708624284966,0.5
253,0.00775118337244185,0.5758813154834486,0.5995880477130413
254,0.056231829891098095,0.5667404343709114,0.7472946047782898
255,0.057143782031522705,0.5628918586228773,0.5
256,0.4605441118029756,0.5616362150568422,0.5
257,0.4582690393588176,0.573561100933851,0.5
258,0.01101415812666362,0.5585593848842838,0.5
259,0.37667181720302256,0.6210420298699824,0.6525095390776793
260,0.00592461130162969,0.5508471037039012,0.5
261,0.08851206444928805,0.5603396020022482,0.5458076037466526
262,0.012917565443560042,0.5514461703826581,0.0
263,0.012917549693920671,0.516774445756995,0.3262326866388321
264,0.017638281050255555,0.5486517179664304,0.5
265,0.505109677779019,0.584103710813486,0.6099095568060875
266,0.12148544190745714,0.5994452033574847,0.6865924724510738
267,0.009393531236052244,0.5593829324170896,0.6768672615289688
268,0.12363481034643398,0.5745153435564048,0.5420395918190479
269,0.17189519280010912,0.5996658196450428,0.6942579497893652
270,0.06225174178201065,0.5853153878207754,0.559111712500453
271,0.00430088067117973,0.5797539404074268,0.606216661632061
272,0.008348018523108958,0.5608974134786638,0.6103562191128731
273,0.047259283398737306,0.5744924807498885,0.5882779270410537
274,0.008086954154550852,0.5585236973339281,0.5153114087879658
275,0.114644602435937,0.582120421304658,0.6178770313660303
276,0.00577468913202972,0.575162108707157,0.6504451930522919
277,0.1061241592139257,0.570658802003477,0.5
278,0.009010159397926931,0.556166432584286,0.606304258108139
279,0.008453958474414325,0.558006994700636,0.5
280,0.1953465314638898,0.5874164171715035,0.6181591266766191
281,0.0074212302677785225,0.5802131411074288,0.563898578286171
282,0.005513326680199215,0.5763100899085843,0.6732213397820791
283,0.0872735383907085,0.5855154701006018,0.7097362075001001
284,0.19291729540057978,0.5591923442142477,0.2771581541746855
285,0.00587483435598013,0.5642768109129573,0.6689144521951675
286,0.059596584383224016,0.5983939722779321,0.5922900706529617
287,0.05895717052338201,0.5983330154825452,0.701927723629134
288,0.007630772154367249,0.5848121264467822,0.6274572722613811
289,0.09326759868602252,0.5701489332471381,0.5935998260974884
290,0.005308226902843827,0.5745307273863327,0.7368974313139915
291,0.006156343297676226,0.5623265858865178,0.704583115875721
292,0.10331063782031769,0.5749087343692136,0.7378087043762207
293,0.008197590045438075,0.5626313659650626,0.643480658531189
294,0.06131255489053322,0.5842991477435924,0.5876328572630882
295,0.08040508065910079,0.5974761451629454,0.6096183260281881
296,0.005436116457442242,0.5954470381287957,0.6753634084016085
297,0.004632869874282575,0.5958964650180458,0.6209563035517931
298,0.005219821289183746,0.5631838729834003,0.5
299,0.30481796022318597,0.577711552804578,0.5857248529791832
300,0.005114488608121803,0.5819072400866678,0.623763126321137
301,0.21590263542092902,0.5824093766270838,0.6217210479080677
302,0.06924265281289932,0.5793399377521488,0.6503906045109034
303,0.06942820856842569,0.5706336590481741,0.5
304,0.0337980986934161,0.5931879649197292,0.6864994883537292
305,0.19190384781162007,0.5691671433967798,0.666126161813736
306,0.004356420008148398,0.5768234540662633,0.6529939845204353
307,0.12222583550049415,0.5906085299006195,0.6175346374511719
308,0.007001263992482021,0.5750023716879942,0.5685536582022905
309,0.008774638416699787,0.5298375364583718,0.5
310,0.00845402364086667,0.5511768378140799,0.2904975190758705
311,0.008677782898408148,0.5319450789549456,0.5
312,0.2356496327248463,0.5680123611529111,0.624700516462326
313,0.0105895635377663,0.5630066314804197,0.5
314,0.07528559567318194,0.5804019017938113,0.6796129047870636
315,0.006685770279180714,0.5749335371801976,0.5518382620066404
316,0.01058907734903991,0.5357090698510336,0.0
317,0.3849002648471598,0.6086776732008478,0.6286609214730561
318,0.11764205560458163,0.5877726870654263,0.6877275109291077
319,0.05502252064665791,0.5774801446132165,0.6089399084448814
320,0.00654580383846326,0.5580410451095676,0.5
321,0.1585257042645949,0.589145870330168,0.7324457317590714
322,0.01058906932878001,0.5556441132124137,0.5
323,0.004813756964549221,0.5991383561509214,0.693210756406188
324,0.05298011747016762,0.5790770700027849,0.6354542225599289
325,0.06307248242966179,0.5902220880048623,0.598369937390089
326,0.4060691498782535,0.5805877194328355,0.6170447915792465
327,0.00628309479461564,0.5653841029109274,0.7070202678442001
328,0.008304209706812227,0.5646092348663408,0.5724554937332869
329,0.03932992315349371,0.5940301368101635,0.6271782596595585
330,0.007451025735079275,0.587774354494671,0.5623377800608674
331,0.008074447282365838,0.5679893308775545,0.5879054069519043
332,0.07785454716969553,0.5495218222612657,0.6341052651405334
333,0.10970544827459183,0.5799271708637441,0.6458377316594124
334,0.007185208151963662,0.5679434478739989,0.6170445196330547
335,0.2695870417330989,0.571255886713165,0.3576998636126518
336,0.30558164544752775,0.6060996173424511,0.6533649100197686
337,0.04836438366363904,0.5916942251849961,0.6617426872253418
338,0.00828094120103029,0.5709393056163782,0.722208246588707
339,0.0050951351156498514,0.5822276390095182,0.6083668023347855
340,0.17816560347319266,0.580715600905564,0.5
341,0.09963532752695026,0.5946325934838875,0.6460290628352335
342,0.0055184709011750765,0.5824665345607438,0.6889413446187973
343,0.2006353220516337,0.5922807545722465,0.6364408060908318
344,0.1285139364113259,0.5920201720982586,0.6637179926037788
345,0.009273444072531611,0.5627124998235497,0.5
346,0.24615526047532144,0.5925871779132367,0.6667573377490044
347,0.009972244341254877,0.5619815643865005,0.5
348,0.005891063020578846,0.5625917499842991,0.3219525068998337
349,0.10367553209212965,0.5697401149860137,0.5
350,0.010589045740647451,0.5565374798261857,0.3125152885913849
351,0.08835730927237706,0.5832108222305196,0.6499456067879995
352,0.009010159507615856,0.5707313730606984,0.632055014371872
353,0.008396638237045284,0.5586618276371302,0.6065248996019363
354,0.009972234736393748,0.5614877599754275,0.32350556924939156
355,0.033413592836051054,0.6077476431035844,0.619810719720342
356,0.0070007618712170094,0.558559203319625,0.5
357,0.01581580561263074,0.6108689416521839,0.593298874484996
358,0.2681787792437852,0.5602732271696699,0.6105372905731201
359,0.08832726693331094,0.5906215880702314,0.6197034046053886
360,0.006736491165899361,0.5806375258423788,0.5900032296776772
361,0.05535425617419498,0.6017550120355207,0.6242168292403221
362,0.008478218472831034,0.5480766877087575,0.5
363,0.06155635465160847,0.5745854469212414,0.6704537918170294
364,0.006826721903559818,0.5535791994582872,0.5
365,0.140017036402857,0.5742561999944493,0.31763511151075363
366,0.04705603721017515,0.5876906353184925,0.6409486631552378
367,0.1086723417414619,0.583837129533991,0.6935434130330881
368,0.050812773003352296,0.584790677487054,0.6020757506291071
369,0.004889038557838954,0.5762104102776389,0.6118554845452309
370,0.08724057294026821,0.5711913778356696,0.5996455885469913
371,0.008310318131484196,0.5713177773628669,0.5483059510588646
372,0.006960430091829339,0.5775641768931972,0.5451344735920429
373,0.005549063497329532,0.5813969611706677,0.7204249203205109
374,0.005507381576970283,0.5766800450910832,0.6734269460042318
375,0.12806116733529005,0.5809730137383293,0.5602364391088486
376,0.02950065202638963,0.5923816505622129,0.6086904264986515
377,0.0838046445867342,0.5556193691512901,0.5
378,0.006201431831270865,0.5812315045242283,0.5461678579449654
379,0.006314260159482776,0.5679942922919767,0.7039899080991745
380,0.0066590147524087095,0.5759253951871348,0.646469708532095
381,0.1242925367232689,0.5746291335314867,0.5
382,0.006603354975191711,0.5591759244008979,0.5
383,0.00819768653612829,0.5597711707078766,0.5
384,0.20411173120872217,0.6006403342369839,0.6397279985249043
385,0.10878143549056862,0.5704361475983146,0.5
386,0.007081884400926275,0.5604720652606996,0.6264635026454926
387,0.010589097592534347,0.53976579959376,0.5
388,0.0039657963607780955,0.5803422144918855,0.614571139216423
389,0.006413076191390088,0.5765908079623684,0.6003367354472479
390,0.13442820939512268,0.5970804366368105,0.6032779514789581
391,0.005562086269185529,0.5777922087641754,0.5398123320192099
392,0.20487969483825352,0.584899074199452,0.6113242308298746
393,0.00699523558362547,0.5675683177625048,0.573285099118948
394,0.0069947856877079495,0.554164518400112,0.6014276357988516
395,0.0050590212959468195,0.5707789361184508,0.6772764250636101
396,0.005068012797348254,0.5739833959490686,0.6430137231945992
397,0.008454324109049338,0.5527163542361351,0.5216604433953762
398,0.19656132148968775,0.5263246107102135,0.5
399,0.006842142677114027,0.5605143389545765,0.5903193205595016
400,0.18468595219596917,0.5723558937035249,0.6145165289441744
401,0.008859647911528268,0.5514864703764504,0.5
402,0.1117248687949286,0.5733058993433436,0.28195707220584154
403,0.00706238445709384,0.5741226771241936,0.6835920264323553
404,0.016106501504892123,0.5957165797917922,0.5
405,0.007544721900223705,0.5638251393223923,0.7094149589538574
406,0.00836208002169847,0.5747406789089269,0.5
407,0.35194560130759855,0.5513588683127245,0.6072284653782845
408,0.007526023482542943,0.5867569650485369,0.6209208816289902
409,0.006227687587151531,0.5802689256850811,0.6233308166265488
410,0.006997898058671792,0.5699453371966315,0.5
411,0.3629244645523837,0.5539062335683185,0.26294765062630177
412,0.008765222949100537,0.5545550625350251,0.5
413,0.008806632806526493,0.550870759934003,0.5680691748857498
414,0.011578922311188511,0.5517589006676122,0.5
415,0.005876386281458257,0.5603049634694599,0.326670047827065
416,0.0062861336430788395,0.585257704623876,0.5990336490795016
417,0.05875190886463322,0.5791389337186643,0.672944538295269
418,0.08945303106873304,0.5987564390930302,0.6681104749441147
419,0.040931062838054255,0.593328388133639,0.5973952327455793
420,0.14426095575034048,0.5757450843712368,0.5
421,0.006292738299013001,0.5672470217601387,0.6145534962415695
422,0.006862733999517423,0.5778385641845807,0.642034113407135
423,0.11330395772978985,0.5894425509382233,0.6601588316261768
424,0.086388129234653,0.5706512588440436,0.6663068160414696
425,0.0036368701827048655,0.5849101992212026,0.6194277331233025
426,0.08531003168875162,0.573914738383921,0.5920779216103256
427,0.6458788656320104,0.5590984887824662,0.5984646752476692
428,0.13287551221107197,0.5697778673755329,0.6809552709261576
429,0.10822564362166764,0.5616394279429475,0.6362675130367279
430,0.007507889237006404,0.5738268950833392,0.5
431,0.07799717508252957,0.5727889259326943,0.6402176494399706
432,0.008831999311807337,0.55299086804723,0.5
433,0.14001760881190806,0.5687381569524061,0.5
434,0.0059239208390720055,0.5636326551937927,0.5
435,0.006458796312535542,0.5665055449637739,0.6036727167665958
436,0.08379826812572866,0.5681511258378853,0.5
437,0.1391928704926534,0.5704689542609702,0.6113616190850735
438,0.00867778965512378,0.5451809293955382,0.5
439,0.0033300859426930174,0.5933631161271516,0.5920645002275705
440,0.044364349688947646,0.5708079902153549,0.5919815385714173
441,0.0047896794985687885,0.6107809978584021,0.6393779087811708
442,0.06734768136864955,0.5838752442509422,0.6774966865777969
443,0.0624847843740135,0.5653757943959911,0.5642727191249529
444,0.009972931390501483,0.5638234012852147,0.5333060473203659
445,0.008246053718983126,0.5543846807656095,0.6123811602592468
446,0.14156089081389323,0.570992286501655,0.5
447,0.198845963378796,0.5726636957049603,0.596523180603981
448,0.006146538991130268,0.5761966117132034,0.49615883454680443
449,0.7353720236484675,0.5852367566259159,0.6306601012391704
450,0.007594314727570772,0.5607445151562149,0.5
451,0.01338245004574845,0.5573403641484941,0.0
452,0.009010166219229343,0.5405061429827904,0.5
453,0.13868958024776978,0.5753777362431954,0.5938760131597519
454,0.08272766687324573,0.5814651002610285,0.6774543399612108
455,0.1274226426595113,0.5804600330080788,0.5492879953235388
456,0.005338740228738703,0.5556439660738531,0.5
457,0.09705373281073126,0.5491534148871495,0.5
458,0.00819753834548309,0.5542817741101331,0.6020534485578537
459,0.14067195240504704,0.5751849676095977,0.5
460,0.006886649903914743,0.5606789744351889,0.6452531665563583
461,0.005398583706765825,0.5692275757742892,0.7046262919902802
462,0.07217876143199631,0.5765516641786004,0.6751976050436497
463,0.05374954610229765,0.562628263714124,0.6681245416402817
464,0.05558159345308833,0.580761738185425,0.5650873420139154
465,0.09254984143183032,0.5630346999416496,0.5443308856338263
466,0.11401337499058328,0.5906919304715292,0.5965509427711367
467,0.0023360648524101135,0.5844809689742249,0.612256625900045
468,0.08436440121265709,0.5857435886595787,0.5936545412987471
469,0.008532940174648562,0.5540273959909237,0.5
470,0.006116325659240807,0.5677242417446686,0.5747456898291906
471,0.2327405418474704,0.5669030403823483,0.6476345658302307
472,0.01338249202427999,0.5516593711214197,0.5
473,0.07633854767165771,0.5810012675176786,0.29305846616625786
474,0.006741734477496486,0.5610455954598144,0.36205780506134033
475,0.007022131729891634,0.571953890253949,0.6268977522850037
476,0.006529197248145824,0.5656954948853318,0.7256920635700226
477,0.14634627757304752,0.5803677378365882,0.5
478,0.13048427754163439,0.5767657624268796,0.28116125613451004
479,0.009044994912257964,0.5519912497409789,0.5
480,0.008760994899159935,0.553950232171921,0.6466219574213028
481,0.11534446464396164,0.5738472209639445,0.5977011136710644
482,0.004861720464184649,0.6030960180914939,0.6883049756288528
483,0.006741949767024691,0.5537131982251512,0.0
484,0.10511280478548057,0.5614625113496182,0.5
485,0.006998783453206592,0.5672120280454431,0.6251216158270836
486,0.008504454555908869,0.5563404173534265,0.6119566038250923
487,0.10877957332100174,0.5464324129430906,0.31115275248885155
488,0.07679794463990364,0.5689500025743236,0.30172975920140743
489,0.06917026547069483,0.577120865706311,0.6733294203877449
490,0.23737351249586247,0.5824562895389259,0.4007284343242645
491,0.0068221823742187215,0.5606668587148576,0.5638587176799774
492,0.06483866018845552,0.5830288025673982,0.7169777974486351
493,0.006547917882014365,0.5619475836045774,0.7103842496871948
494,0.006386226629241487,0.5704559869803558,0.5493069812655449
495,0.23610666366003763,0.5757755919173755,0.5
496,0.0087423925407909,0.5657215723906162,0.5
497,0.27077892503789336,0.5524081901160337,0.5
498,0.009559999716906464,0.5611966135749079,0.0
499,0.01058905434073465,0.5458707836368619,0.3319558799266815
500,0.011578949673391459,0.5751839998884948,0.5
501,0.006209248347310514,0.5633972248772812,0.6857672184705734
502,0.14002189280098098,0.5649122419958478,0.5
503,0.005338747868064098,0.5514467671196126,0.5
504,0.008086555760067893,0.5662836856221813,0.6808793246746063
505,0.007540174751395123,0.5631013310979497,0.5
506,0.10400029463638027,0.5568877772080842,0.5
507,0.14456462282747085,0.5806202344702269,0.6750199757516384
508,0.00484910688704876,0.5866103743309095,0.6010447019445044
509,0.34531248737900744,0.5990086334156821,0.6692925728857517
510,0.008504163265618203,0.5535789855180898,0.6675594002008438
511,0.006311918891268142,0.5772256438313852,0.7183776944875717
512,0.3023781198609228,0.5594410350317625,0.5
513,0.008086574410218428,0.5602073226670315,0.5980335026979446
514,0.00874416659837074,0.5623184205514427,0.644159309566021
