Unnamed: 0,rating,text,business_name,business_category,business_description,_id,policy_label
26,5,"We participated in the Make Your Own Chocolate Bar event. Had such a wonderful experience learning about cacao and the chocolate making process. Nat is so knowledgeable, passionate, and kind. He's very personable and made it such a fun event. Definitely check out their chocolate making event!  You also get to sample a lot of chocolate!",Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.0721954744038146e+20_1490462119452,1
27,5,"Oahu's first bean to bar chocolate maker.   Located in historic Chinatown with a building that showcases the history with exposed brick and wood.   The staff is well educated on the types of chocolate and how to pair the chocolate with various food and drink.   Friendly staff that can answer questions and provide insight make this an enjoyable experience.   Plus,  the chocolate is incredible!",Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.1684826924690498e+20_1486080697203,1
28,5,We did a make your own chocolate bar class and it was super fun. Paris was really fun and informative. It was interesting to learn about the whole process with Madre. The chocolate sampling was great.,Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.0490139074415059e+20_1512878065826,1
29,4,Cute little chocolate shop with incredible award winning chocolate grown and made in Hawaii.,Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.10224932759879e+20_1514513466904,1
30,5,"Sincere, passionate, knowledgeable, friendly. Very good chocolate too (Even for outside of Hawaii).",Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.056228724150727e+20_1538640688006,1
31,5,Chocolate is so delicious and is healthier because of the natural process used in making it.,Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.0907351022596722e+20_1489296475098,1
32,5,"best smells, offer classes",Madre Chocolate,"['Chocolate shop', 'Dessert shop', 'Food products supplier']","Eco-minded shop making gourmet, from-scratch chocolates from fair-trade beans.",1.1683047886925929e+20_1468955800464,0
33,5,"Paulo's is the most authentic Italian food experience  on island, super Ono",Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.0742003914244252e+20_1624691005030,1
34,4,"Small, quaint, no menu (!). Could be considered very romantic at night. Great bread, not the white-tasteless-fluff one usually gets at an Italian  restaurant. They prepared veggies without oil or spices for the four of us. Plus. we loved the spaghetti sauce. Go there.",Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.1287893972462934e+20_1492501221286,1
35,5,"I'm a fan.   Food is Northern Italian, cooked exquisitely.   Farm to table, short menu, fabulous food.   My favorite place.  Some caveats though, no AC, limited number of tables and difficult parking...",Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.1568108491005305e+20_1522791887456,1
36,4,"Food is fresh and delicious. I don't eat Italian much, but the food here makes you want to eat it everyday. The place is quaint and small, you'll have to bring your own beverage if you want something other than water, and the tiramisu is delicious, home-made kind.",Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.0410862969325158e+20_1406343980621,1
37,5,Just what I expect from Pahoa - unpretentious and good food.,Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.1225544133427069e+20_1557333157424,1
38,5,"Great service,ahhh the best ravioli,, bring your own wine Prices are very moderate .",Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.0956660070705065e+20_1541828084665,1
39,3,Handmade pasta is a good choice!,Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.037948251361181e+20_1477418708184,1
40,3,Not the most amazing looking place but the food more than makes up for it.,Paolo's Bistro,"['Bistro', 'Restaurant']",Easygoing Italian eatery crafting classic pasta dishes plus pizza to eat in or take out.,1.06419149331258e+20_1510291240543,1
41,5,"The cashier was friendly and the service was quick.

Since this is Hawaii, my ice cream melted during the two mile drive home, but that's the hot Hawaiian sun for you. I should have enjoyed my treat at a table outside of the store.",Dippin' Dots,"['Ice cream shop', 'Dessert shop']","This chain serves its signature treat, little dots of ice cream, in a variety of flavors.",1.1402907804397013e+20_1619048362869,1
42,4,Delicious ice cream.,Dippin' Dots,"['Ice cream shop', 'Dessert shop']","This chain serves its signature treat, little dots of ice cream, in a variety of flavors.",1.1229499725498322e+20_1517980567645,1
43,5,My grandchildren love dippin dots! And they are generous and they're servings.,Dippin' Dots,"['Ice cream shop', 'Dessert shop']","This chain serves its signature treat, little dots of ice cream, in a variety of flavors.",1.056177619893042e+20_1562734867872,1
44,5,A great way to experience ice cream! Lots of flavors!,Dippin' Dots,"['Ice cream shop', 'Dessert shop']","This chain serves its signature treat, little dots of ice cream, in a variety of flavors.",1.100816937120497e+20_1572552185085,1
45,5,I love ice cream. Dippin Dots is the place if you aren't afraid to test different things you won't experience much. You can mix different flavors and give your taste buds a different ride every time. I got a large serving and it was my lunch for the day. Amazing.,Dippin' Dots,"['Ice cream shop', 'Dessert shop']","This chain serves its signature treat, little dots of ice cream, in a variety of flavors.",1.0893375045945795e+20_1463375523940,1
46,1,"I order the promotional Stuffed crust pizza. With extra cheese, half beef and half pepperoni.

I was very disappointed with my pizza. There wasn't extra cheese on my pizza. Hardly any Marinera sauce and the pizza itself was really thin. I always order the same pizza any time I order from Pizza Hut and never had an issue. The one time I order from a different location, I get disappointed with my order.

I would not recommend this location. I feel as if I was ripped off tonight. However, I would give them the benefit of the doubt that maybe this Pizza Hut location isn't always bad and tonight was an off night for them.",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0119535891804329e+20_1626421533928,1
47,5,The Wahiawa location off California has never failed me. Always on time and with no mistakes on my order. Truly appreciate the hard work!,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0347741795947725e+20_1624773225124,1
48,1,This is how I received my pizza. Not sure what they did for this to happen. We will not be ordering from here anymore,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1074823307899668e+20_1548123052873,1
49,1,"I got a 2 topping pizza, with cinnabon and cheesesticks. First of all I've never had a such a dry meal in my life! The pizza had barely and sauce and  the cheesesticks are the most depressing looking I've ever seen. I've been to good pizza huts but this one is not one of them. I",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0458358744394626e+20_1579933184467,1
50,5,Great customer service!,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0556113482180552e+20_1596153545128,1
51,5,If you picking up your pizza then you do have to wait a little long but other than that I love pizza hut,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.01683043529241e+20_1544911571628,1
52,1,"I ordered a pizza over the phone and got charged at 4:03pm. I was told that my delivery would be ready in an hour. One hour later nothing arrived. I called for a status update and was told that it would be there shortly. Half an hour later, nothing.",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.062057020352036e+20_1545017427579,1
53,5,"Fast service, perfect for work parties",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1683132529986098e+20_1576028892948,1
54,5,Great pizza....great workers. Awesomeness,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.009674106552791e+20_1529363076339,1
55,5,Online ordering is very convenient,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0882941645370897e+20_1564623262022,1
56,2,I ordered a lg. supreme pan pizza and got a thin crust mushroom pizza with bell peppers and a little onion.,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1561392621723728e+20_1520919564116,1
57,5,I love the Supreme stuff crust pizza.,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.172777422193493e+20_1502840728947,1
58,5,Best fast food pizza,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1359270676836991e+20_1526780589585,1
59,1,No longer delivers to my area...,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0946406509902522e+20_1563673655044,0
60,1,"Zero stars, An employee just told me they can not deliver to hmr anymore. Are you kidding me. They cut off the military market.",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0826974069098175e+20_1561172787238,0
61,5,"(Translated by Google) Pizza ok

(Original)
Pizza ok",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.174119375222833e+20_1578377954205,0
62,5,Wow amazing taste of pizza. I love to eat it. Good staff and services with genuine prices. I love to visit this place again. The atmosphere is so calm.,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0817790880489044e+20_1606731742000,1
63,5,"Very nice lady at the cash register. Friendly and helpful, even on Mother's Day!",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.119317946040703e+20_1621134394409,1
64,5,Great food! Great cooks! Very mediocre customer service...,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1513490458158023e+20_1620976079153,1
65,5,Delivery was fast and the delivery person was very friendly!!,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1671820441267726e+20_1625483587402,1
66,5,Casher nice the delivery guy needs meds,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0551078285493083e+20_1620593112788,0
67,5,"Best Pizza in town, great service.
Should try Vegilovers with hot hawaiian. The best combo ever.",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1512425745045602e+20_1615888975779,1
68,5,I like to order online. Food is ready for pickup.,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1159734733689985e+20_1627194216510,1
69,5,"Fast, great service and friendly love it.",Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.0882865894176812e+20_1616135398153,1
70,5,Pizza was good as always,Pizza Hut,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']",Family-friendly chain known for its made-to-order pizzas.,1.1794744425910118e+20_1622568201280,1
71,5,Favorite store in Hawaii,Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.173625401778306e+20_1618974121712,1
72,5,high quality clothes. Never fails to disappoint. Jackie is absolutely the best. She is a model of what customer service should be.,Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.1342597337736336e+20_1560124774827,1
73,5,Kahala store got the best service and great sale on top of clearance shirts.,Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.0672630476024714e+20_1566077896671,1
74,2,I was asking the customer service about a specific shirt and she said it was only online. Then we walked passed other MLB inspired shirts. Wasn't very friendly service,Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.1144365120967025e+20_1528079759399,1
75,5,"Shirts aren't cheap, but last forever if you care for the properly",Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.1579806717996904e+20_1580369123509,1
76,3,"Niece selection of cloths, mall location a plus, service good, though, some days better than others..",Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.0524930013957072e+20_1544725693963,1
77,5,Great selection of Aloha shirts.,Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.1401908546248273e+20_1493957717459,1
78,5,classic Aloha shirts,Reyn Spooner,['Clothing store'],"Outpost of a chain known for its high-end, sophisticated versions of men's Hawaiian resortwear.",1.1250223861480899e+20_1472083425225,1
79,5,"I've been going to Pita Pit for 16 years and the quality has remained the same for the entire time. I was beyond excited to see one opened up on Oahu! The only crime here is its not open u til 3 am like the one in my old college town with a bogo on the whole menu after 11pm!
Coming off memory lane, they have all fresh ingredients and premium meats! I like that they feature vegetarian options for the whole menu! I miss the Huberts lemonade they sold at this location, but they still have fountain drinks and other bottled drinks. A must stop before a waikiki beach day or after a trip to the zoo! Definitely try this place for its inexpensive couture fares and I know you will go back! 16 years from now, you could be telling your own stories down memory lane!",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0220169947991799e+20_1625247088577,1
80,5,Food is fresh and delicious here. I've tried 3 different varieties of their pitas and all of them have been good.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1122198453000546e+20_1624774758687,1
81,3,It was really good but seemed a little small for the price. And the pita is so thin.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0343274743546505e+20_1621834708260,1
82,5,Excellent portions sizes for the price.  Build it exactly the way you'll enjoy it.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1388546407192407e+20_1616025103398,1
83,4,Take out only is good because it's a small place. Fresh ingredients are combined to your wishes and made to order,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0574299601734055e+20_1604988499929,1
84,5,"The food is delicious. It gets busy, but the workers are pretty efficient.",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1292486302040793e+20_1609614782903,1
85,5,"Super delicious and the employees were so great! They greeted us, helped us choose, and made us feel very welcome! The food was also amazing!! Thank you for having vegetarian options!",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1172702473597934e+20_1592793819795,1
86,5,"This is such a fantastic and welcome addition to Honolulu's food industry!  We tried the Gyro and Thai Chicken wraps...worth every penny.  The vegetables were fresh and crisp.  Spicy flavors in the Thai Chicken and creamy, savory flavors in the Gyro were right on target.  These wraps have the eating convenience of a burrito, the choice to be very healthy (even vegan,) and left us feeling very content.  We will be back to try more wraps and also...the smoothies!  Thank you to Melanie and all of the workers for such warm, friendly and quality service!",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.051747951267227e+20_1565475821625,1
87,5,The  food was very great! The kids meal was a fantastic deal. The food also didn't take too long to make! I would definitely go here again!!,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.147441125607021e+20_1570667879657,1
88,5,"Delicious food. They cook the meat to order. A little on the pricey side, but still good. Never been here before, so it was a first.",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1194396878345614e+20_1577568362203,1
89,4,Pita Pit is a smart franchise choice with generous serving sizes. The crew works well together and service is great.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0467560478425884e+20_1581034165326,1
90,5,Make sure to use the Safeway receipt coupons here.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1710780632816122e+20_1608606805375,0
91,4,A bit over priced. You can't simply get a salad which seems like a big oversight. The portions are large and the food is geared towards health.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1223701911122801e+20_1582529171136,1
92,5,"Tasty food, super friendly staff!",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0245720937481247e+20_1583082307320,1
93,3,Tasty but no wow in the two times I've been there.,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0586905589235719e+20_1568244365772,1
94,4,Food was really delicious and staff friendly. I would have put 5 stars but uncomfortable to eat at a table with 2 dogs inside a small restaurant right next to you while you are trying to enjoy your lunch yuck!!,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.178955914962832e+20_1566549919379,1
95,5,Lots of Low calorie under 300 kcal is available !,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.1842373259286631e+20_1569882514460,0
96,5,Really awesome and healthy food!,Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0196043781965991e+20_1578370977139,1
97,4,"Visiting from the mainland, staff was great!",Pita Pit,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Mediterranean restaurant']",Diners create their own sandwiches at this health-oriented counter-serve chain.,1.0112545257496204e+20_1573609276298,1
98,5,"Nice hike, but don't use your favorite pair of shoes. You will regret it. If you love the nature and adventures then just go for it.",Makiki Valley State Recreation Area,"['Park', 'Tourist attraction']",A 1.1-mile hiking trail through a forest valley with vegetation such as eucalyptus.,1.0430550560738109e+20_1564306465852,1
99,4,"This is a great trail for the family. Various slopes at different areas. Beautiful throughout this rich, forested valley and ridges right in the middle of Honolulu. Will do this hike again and again.",Makiki Valley State Recreation Area,"['Park', 'Tourist attraction']",A 1.1-mile hiking trail through a forest valley with vegetation such as eucalyptus.,1.0266501590007338e+20_1480437813100,1
100,5,Good place to hick. I go there ever Sundays.,Makiki Valley State Recreation Area,"['Park', 'Tourist attraction']",A 1.1-mile hiking trail through a forest valley with vegetation such as eucalyptus.,1.1344885802081064e+20_1521671111103,0
101,5,Great view overlooks Waikiki and Honolulu,Makiki Valley State Recreation Area,"['Park', 'Tourist attraction']",A 1.1-mile hiking trail through a forest valley with vegetation such as eucalyptus.,1.1147004225361025e+20_1490123005665,1
102,5,Lots of mosquitos!!!,Makiki Valley State Recreation Area,"['Park', 'Tourist attraction']",A 1.1-mile hiking trail through a forest valley with vegetation such as eucalyptus.,1.1648006727292304e+20_1465548178882,0
103,1,"Awful, if they aren't out of what you want they are out of what you want and your backup option. The food is is alright but not worth the struggle of getting it.",Fatburger (Beeman Center),['Fast food restaurant'],"Long-running LA-based chain serving burgers in several sizes, plus other classic fast-food options.",1.0429225815415923e+20_1492628113012,0
104,3,"A little overpriced for what you get, currently under construction",Fatburger (Beeman Center),['Fast food restaurant'],"Long-running LA-based chain serving burgers in several sizes, plus other classic fast-food options.",1.0267678641614776e+20_1488169765666,1
