,A,B,D2,E
41,0.004795215780130091,0.5564152944781446,0.5,0.988897442817688
42,0.006071945793454936,0.5529920103509072,0.5,0.601762443780899
43,0.005445807563383309,0.5594136786276173,0.5,0.6403912901878357
44,0.0026183100637520162,0.5820726362123472,0.5676135513931513,0.9615980386734009
45,0.005994454674938199,0.5475245832735947,0.5,0.9668833315372467
46,0.004643753681223939,0.5535910596709279,0.5,0.9771131873130798
47,0.006211109259364522,0.5298400797526565,0.0,0.9896272122859955
48,0.004643759191262697,0.5538291399149499,0.5,0.9834868907928467
49,0.0062113268864461,0.5382186552442398,0.5,0.9017588794231415
50,0.007981883594607053,0.5540373576845673,0.5,0.6756409406661987
51,0.00907009175294582,0.5298401961358419,0.5,0.8376310765743256
52,0.009070766814032294,0.5462579090004261,0.5,0.9874474108219147
53,0.005944602045239944,0.5639976728565301,0.5,0.7808040678501129
54,0.0052610106653588895,0.5538295639941127,0.5,0.9819155931472778
55,0.8935325514025643,0.5544144306534736,0.5,0.42565208673477173
56,0.009070156817804764,0.529838129947219,0.5,0.9835220873355865
57,0.006725017478795836,0.562699382585442,0.5,0.7916693091392517
58,0.007409273965548913,0.5535921808466355,0.5,0.7812090814113617
59,0.6037096844002363,0.5653828325548711,0.6732321083545685,0.6830354332923889
60,0.0035400379711656438,0.5913525214984997,0.5828016117836038,0.75879767537117
61,0.0049239663511684295,0.5784288280016632,0.6167898997664452,0.9928196370601654
62,0.004389092531556615,0.582030139434418,0.5949016669765115,0.9870729744434357
63,0.003473141145934555,0.5739356106779769,0.5605632849037647,0.985613077878952
64,0.0044137766069143325,0.5501714618836975,0.5,0.95853391289711
65,0.005391472427319854,0.553511232852944,0.0,0.9911626875400543
66,0.004727537024376893,0.5736552696815639,0.6638906349738439,0.9873700737953186
67,0.631960783438071,0.5624174141762024,0.6274197325110435,0.7600520849227905
68,0.005386013389821698,0.5813771420016506,0.6337587728630751,0.9895117282867432
69,0.008589536238386541,0.5478490841149893,0.6008944064378738,0.9810865819454193
70,0.006841348903952382,0.5412321127984816,0.5,0.9867524802684784
71,0.0043371107439396095,0.5636472384955558,0.6203065067529678,0.9914639592170715
72,0.005311059345639246,0.5933821787098416,0.6526179164648056,0.9682555198669434
73,0.005476837915986299,0.5419337914560715,0.5,0.5165007412433624
74,0.8933255489469009,0.5485739261388669,0.0,0.9904561340808868
75,0.004079293861547373,0.5624717860102734,0.654390424489975,0.9738897383213043
76,0.0048936206683232175,0.5624957071395172,0.5,0.5732853412628174
77,0.005363492928207592,0.5732136575031395,0.7549118399620056,0.9878112375736237
78,0.29294930773691774,0.5835685817144634,0.6257163449190557,0.9903066456317902
79,0.006841079615072521,0.5557797382301939,0.5953044891357422,0.7649056315422058
80,0.0040050857034636955,0.59632847236911,0.6318024148543676,0.967225044965744
81,0.0024581551410488567,0.6014997656369413,0.669252373278141,0.9703019261360168
82,0.005284769673364664,0.5749334519613138,0.592020271345973,0.9937619864940643
83,0.006110871020633679,0.5263222877500079,0.5,0.9887392520904541
84,0.14465376832151677,0.5914209459454702,0.6586160299678644,0.916684627532959
85,0.002916333618442124,0.5969945847029862,0.6566405482590199,0.5
86,0.0031743398848008697,0.5738361546124499,0.7447896599769592,0.8952617943286896
87,0.006211874853328525,0.5602868651761983,0.6808639168739319,0.9805303514003754
88,0.004634714232672366,0.5712704768809476,0.6421658396720886,0.9913106262683868
89,0.004535899275438737,0.5592059125081482,0.6836262941360474,0.9661085903644562
90,0.0074575451122949055,0.5505250682183394,0.0,0.8674785494804382
91,0.2796613420636185,0.5796083047591739,0.5850601056590676,0.8951198160648346
92,0.005284828143725773,0.562410026275521,0.5,0.9885821044445038
93,0.00305238231162297,0.5835614790437702,0.627953439950943,0.9513455033302307
94,0.004898067709175669,0.5504314806721013,0.0,0.9698295593261719
95,0.004829889398040521,0.5574832075867923,0.6041615828871727,0.9916185140609741
96,0.006841091054383908,0.5319473109312762,0.5,0.7762728035449982
97,0.00458487937086427,0.5492982850221635,0.3273751586675644,0.9917763769626617
98,0.005391336246728828,0.5616877998222158,0.5,0.5123639404773712
99,0.004486960528434003,0.5602511734402051,0.5,0.9884512424468994
100,0.006199911386817192,0.5530322735576105,0.5,0.9913987219333649
101,0.00539134704998534,0.5588936067272048,0.6409761980175972,0.9911073446273804
102,0.005606335481307401,0.5710139027941045,0.5,0.7779017090797424
103,0.005476840676839512,0.5419339068691271,0.5,0.9789078533649445
104,0.007457494729029679,0.5400828882158866,0.580927163362503,0.781599760055542
105,0.005662655089407886,0.5568783845074997,0.0,0.7720829844474792
106,0.005606285316553161,0.5445652190715342,0.5,0.9893715977668762
107,0.011360367571305319,0.5319442278193036,0.5,0.6363041251897812
108,0.003610287274405044,0.5599190850799767,0.37292734533548355,0.9910452961921692
109,0.006841038364125973,0.5578106662915201,0.0,0.987223744392395
110,0.00745767417321741,0.5480998266955315,0.6572412848472595,0.9932546615600586
111,0.007457507276504072,0.5485741976443685,0.5,0.9725233316421509
112,0.006841043213041131,0.5489718265444935,0.5957926660776138,0.9912400245666504
113,0.011360122251964255,0.5429543965298533,0.0,0.6093495786190033
114,0.011360160225809546,0.5287180550416984,0.5,0.9884386360645294
115,0.007457491831732943,0.5367492423736673,0.5,0.9801466166973114
116,0.10760639339012035,0.5365694697729826,0.5,0.9998849928379059
117,0.005803046546547841,0.5568166022369094,0.5,0.9331662952899933
118,0.006841167441288709,0.5397685757264619,0.0,0.9850755035877228
119,0.0028394176567215768,0.5608629505196792,0.5947253281871477,0.9826236665248871
120,0.09544841475907884,0.5877153510848523,0.654897446744144,0.7676002383232117
121,0.14032055831799728,0.588411114937102,0.7056731209158897,0.9197443723678589
122,0.49049365015955626,0.5769153963853103,0.6689079063944519,0.98320072889328
123,0.38075083662749787,0.582879768746313,0.6823190376162529,0.7615082859992981
124,0.0048758190516671185,0.5739553858457654,0.6203490123152733,0.9929128885269165
125,0.005170148009294162,0.562995410858921,0.6072376035153866,0.9901958107948303
126,0.23296746331057072,0.5736925833365522,0.7132234945893288,0.7786916196346283
127,0.3377700846603635,0.6040885285159743,0.6357146689047416,0.7827838957309723
128,0.004470775056718779,0.5675150496626586,0.6228885054588318,0.9810455143451691
129,0.07020852308710801,0.5632170538487502,0.5,0.9817256331443787
130,0.00553524789234805,0.5492524551158559,0.5,0.9474047124385834
131,0.004913115931002743,0.5684741663886439,0.5637067258358002,0.9904964864253998
132,0.3333221621851834,0.5694336403591223,0.662492627898852,0.9795661568641663
133,0.44612306257986845,0.5621738631692481,0.5,0.9820302426815033
134,0.050535622893357446,0.5791706310986692,0.611438793130219,0.7703617811203003
135,0.33412252473866766,0.5445658470937924,0.5,0.9891405403614044
136,0.7026110188277942,0.5422495119020497,0.3140200227499008,0.9783394634723663
137,0.006648862844944259,0.5562597474278618,0.574207179248333,0.9865525364875793
138,0.3663445857343739,0.5935232586395673,0.6253506634384394,0.9881622493267059
139,0.006738917449689685,0.553831183362569,0.5,0.982281357049942
140,0.5618869531040891,0.5765700036996182,0.8247801661491394,0.9861027300357819
141,0.2715460744951552,0.5928158671884403,0.6188046348591646,0.9550178945064545
142,0.005261089432852084,0.5547544550030145,0.3333270847797394,0.9824990332126617
143,0.016428069838575587,0.5846764527727231,0.5756863430142403,0.8299086689949036
144,0.25424189611683,0.5840339893593197,0.7442905455827713,0.7683233916759491
145,0.8509929570059424,0.5815152074464636,0.74048380057017,0.9917998015880585
146,0.2714677375295531,0.5849407081372656,0.6079770922660828,0.9885120987892151
147,0.33501767615531164,0.6098396103603424,0.688182033598423,0.6481436192989349
148,0.807927764706471,0.5748892450436132,0.6171381262441477,0.5
149,0.5560504584546783,0.5933297017626271,0.6107672412569324,0.9530211985111237
150,0.4083182709506349,0.5457879951937566,0.5,0.9768686294555664
151,0.545387325632938,0.5920448491004813,0.6650643318891525,0.9790068864822388
152,0.43638222126450077,0.5861676185551291,0.6408005990087986,0.9648325443267822
153,0.004504183313491339,0.5708540723705509,0.5966930538415909,0.9786646068096161
154,0.4471939278553634,0.5475266202515108,0.5,0.9446743130683899
155,0.430967635797465,0.5715647856705477,0.6073904559016228,0.9843697249889374
156,0.22336594897627626,0.567974642636733,0.56672203540802,0.9888021647930145
157,0.004149285649307943,0.5749343443663582,0.6188182756304741,0.9865957796573639
158,0.00494125898082598,0.5837205772887382,0.7148718684911728,0.7893407344818115
159,0.6450146301636791,0.5786367339986106,0.6383011564612389,0.7723245322704315
160,0.37820539316051827,0.5588353126672597,0.5990201383829117,0.9834450781345367
161,0.43651594037302377,0.5695441431122992,0.6583833619952202,0.6372528672218323
162,0.11984155445595712,0.586449791587581,0.6685203810532888,0.5654374957084656
163,0.5850512878729661,0.5804954415025733,0.7428585663437843,0.9008522033691406
164,0.289793071593091,0.5631058805845128,0.7045395970344543,0.9908374547958374
165,0.5517218131797753,0.5573156354873581,0.6623107343912125,0.7622083127498627
166,0.5012610362368773,0.565962072377721,0.5506086088716984,0.9861572980880737
167,0.049259355063872357,0.5825515682368811,0.6001005992293358,0.7588012516498566
168,0.037657449761282935,0.5736381443265172,0.6296212039887905,0.7770212292671204
169,0.6624556426333175,0.5902983487277442,0.6601567259058356,0.9689160883426666
170,0.0052109222576246506,0.5753397213205852,0.5,0.7815522253513336
171,0.004168323365301707,0.5784537157378307,0.5740779675543308,0.9890316128730774
172,0.3777830110672844,0.5599593660332103,0.5776006579399109,0.9831221401691437
173,0.005190276491689905,0.574012944027471,0.5658605059143156,0.9680788815021515
174,0.21333016221759804,0.5632125535920444,0.6482342431942621,0.9932687878608704
175,0.029954113913550517,0.5874008804656904,0.5984323620796204,0.7990458011627197
176,0.008512549626997212,0.5474833546033536,0.0,0.9693507254123688
177,0.009838541024089542,0.526597941010019,0.33955881372094154,0.9896267056465149
178,0.1528364327384113,0.6299283532135762,0.6700927975720593,0.8488396108150482
179,0.021939344355860202,0.588373146886084,0.6677102763205767,0.5387883186340332
180,0.3339811243601545,0.5588591557385872,0.59342922270298,0.9884872734546661
181,0.49825251398981396,0.541230676759691,0.5,0.985449492931366
182,0.006658263194729286,0.5565087989766713,0.5,0.9755486249923706
183,0.3388584480936848,0.578861824026814,0.5,0.8537390381097794
184,0.49824838884027556,0.5438860568531705,0.5,0.7545964121818542
185,0.05514018427032841,0.6042270228942126,0.6373982429504395,0.6683325171470642
186,0.3539770985978614,0.5526018590019024,0.5,0.9266623258590698
187,0.44612241092233584,0.5597226634780242,0.5,0.9894991517066956
188,0.006027208713131116,0.5668975852912438,0.6042977571487427,0.9909537434577942
189,0.4083171415762359,0.5439297875432318,0.5,0.9883072376251221
190,0.22101156487298235,0.5675236480334473,0.5,0.975890576839447
191,0.7026110126769776,0.5298394691578325,0.0,0.9130265116691589
192,0.006102839610016564,0.5621160117885573,0.5,0.9740734994411469
193,0.24656408818950193,0.590360958902523,0.6727903410792351,0.9830151498317719
194,0.25140705492750626,0.5662637355028285,0.6394736170768738,0.988469272851944
195,0.004608059921645702,0.5648608460393798,0.5,0.8481817543506622
196,0.42532314521104964,0.5654389179007053,0.8221513032913208,0.9790554046630859
197,0.33393882506149086,0.5572470222775108,0.6572714000940323,0.9894701242446899
198,0.44612218967123163,0.545184661316809,0.5,0.985127329826355
199,0.7501963017805604,0.5507119971964699,0.7240500152111053,0.7601081728935242
200,0.3025126556949249,0.5475245743932284,0.3564102053642273,0.9922370314598083
201,0.009838620953988797,0.5298378560808205,0.5,0.9842744469642639
202,0.3169866939014703,0.5743761174839488,0.6106155961751938,0.9893336594104767
203,0.008512614326478762,0.5577438676304639,0.5379009731113911,0.8167320191860199
204,0.008512551813019353,0.5357111836068834,0.5,0.987769216299057
205,0.4698810692880563,0.5766655534698513,0.619812935590744,0.9828577935695648
206,0.006624064861570855,0.5678470281771415,0.5,0.9894385039806366
207,0.006215169803006848,0.5610842526145768,0.6470932066440582,0.9686960875988007
208,0.40832315378253214,0.5338938418227268,0.5,0.9643199443817139
209,0.408317068236314,0.5501849127951788,0.5,0.776287317276001
210,0.4982524113323302,0.5610484904723712,0.31767696142196655,0.9849454164505005
211,0.004201154085992309,0.5481547124149144,0.28919219225645065,0.9852383434772491
212,0.33994687201898377,0.563472610744877,0.5,0.9885568618774414
213,0.45722669734672694,0.5733208576976445,0.7523076832294464,0.9631636440753937
214,0.46987148471255247,0.5471216368322505,0.0,0.9882550835609436
215,0.006379766498674111,0.5471954441679704,0.5349455624818802,0.8524119108915329
216,0.44714148257589104,0.5287182101277409,0.5,0.9779752492904663
217,0.07551521751618173,0.5571365304496144,0.5,0.9794318675994873
218,0.4982474579738285,0.5426154626094605,0.5,0.974271297454834
219,0.4461310398305709,0.5463349089440028,0.28095152229070663,0.9869846999645233
220,0.008512568146257005,0.5360268028567321,0.5,0.9892649054527283
221,0.008512564855887805,0.5505335332497376,0.3403569236397743,0.987121194601059
222,0.005535228760327637,0.5206321499111046,0.7573297023773193,0.991896003484726
223,0.008512553271909029,0.5453485734254397,0.5,0.9501990675926208
224,0.006658191436673455,0.5578101820841791,0.5,0.5581355690956116
225,0.00983850175863299,0.5374073057871944,0.5,0.6282085478305817
226,0.5746189682248796,0.5382170492699843,0.5,0.9866348206996918
227,0.034228660744152206,0.5643607334756907,0.6798836290836334,0.7747141718864441
228,0.0061028801773862495,0.559276113848936,0.5747144743800163,0.9374299645423889
229,0.5746475994224437,0.5535907459497165,0.5,0.914603054523468
230,0.5746195134541304,0.552555014452772,0.3100281096994877,0.763884961605072
231,0.5746475738286847,0.5497735277536786,0.5,0.9805030226707458
232,0.008512603545819508,0.5464021928562939,0.0,0.9520626366138458
233,0.4982468222909959,0.5712485365567692,0.5,0.9839484691619873
234,0.0049525030704938855,0.5280965398883878,0.3069240301847458,0.9914534091949463
235,0.49827128302100543,0.550525731069596,0.5,0.9249247610569
236,0.5746294085924989,0.527550855623336,0.5,0.6106094121932983
237,0.5746190974914258,0.5380304052351093,0.0,0.9884247481822968
238,0.013063423628706827,0.558764260119174,0.5,0.9537028074264526
239,0.5746475826950301,0.5535907459497165,0.5,0.914603054523468
240,0.04506850149890973,0.5405110663084665,0.5,0.9852439761161804
241,0.49824679449989107,0.5338958904708967,0.5,0.9833881556987762
242,0.7502013691461403,0.5498317995445992,0.8600051701068878,0.5986642315983772
243,0.2559873673454064,0.6025739952628943,0.6773057162761689,0.7204352766275406
244,0.00685959118076207,0.5666454228573125,0.5558941960334778,0.9971836879849434
245,0.00366604317860153,0.5963249072874246,0.5919340774416924,0.6901795715093613
246,0.32286813074311627,0.5405082991937924,0.5,0.75
247,0.006072052049053367,0.5433321072085747,0.5950627600153288,0.9923610389232635
248,0.12901001799797562,0.5969003487899158,0.731227770447731,0.6052580177783966
249,0.0060719513224304356,0.5406982594561855,0.391480203717947,0.9918808937072754
250,0.006211105496992664,0.5524194982078022,0.5,0.9738800823688507
251,0.004037719870850887,0.589859409156568,0.6938996687531471,0.7039018273353577
252,0.00527919873348226,0.5739486555823613,0.6274072229862213,0.8318023681640625
253,0.007409320342346315,0.5524225010564907,0.0,0.794518381357193
254,0.00654122786477751,0.552421486281851,0.5,0.9603451788425446
255,0.2888652170155941,0.5734198563424858,0.7465944886207581,0.8031397759914398
256,0.0060719791901368,0.5532669314100931,0.5,0.9629774391651154
257,0.005124399695674797,0.5678418901065874,0.6297304928302765,0.75
258,0.007982011257187116,0.5516723965848233,0.5,0.7860308885574341
259,0.00513671708996255,0.5571648359385738,0.625958114862442,0.7821269035339355
260,0.006859303440766462,0.5643841950225228,0.5,0.9843728318810463
261,0.00798188475478856,0.550847438826451,0.5,0.5356022119522095
262,0.009070284093709136,0.5207490156958947,0.0,0.7977958023548126
263,0.0059560227110576625,0.5463802178791877,0.5,0.9557532072067261
264,0.5364905349704678,0.5544686774149139,0.5,0.8399898260831833
265,0.2809898187425628,0.5914840559561247,0.5645853957782189,0.09943139553070068
266,0.10941899414217082,0.5985530190219801,0.6023049876093864,0.791533887386322
267,0.003959335307128331,0.5802770812880748,0.6550964772701263,0.5662111937999725
268,0.2792298744506343,0.5781319497029658,0.6297968402504921,0.9914447069168091
269,0.024630410977662942,0.5848594786284516,0.6332258102484047,0.7034120559692383
270,0.01114488942890779,0.6062041173469146,0.5914973113685846,0.9436260759830475
271,0.5406832232453,0.5723177373486797,0.5,0.9821924269199371
272,0.019530534019426726,0.5388322655656013,0.29742890410125256,0.7921342253684998
273,0.011761253404288241,0.5423588288197116,0.578983947634697,0.9911128878593445
274,0.5371932656100071,0.5543883422952953,0.3342723287642002,0.6764189302921295
275,0.38446787410543937,0.5667509500095647,0.5,0.599690742790699
276,0.019530335532759957,0.5788251338863268,0.0,0.9478976428508759
277,0.3335928145101865,0.5594267017511774,0.6454268544912338,0.9941189289093018
278,0.2453788895284843,0.5705995772806964,0.6063150614500046,0.9829461872577667
279,0.012821179450503761,0.5544143197133694,0.6712616235017776,0.9454688131809235
280,0.08823330025187226,0.5522519063791356,0.5420284196734428,0.9908805191516876
281,0.009175038290867632,0.555156076414118,0.5618702284991741,0.7842742502689362
282,0.009415839318279495,0.5535098699058767,0.5,0.7571801841259003
283,0.009638889426312414,0.5545575693671152,0.5,0.9846529960632324
284,0.012820936669434402,0.5516600045466993,0.5,0.6960910558700562
285,0.007077013571352375,0.5752836881715511,0.6183215156197548,0.9745180010795593
286,0.009624820263529732,0.5521895760511433,0.5,0.9932812750339508
287,0.009086044261587878,0.5852734858676271,0.630874902009964,0.9800503551959991
288,0.014766620850470646,0.5298380188534337,0.5,0.9888919591903687
289,0.9644398003796935,0.5611954714666672,0.5,0.5
290,0.6680979902302165,0.5805064646467436,0.7202573120594025,0.5
291,0.7971001129445459,0.5630515406408063,0.5,0.9736864566802979
292,0.27323753369099846,0.5760233643992245,0.5,0.8181640207767487
293,0.4379989386828098,0.5469597539918005,0.5,0.9899428486824036
294,0.5694608367165014,0.5633737595731491,0.5,0.984554260969162
295,0.10705290207167462,0.5551242568837934,0.628189742565155,0.32610654830932617
296,0.08823333926209276,0.5490823618197748,0.5,0.12698382139205933
297,0.8858759753963246,0.5804567344917861,0.5,0.5
298,0.01476661852844341,0.5374086743023487,0.5,0.8065451979637146
299,0.6161528479893914,0.5573426597900681,0.5,0.982113778591156
300,0.2390688461691407,0.5319458807111824,0.5,0.9749941527843475
301,0.009976782000089446,0.5432819732218916,0.5,0.7857504934072495
302,0.012821136936006283,0.5516638035033858,0.5,0.4173623323440552
303,0.01476662052212896,0.5405080823136867,0.5,0.9856305122375488
304,0.012820953281753478,0.5319460546831482,0.5,0.35434970259666443
305,0.4909356634923834,0.5635021041206763,0.5,0.7646041810512543
306,0.006707764667963967,0.5517783830272249,0.5,0.5
307,0.00745906205251301,0.5720845837076175,0.5,0.5
308,0.6750185666422134,0.5787423667633509,0.6654872506856918,0.9849353432655334
309,0.3354227816992943,0.5566198124527633,0.5379244312644005,0.9841459095478058
310,0.0034448332434909856,0.562417478849642,0.5,0.9722860455513
311,0.007224337993832819,0.5350088299456336,0.5934803523123264,0.9915301203727722
312,0.007224305826472266,0.5439278078333657,0.5,0.687836229801178
313,0.00430924969087354,0.5762337961934925,0.5476879378159841,0.8134376406669617
314,0.004005405292878295,0.5737328192822848,0.5789934433996677,0.9776190519332886
315,0.2606710475318894,0.5662216658812292,0.6109665930271149,0.9882289469242096
316,0.004088534653008846,0.5701990197217979,0.6675924584269524,0.9788877367973328
317,0.004333483731468468,0.5747742962435277,0.6143022924661636,0.8599108457565308
318,0.004982541349176861,0.5698925509493333,0.5507315391053756,0.5923315286636353
319,0.005246888554246709,0.5544174683689167,0.0,0.9216186702251434
320,0.18191510517934528,0.5551253235967153,0.3291240632534027,0.9919328391551971
321,0.003936724283515436,0.568419958797503,0.5,0.7759488821029663
322,0.005064892691265754,0.5710819703077422,0.5,0.9807409048080444
323,0.005140305194625827,0.5401345493633845,0.3366567902266979,0.9920530915260315
324,0.004965212967759647,0.5724044412011002,0.6130199432373047,0.9895231425762177
325,0.003326685612805136,0.5698794311210573,0.5705778747797012,0.7922501266002655
326,0.408448048052666,0.5825190632442665,0.7473657578229904,0.9244877099990845
327,0.004684536054915034,0.5530011625826308,0.5,0.9733158648014069
328,0.0026396273398789916,0.5804010647716202,0.5857115636269251,0.8965487480163574
329,0.002327867009421891,0.5655258713782747,0.5723653733730316,0.5507390797138214
330,0.0038083519245687425,0.5771967776810086,0.6334608321388563,0.963281013071537
331,0.5775679266762015,0.5476389585394781,0.6278298199176788,0.991436094045639
332,0.004588825735122759,0.5591871185411013,0.5,0.9895341098308563
333,0.007224393158785647,0.5339033831793775,0.0,0.9917815327644348
334,0.0036229092066742963,0.5793738992584847,0.6591516211628914,0.9834191799163818
335,0.005013792420353713,0.5664691991337693,0.6142520532011986,0.36673635244369507
336,0.004197342743274768,0.5412321838877473,0.5,0.7586073577404022
337,0.0035811709385830115,0.5720548425261328,0.34871022775769234,0.9850611686706543
338,0.004681013730686967,0.5759361163383532,0.5968593209981918,0.7452587485313416
339,0.008375552801898278,0.5562725604537689,0.6311533749103546,0.9460617899894714
340,0.005246816363945306,0.5479385793311635,0.6586601138114929,0.9881252646446228
341,0.5776210456041758,0.5531256137172363,0.623114824295044,0.9906640648841858
342,0.008375409783525356,0.5753086468122651,0.0,0.978840559720993
343,0.006588439123826895,0.5557667687939172,0.5,0.9760342836380005
344,0.44942821048332615,0.5594420994437836,0.6029404401779175,0.9744221270084381
345,0.0065884260444882825,0.5443838944160723,0.6100964844226837,0.9923291504383087
346,0.005621615997934093,0.5397668443628822,0.5,0.9816729128360748
347,0.0029822575800622086,0.5676558199693741,0.5,0.964705228805542
348,0.005399239844776638,0.5382203404305583,0.5,0.9863367974758148
349,0.5007131333811454,0.5540966204560256,0.6154124885797501,0.3399190306663513
350,0.006588427208217951,0.529831003430191,0.6035492643713951,0.9935831725597382
351,0.005399359483551525,0.5449737904566077,0.559318870306015,0.6899660155177116
352,0.005505495391957993,0.5495673486595375,0.5,0.7618119716644287
353,0.005401135749786068,0.556507702408439,0.5,0.9880332350730896
354,0.007224296539920627,0.5298379535596774,0.5,0.9837682247161865
355,0.008375521347147918,0.5564169227936262,0.5,0.8754026889801025
356,0.006588391815809169,0.5572446249833863,0.5,0.9418717324733734
357,0.006588473382861948,0.5424696138241781,0.6097551509737968,0.9455942511558533
358,0.13846619515655034,0.5772700963312893,0.5,0.8564226627349854
359,0.004203013093293406,0.5618963553001933,0.605031152566274,0.6298432797193527
360,0.005016776475970985,0.5569257525514266,0.6494310796260834,0.949601948261261
361,0.006094734049952977,0.5724765412751639,0.5,0.9690128862857819
362,0.0029944554142504742,0.5714079642236083,0.7325412755211195,0.7972299754619598
363,0.0037668705223397048,0.5871880297279777,0.5,0.9537723660469055
364,0.006072008875201096,0.5568168366461492,0.5,0.5501449406147003
365,0.20834649303981112,0.580735051503451,0.7607332393527031,0.7685036659240723
366,0.004806027954393666,0.5895872407748479,0.5971744035681089,0.9527290463447571
367,0.00546885300465505,0.5751063934715255,0.5499151679687202,0.563936859369278
368,0.28861604170001465,0.5856577843109959,0.5857436303049326,0.9722166955471039
369,0.3525637077338706,0.5662980907286679,0.6179214809089899,0.6844180226325989
370,0.5827015808758794,0.5751529276166623,0.5,0.4605771377682686
371,0.004795282372574983,0.5584150875941575,0.6405295133590698,0.8585227131843567
372,0.00740926586102264,0.5529290864778329,0.6159210801124573,0.7898660898208618
373,0.4010871646145173,0.5769855883162863,0.5676165819168091,0.764411211013794
374,0.005063895486070891,0.5472758696318994,0.5,0.7577693462371826
375,0.23856336711709236,0.5806026244707259,0.5,0.8983329236507416
376,0.0074092761759274595,0.5649524813343942,0.5448716208338737,0.9440591335296631
377,0.004173919800632753,0.5747813421909491,0.6337245553731918,0.8777143061161041
378,0.006003990075017285,0.5648705380540427,0.5,0.9369374811649323
379,0.007981997961936438,0.5390036671681664,0.5,0.35037949681282043
380,0.009070109722061237,0.5167754358494042,0.6582161784172058,0.7608782649040222
381,0.007981861859833073,0.5385467956781268,0.0,0.9894436299800873
382,0.865355340551986,0.5539440828724893,0.6830172489086787,0.21676290035247803
383,0.0033084401057199564,0.5672562817993533,0.6627283543348312,0.793380081653595
384,0.4244751983656224,0.5983575563533976,0.6504952074028552,0.9322488307952881
385,0.005978479266943615,0.559525015652838,0.6165136098861694,0.9324754178524017
386,0.21587602477986367,0.5859339316328709,0.7012353949248791,0.9691283404827118
387,0.0046469353370615085,0.5818374594900647,0.5349362219373385,0.5442323088645935
388,0.009070086874783723,0.5298394742923651,0.5,0.5171951949596405
389,0.38919628913397797,0.5836481426143381,0.6938613404830297,0.9597920477390289
390,0.005317694580878829,0.5732578862393686,0.5530769061297178,0.9679978489875793
391,0.0025788225303966517,0.5790496409439905,0.5562718873843551,0.9606328308582306
392,0.004111365398672073,0.5959409293775966,0.7044437442507063,0.8270520567893982
393,0.0037101995671242616,0.5659591079808476,0.6646144390106201,0.8511849045753479
