,Unnamed: 0,A,B,D2,E,G
43,43,0.0054203210759273,0.5466860279132932,0.3540714383125305,0.990329086780548,0.999463434505742
44,44,0.0081862122703831,0.549153474208214,0.5,0.9882178008556366,0.9988873740658164
45,45,0.0071556578510507,0.5572479287608085,0.5,0.7932018637657166,0.9995443160878494
46,46,0.0041336805343417,0.5650125432962411,0.699610635638237,0.9931198060512544,0.9981137714348733
47,47,0.0077688340042836,0.5505250993959041,0.2934018447995186,0.9871801137924194,0.9994211967568845
48,48,0.004195806840591,0.5607771879306178,0.5,0.5543044805526733,0.3198170065879822
49,49,0.0031471066540068,0.5810529229797783,0.6457934975624084,0.7791757583618164,0.9995359139284119
50,50,0.0043460417394673,0.5705944917805293,0.5807380378246307,0.424980491399765,0.9995863155345432
51,51,0.0055229319459272,0.5697256530926578,0.5,0.7634764313697815,0.9996209297969472
52,52,0.0099879761255956,0.5319454358269504,0.5,0.4886487871408462,0.9979927511885762
53,53,0.2609115732620457,0.5752828471558098,0.5230144914239645,0.7942119836807251,0.9995523405377753
54,54,0.0085158010895378,0.5441461400672187,0.0,0.7610823810100555,0.9990333304158412
55,55,0.0090859773657443,0.5648749276079685,0.5,0.6396052315831184,0.9996426202706061
56,56,0.0067997869208348,0.5610867499868508,0.5,0.517172634601593,0.9979690902400762
57,57,0.1795176566738114,0.5695883655782112,0.5504571869969368,0.8045598864555359,0.986300359480083
58,58,0.0060489152671709,0.5608075521942687,0.6401389017701149,0.9932928085327148,0.999592035805108
59,59,0.0047805242654235,0.5659644108832813,0.7057476043701172,0.0560725331306457,0.9987178662559018
60,60,0.0034454343948749,0.5502993286662035,0.5821711272001266,0.9879928529262544,0.9995713292446453
61,61,0.0070582536462343,0.5423635365589037,0.2596967723220587,0.7623619735240936,0.9996569025097415
62,62,0.007637954383919,0.5547117305865763,0.5,0.9560984075069427,0.9993667418020777
63,63,0.6504955072247711,0.5632381940418534,0.5,0.7802506238222122,0.4995118975639343
64,64,0.01161152103449,0.5505256359279445,0.0,0.8131628930568695,0.9955576853826642
65,65,0.011611476735869,0.5309134030080098,0.5,0.9875125885009766,0.9996058875112794
66,66,0.0053622829036404,0.570406905580215,0.6904014050960541,0.9879955649375916,0.9995741533930413
67,67,0.0059059564148511,0.5727308914107324,0.6210562065243721,0.633002758026123,0.9995833730790764
68,68,0.0061720461270993,0.5527087723920454,0.5,0.990751713514328,0.9996054969669785
69,69,0.0072367383221116,0.5545940148971213,0.5,0.7992736101150513,0.9942305106669664
70,70,0.0081284838872143,0.5451877779216793,0.0,0.8761345446109772,0.9987353455508128
71,71,0.2752059091687621,0.5810387380949552,0.5,0.7639185786247253,0.9996228941599838
72,72,0.0072193954585852,0.5540018845851942,0.6060397326946259,0.7696463167667389,0.9995907115808222
73,73,0.0064093049502402,0.5618397616647081,0.555499117821455,0.9840388000011444,0.9995675722311717
74,74,0.0045808972714118,0.5495681397464393,0.5,0.9852406084537506,0.9994848995702341
75,75,0.0061798836085972,0.5535916436587205,0.5,0.7962921559810638,0.9994578563491814
76,76,0.0063643489975936,0.5686616527226402,0.5569178536534309,0.7610226273536682,0.999482131563127
77,77,0.005522324041535,0.5682125406142962,0.5906920532385508,0.803503692150116,0.9994961575139314
78,78,0.0077715427915278,0.5605840030569763,0.5,0.9668795168399812,0.9994807298062369
79,79,0.0061775374589885,0.5535916436587205,0.5,0.7962921559810638,0.9994578563491814
80,80,0.0075792246626681,0.5319492883495679,0.5,0.9806852042675018,0.9995569593738765
81,81,0.2853331932671077,0.56034157265031,0.5549474582076073,0.7682977318763733,0.9995656085084192
82,82,0.0062461971058926,0.5641180082751716,0.6425653845071793,0.6849962174892426,0.9993163367034867
83,83,0.0155191094303012,0.5538310491608043,0.5,0.9752463102340698,0.9962693662382662
84,84,0.0048201670816039,0.5828952560891126,0.6459170207381248,0.9239813089370728,0.9993028351454996
85,85,0.3289675457952798,0.5451863501716111,0.5,0.512681245803833,0.99916004674742
86,86,0.0072195104375759,0.5445668305382683,0.362508162856102,0.865343451499939,0.9994473417755216
87,87,0.0090859409066117,0.5390053803513267,0.5,0.985622376203537,0.9996300009370316
88,88,0.0052190401820182,0.5752927455285128,0.5,0.9712075293064116,0.9995497402269393
89,89,0.3090099786636749,0.5688617575186319,0.5,0.8106353282928467,0.99926804023562
90,90,0.0063848450874138,0.5278734210104392,0.3185274004936218,0.990216463804245,0.9995216546521988
91,91,0.0064603811395269,0.5382214466610983,0.5,0.9865620136260986,0.9994205084512942
92,92,0.0062169352756548,0.5518824228316015,0.5,0.9836067855358124,0.9994898310978897
93,93,0.0075948321734075,0.5557872740001923,0.5,0.9819034934043884,0.9994867464993149
94,94,0.0090871874464908,0.543936489516095,0.0,0.808259904384613,0.9959214571863413
95,95,0.0076128514913046,0.538221948543574,0.5,1.0,0.8244179487228394
96,96,0.0116114855951455,0.5383028383741375,0.6191014051437378,0.9844691455364228,0.9994520908221602
97,97,0.0155190349686468,0.527547117659731,0.5,0.9825937449932098,0.9996862671978306
98,98,0.0064507462242637,0.5485770761911273,0.5,0.76676806807518,0.9990727515541948
99,99,0.00466803475397,0.5617041748077676,0.2988481260836124,0.9848081171512604,0.9994128262042068
100,100,0.0057847531198919,0.5581541360762673,0.5,0.9880038797855376,0.9996182856557425
101,101,0.0116114932634328,0.5540290932966181,0.0,0.9849172830581664,0.9993931954377331
102,102,0.0059791694488006,0.5599087296000808,0.5,0.9770539402961732,0.9982998620253056
103,103,0.0058108125002039,0.5524819568071541,0.5,0.9882864654064178,0.9995126148860436
104,104,0.0046829577705881,0.5570525173641665,0.2746853195130825,0.9800498783588408,0.9994406215846539
105,105,0.0064604043984022,0.5426192955767252,0.5,0.979925125837326,0.9988973620347679
106,106,0.3601565624911764,0.5535893018729134,0.0,0.9839851558208466,0.9987368601141497
107,107,0.0074970606777831,0.552608268858591,0.5,0.8244093656539917,0.9120913296937943
108,108,0.0057897397904156,0.5533961433444202,0.5406792387366295,0.530619353055954,0.9969801346305758
109,109,0.0050268198832129,0.570197765729028,0.5,0.9598344266414642,0.9994914500275627
110,110,0.0080669061504412,0.5547114080238962,0.5,0.9804393351078032,0.9993450937326998
111,111,0.0116115958680192,0.5319470726432481,0.5,0.9399028420448304,0.9849899057298899
112,112,0.0074460056153292,0.530042486933106,0.621992215514183,0.9852142035961152,0.9995269323408138
113,113,0.0155190519619463,0.5275488717456916,0.0,0.9773201644420624,0.9994555615703575
114,114,0.0058108195062585,0.5535924902891691,0.5,0.9771131873130798,0.9994441887829453
115,115,0.0078537906638928,0.5571251604642415,0.7157970368862152,0.5430826246738434,0.9996218791638967
116,116,0.0099879686370041,0.5357103863989598,0.5,0.9831172227859496,0.999618881061906
117,117,0.0116114838258721,0.5511979676256101,0.5,0.5150551199913025,0.9990818515070714
118,118,0.0077720842650356,0.5539210759109459,0.5,0.7457475662231445,0.9993631791439839
119,119,0.3289665532097369,0.558096067357299,0.711499884724617,0.843071699142456,0.9991883428883739
120,120,0.0116116104814041,0.5678485379518319,0.5839565619826317,0.9901875257492064,0.9994053239934146
121,121,0.0047105771862691,0.5700382379304307,0.5,0.9120149612426758,0.9994316771044396
122,122,0.0085159854457586,0.5646313750345557,0.5,0.8974508345127106,0.9982362507143989
123,123,0.0099878615694304,0.551198830961722,0.5,0.985979437828064,0.9987474335357547
124,124,0.0099879091121795,0.5478527567321885,0.0,0.4984231889247894,0.9991783217410557
125,125,0.0082611246376284,0.5287166850793791,0.5,0.987321525812149,0.999645122588845
126,126,0.7125379968275901,0.5760502926517361,0.5,0.9906942546367644,0.9994349855696782
127,127,0.0090859613726931,0.5432834683661834,0.5,0.9902237951755524,0.9996483757277019
128,128,0.0116115334930609,0.5309105331423791,0.5,0.7630598247051239,0.9996070317574777
129,129,0.0074460829953826,0.5472403146636117,0.5,0.9862770587205888,0.9652299359440804
130,130,0.0155192193055841,0.5329354500655626,0.5,0.6288802474737167,0.9995089523727074
131,131,0.0035409593816522,0.5623570380261481,0.5,0.5541846752166748,0.9994935019058175
132,132,0.0099883075861532,0.5374806112606153,0.0,0.7573525607585907,0.9995024328236468
133,133,0.0116115173494094,0.5312844363932616,0.6630358099937439,0.990692377090454,0.9995255965332035
134,134,0.7125416258842644,0.5582748020020525,0.5,0.9644822180271148,0.9994038456352428
135,135,0.0099879320127478,0.5351592317093173,0.3162263582150141,0.9880958795547484,0.9893076848238707
136,136,0.0063742495505807,0.5499039739248831,0.5,0.8867681324481964,0.9990538113634102
137,137,0.0099878553845268,0.5319472873245135,0.5,0.9349388778209686,0.9995413864089642
138,138,0.0116117288950615,0.5374084616149989,0.5,0.7063228338956833,0.9995126478897873
139,139,0.0090859593407673,0.566802665296996,0.5,0.75,0.9995088182622567
140,140,0.0058108199751264,0.5486555249065727,0.5,0.8245676457881927,0.9992339043528773
141,141,0.3402840354727257,0.5595062207967663,0.5,0.8771898150444031,0.9993876313092187
142,142,0.0077720721469642,0.5348208499852926,0.5,0.8477563261985779,0.9992424309602939
143,143,0.1925822648674766,0.5652982701391864,0.6667184755206108,0.989885836839676,0.999259784759488
144,144,0.0033851575469597,0.5616556230208541,0.5,0.8013946563005447,0.9988372013904154
145,145,0.7115725238774775,0.5845044677246504,0.8794766515493393,0.5,0.9994476911379024
146,146,0.104136762993652,0.5855897678392907,0.6023214809596539,0.3607556968927383,0.9992792739649303
147,147,0.1569850076561848,0.5767960829805902,0.5671154856681824,0.9215136468410492,0.9958582231774926
148,148,0.3186435274079806,0.5749635238079719,0.5276054255664349,0.780485987663269,0.9994921204634011
149,149,0.1171328171042912,0.5912849278286885,0.616062185416619,0.984831839799881,0.9996069727349095
150,150,0.2910244649884249,0.5687588053097525,0.6755116283893585,0.9909040927886964,0.9995945858536288
151,151,0.3039907089465192,0.5602266589514229,0.5,0.9916829466819764,0.9996090006607119
152,152,0.1101338028654569,0.5794413441252517,0.6165323566645384,0.9767851829528807,0.9994225164991803
153,153,0.0037600883940943,0.571848885515656,0.6340682923793792,0.9813024401664734,0.9995794637070503
154,154,0.0029224768994646,0.5702053311389399,0.5432979548349977,0.9881550073623656,0.9995933104073629
155,155,0.4485250472672235,0.5511672299450587,0.5,0.7013701498508453,0.9995709993527271
156,156,0.1908203353191113,0.5762940553731978,0.617539893835783,0.9513006508350372,0.9994749801699072
157,157,0.2912850642014396,0.5680072907113902,0.5352744236588478,0.5681937783956528,0.9993524089222774
158,158,0.0038266091675415,0.5853591153391133,0.6046540275216102,0.9845794439315796,0.9764915872365236
159,159,0.0064604608350922,0.5541456358858682,0.3198994323611259,0.9886098206043245,0.9994833425153047
160,160,0.004382590852149,0.5774273847044735,0.5774617120623589,0.7787263989448547,0.9937081006355584
161,161,0.0059162717260201,0.5517548502581834,0.6555913761258125,0.7030587494373322,0.9995215643430129
162,162,0.1837307758918062,0.5722968351961133,0.6566813439130783,0.9935530722141266,0.9994355287053622
163,163,0.5009159857934753,0.5374126299104955,0.5,0.9691181480884552,0.9995981609681621
164,164,0.2906884642403122,0.573214189627027,0.5562743423506618,0.987107902765274,0.9995456340548117
165,165,0.5777348220269248,0.5581947545555942,0.5,0.9815479218959808,0.9995344420312904
166,166,0.5777334654807823,0.5459820125019494,0.5756887476891279,0.9897965788841248,0.9994229627191089
167,167,0.1823389357813591,0.5832225067056933,0.6195701559384664,0.9758912920951844,0.9996067477040924
168,168,0.0039928362256611,0.5628077862650556,0.5,0.9066708981990814,0.9532605111598969
169,169,0.0036890990335569,0.5851148611227489,0.5663853213191032,0.9277200996875764,0.9611344262957573
170,170,0.1636171944689514,0.5805743413086958,0.674919918179512,0.974272221326828,0.9995491776207928
171,171,0.003018654635008,0.5742991170546443,0.662740170955658,0.9812566339969636,0.9994151600403711
172,172,0.2670427376844502,0.5820216688922941,0.6872325465083122,0.8443337380886078,0.9995505022525322
173,173,0.0064605320296047,0.5562980611208614,0.5,0.989086538553238,0.999620368151227
174,174,0.4484684924094653,0.5771730510363632,0.7614301517605782,0.9916151762008668,0.9995691736112349
175,175,0.0906667969802474,0.5784869750582391,0.5,0.2345072031021118,0.9911742741242051
176,176,0.1285380983492405,0.5827774280681357,0.7527007460594177,0.974036544561386,0.9994932148256339
177,177,0.0040134709618298,0.5828030473710075,0.6061389918128649,0.984072357416153,0.9996040660189465
178,178,0.6027339102252393,0.5665601684039953,0.8143000602722168,0.9880576133728028,0.9996327263943385
179,179,0.0053361921314303,0.5544916117614296,0.5,0.9888395071029664,0.9995206641615368
180,180,0.004205150429118,0.549013297169366,0.5,0.9917913973331453,0.9995741032180376
181,181,0.0062090655739921,0.5501881066873067,0.5,0.9871682822704316,0.9995930815930478
182,182,0.2941189207389953,0.5788178609028131,0.5910238847136497,0.7227037698030472,0.9996028230525553
183,183,0.3802043151630622,0.6136384559760988,0.634429552902778,0.9146046340465546,0.9982173428870738
184,184,0.3041986070529328,0.5618410878934322,0.5,0.9854781627655028,0.999360564223025
185,185,0.0053919554981474,0.5417162286836457,0.5,0.9844273328781128,0.9987496846588328
186,186,0.1839867368871252,0.587434217338585,0.6265853494405746,0.8456721305847168,0.9995467028347775
187,187,0.0074577862696999,0.554754207288138,0.5,0.9760891497135162,0.9996093414083589
188,188,0.577742756711727,0.5529947852109816,0.5,0.9319894313812256,0.9993532200460322
189,189,0.926863522968586,0.5788147825063222,0.7547584176063538,0.2631776183843612,0.9978627853561193
190,190,0.1919839807284459,0.5758983256174761,0.77263143658638,0.8193442225456238,0.999546229839325
191,191,0.0068410528691469,0.5485773733364416,0.5,0.9824181497097016,0.9995533458422869
192,192,0.4098349790569395,0.5605763747803001,0.2883226480334997,0.7605631947517395,0.999583084252663
193,193,0.7064623129706952,0.5593557885036169,0.5,0.9766876101493835,0.9941658084280789
194,194,0.3433313989366322,0.5457110728375587,0.5,0.9820040762424468,0.9995695329853334
195,195,0.291273471858906,0.5671799213795633,0.3452903628349304,0.9860329627990724,0.9995006356621161
196,196,0.1822803559887514,0.5696199705513003,0.6035448238253593,0.9841146469116212,0.9994376618997194
197,197,0.1582240045182986,0.5795183770480458,0.6006144806742668,0.9726565778255464,0.9994106440572068
198,198,0.3354471299673918,0.5666167752152169,0.2828296422958374,0.93891242146492,0.9996195246931165
199,199,0.577735681113605,0.5309165278086775,0.2828202098608017,0.95552796125412,0.9995914358878508
200,200,0.0113601447245161,0.560561451142731,0.5,0.7696807980537415,0.9992863631341606
201,201,0.0042059213801868,0.5615987040501631,0.5816903561353683,0.9894744455814362,0.9995988286391366
202,202,0.0058030538205802,0.5309156925188913,0.0,0.7751036584377289,0.9995449661510065
203,203,0.4105112984197465,0.5390054824013942,0.5,0.9893965423107148,0.9996032436902169
204,204,0.0074574612839607,0.5497747324206284,0.0,0.9839870631694794,0.9996540412248578
205,205,0.5777340307774153,0.5275519190229431,0.5,0.9624036550521852,0.9995328289805911
206,206,0.2209070678466436,0.5718808202106552,0.5,0.3951473012566566,0.4558907151222229
207,207,0.0901507425680995,0.6152436856850865,0.5,1.0,0.9994557620957494
208,208,0.3448978621709112,0.5708312634127377,0.3019379302859306,0.9850637018680573,0.9994663092074916
209,209,0.3356661773679975,0.5566902861335693,0.6331990361213684,0.974699854850769,0.9992663345183246
210,210,0.5777344375130402,0.5290215909211063,0.6526023000478745,0.7755189836025238,0.9995004530646838
211,211,0.206982585074422,0.5684589534773378,0.5,0.9684752523899078,0.9993834404740483
212,212,0.0053918516775096,0.5616418420431676,0.5,0.906608909368515,0.9987807363504544
213,213,0.0029762400943812,0.5719520393963407,0.5,0.8546697497367859,0.9992196038947441
214,214,0.008590133372173,0.5244418528972072,0.5,0.2903275787830353,0.9985200931550935
215,215,0.2320217601253666,0.5602817785327208,0.8206309676170349,0.9753445982933044,0.999538681586273
216,216,0.2113351105464425,0.567796714871057,0.320143423974514,0.798188328742981,0.9992487502167933
217,217,0.7064622196721542,0.5669247875256551,0.5,0.9860921502113342,0.9995016204193234
218,218,0.7064629032082524,0.5357121903081435,0.5,0.9851694703102112,0.9996447717712726
219,219,0.3356801738048478,0.5626017199333989,0.6298838593065739,0.5408174693584442,0.7700589001178741
220,220,0.4485103141778725,0.5602585314879932,0.5,0.9865771532058716,0.9992479895590805
221,221,0.5777379641214693,0.529839438830971,0.5,0.9835287034511566,0.9996247589588165
222,222,0.0058030554648631,0.5365755508906267,0.5,0.9917360246181488,0.999459309852682
223,223,0.4098555973516198,0.5491573396076118,0.5,0.7900704741477966,0.9995161426486447
224,224,0.4484821644130476,0.5570522621405333,0.5,0.9899856448173524,0.9995821327029262
225,225,0.5777435929087431,0.5523955817713142,0.5,0.508015364408493,0.8474883437156677
226,226,0.0113650332626907,0.5547100436759078,0.0,0.9057879745960236,0.9798913653939962
227,227,0.5780104398274001,0.5523424772276078,0.0,0.5,0.9979762996081263
228,228,0.0074574920829887,0.5437257924873339,0.3125466853380203,0.9847705960273744,0.9995596192311496
229,229,0.410509388016927,0.5361774309540588,0.5,0.992093712091446,0.9994591193972155
230,230,0.0068410828493501,0.5523427580241701,0.5,0.8912831842899323,0.9991743641439825
231,231,0.5009188986425989,0.5571636080351094,0.5,0.7600452303886414,0.9996674242720474
232,232,0.5009459635435848,0.544176758787249,0.5,0.766672283411026,0.999627078359481
233,233,0.0074574534369336,0.5287213112146341,0.5,0.9777463376522064,0.999580569245154
234,234,0.4105049416009407,0.5390059999712203,0.5,0.9910126626491548,0.9995962835673708
235,235,0.1386981277890804,0.5859885540607463,0.5,0.5777872800827026,0.9971791019197553
236,236,0.0043386636327527,0.5542281309080644,0.0,0.639531672000885,0.9954392472282052
237,237,0.3041571323998738,0.5630651365539441,0.6008781790733337,0.9797905087471008,0.9996345051331446
238,238,0.0043554981878174,0.5643203121659104,0.5,0.9234291911125184,0.9996378807700239
239,239,0.3041567734552972,0.5737246363998955,0.5,0.910302758216858,0.9871992226690054
240,240,0.0676556091047354,0.5656835944310408,0.5,0.9918352961540222,0.9994733005878516
241,241,0.0917266544661489,0.5815403694198819,0.7175512909889221,0.9904225766658784,0.9995421731146052
242,242,0.0056175242249583,0.5825930257948624,0.6675463169813156,0.7602386772632599,0.9994958351599053
243,243,0.0984125448136971,0.6065709276023431,0.626202805666253,0.9801784455776216,0.9993469255277887
244,244,0.0052193372197117,0.5947607995142811,0.6432344138622283,0.9893427491188048,0.9992784712812863
245,245,0.1708644934581549,0.556144091759305,0.3452881798148155,0.9922231435775756,0.9991365863825195
246,246,0.0860181537796064,0.5991044023350953,0.6318216392149528,0.9775689840316772,0.9995486185944173
247,247,0.006507408279026,0.5872352528619244,0.7265836000442505,0.9918550550937651,0.9996541594446171
248,248,0.007557135152437,0.5652806703532368,0.5701629370450974,0.9877091348171234,0.9994960436597466
249,249,0.0064582946614027,0.5666576576853674,0.640900731086731,0.9550392627716064,0.9992814376601018
250,250,0.1333883617760592,0.5612894607671707,0.5,0.992129772901535,0.9995229048654437
251,251,0.1552104604282947,0.5468291928277204,0.2971475273370743,0.9896868765354156,0.9994734719512053
252,252,0.0303295122694213,0.594953659362149,0.6637363561894745,0.8110684752464294,0.9991028995718807
253,253,0.0293837250671792,0.5936770840030812,0.6566053196787834,0.9896782636642456,0.9991550775012001
254,254,0.0062539895223161,0.5872249536824004,0.6423071225484213,0.9868919253349304,0.9996216889703646
255,255,0.0035421328953438,0.6072633556252582,0.6056163820127646,0.9615080654621124,0.9989675466204062
256,256,0.1298233593256538,0.5810856169827522,0.7547694146633148,0.9786018431186676,0.9993300553760491
257,257,0.125611169738994,0.5525175370201534,0.683776929974556,0.9926424920558928,0.9994488302036189
258,258,0.0056272467866144,0.5655252975813881,0.6107012555003166,0.9920223951339722,0.9995752969989553
259,259,0.126216214495712,0.565194309879542,0.5612798603251576,0.9887190163135527,0.9993066543247551
260,260,0.1848047948643337,0.5850366430964324,0.7159697487950325,0.9838370084762572,0.9996014671341982
261,261,0.0744078172030203,0.5750131265841805,0.6171345052619776,0.9936260282993316,0.999522468977375
262,262,0.0041173169509255,0.5845355515109762,0.6359234116971493,0.8053717017173767,0.9995227882172912
263,263,0.1868820754479822,0.5548499610151694,0.5,0.7648170590400696,0.9996478139655665
264,264,0.0082667378264147,0.5659605862290303,0.5,0.959112823009491,0.21628504991531372
265,265,0.1421901800446869,0.5537809857865792,0.6297583393752575,0.9926416873931884,0.9984670997364447
266,266,0.006402043067778,0.5686841521567532,0.6236311830580235,0.9939561784267426,0.9995793728739955
267,267,0.0071290326033383,0.5275489221228172,0.5,0.973008394241333,0.9993335991166532
268,268,0.2575288032978382,0.5969438936654754,0.6558833026460239,0.9878614842891692,0.9991110768751241
269,269,0.0853262447712951,0.5714538998385977,0.6540287137031555,0.9913235902786256,0.9992930566659197
270,270,0.0068118386994288,0.5749575496420941,0.6179144084453583,0.992011785507202,0.9987976712873206
271,271,0.0066383972101943,0.5666229634371204,0.7716377079486847,0.9918442368507384,0.9991455303388648
272,272,0.0090077382177652,0.5412284972788912,0.5,0.982985645532608,0.9996791188896168
273,273,0.0060656424390492,0.5729961349613868,0.5,0.550887256860733,0.9996437556983437
274,274,0.1902554695179138,0.5580264308838749,0.4998402097262442,0.9904539585113524,0.9995896540349349
275,275,0.0875967154129367,0.5677003870227992,0.5726151615381241,0.9915293157100676,0.9994306977605447
276,276,0.1427931147895773,0.5793597201484029,0.5,0.7632699310779572,0.9996605087362695
277,277,0.2569398712290082,0.6081244854891538,0.6125817603121201,0.971959501504898,0.9993798463838175
278,278,0.1024089844323441,0.5675323692072212,0.6897210478782654,0.9885431528091432,0.9958430039696395
279,279,0.0054687596730712,0.5676902630130308,0.7379847764968872,0.9907228648662568,0.9995312572282273
280,280,0.0067792240629683,0.5568801762125344,0.5,0.9862010776996613,0.9995485816034488
281,281,0.0068930365496826,0.5445671961668542,0.5,0.9876065850257874,0.9995465260290075
282,282,0.0069221130473258,0.5645442776879515,0.5,0.985002100467682,0.9995942107925657
283,283,0.0051648866050706,0.5547536975155096,0.5,0.9813438057899476,0.9995255784597248
284,284,0.0083953131541522,0.5400869721151296,0.587484136223793,0.9894157350063324,0.9995802120829467
285,285,0.1513439590570875,0.6012723601469575,0.6107522144913673,0.8166950643062592,0.9995815812435467
286,286,0.18682795760974,0.5563987708236425,0.5,0.9851062297821044,0.9992467515985481
287,287,0.0083434206802276,0.5622917307590712,0.6649878025054932,0.9921244084835052,0.9995223922887817
288,288,0.0089837304096134,0.5486554821690081,0.5,0.9830375909805298,0.9991478934534825
289,289,0.0064492592925198,0.5256754972738864,0.0,0.9828205108642578,0.9996664036589209
290,290,0.1909350197922117,0.5963102085426587,0.6927975952625275,0.9773857295513152,0.9995045320829377
291,291,0.4020033201263365,0.5790256370888421,0.6365955211222172,0.9900663495063782,0.9988983751973137
292,292,0.2158209551625091,0.5742421370280594,0.7140488078196844,0.7589936256408691,0.9995838855102193
293,293,0.2648695602929826,0.5810735347283725,0.6329281814396381,0.9850339889526368,0.9995866807585116
294,294,0.2332805276721626,0.5677852944573816,0.8212929964065552,0.9927028119564056,0.9994110755505972
295,295,0.1541932797561976,0.5757910004866381,0.685165618856748,0.98942032456398,0.9993605563067831
296,296,0.161963660336636,0.5590638795634013,0.3221474904567003,0.9856301546096802,0.998573555261828
297,297,0.003445274532095,0.567012714383855,0.5,0.9867650270462036,0.9991297126398422
298,298,0.1527964994429393,0.5742883677936942,0.6535048671066761,0.9811290502548218,0.9994650994194672
299,299,0.0896716077499001,0.57133532811362,0.5,0.9492622315883636,0.9961010536644608
300,300,0.0068451335137976,0.561654901535701,0.5,0.9836571514606476,0.9996395778725855
301,301,0.0089664121632423,0.5524846067841043,0.5,0.9746803641319276,0.999558031471679
302,302,0.2076825298445479,0.558073089837686,0.5,0.9643638432025908,0.9992217304534279
303,303,0.1930572824580813,0.5874761375078035,0.5945070659120878,0.7912898659706116,0.9996472600614652
304,304,0.3182880282372673,0.5748309863068509,0.6297187581658363,0.9775169789791108,0.9994641936500557
