A,B,D2,E,G
0.0079820060666123,0.559698659348787,0.5,0.9722444713115692,0.9994666478596628
0.3226536295443767,0.5604568631424046,0.5992084071040154,0.75,0.999202361505013
0.4490029866771188,0.5544147517075801,0.5,0.9827100932598114,0.9988847143249586
0.4197236038583927,0.5263258683616967,0.5,0.9603179395198822,0.999202245962806
0.0090701968399475,0.5382167169551658,0.5,0.8580992817878723,0.9995592175109778
0.0043404060667879,0.5695746454085111,0.5457832785323262,0.9628922939300536,0.9984971843659878
0.4867812595398655,0.5696522609864377,0.5,0.6996362060308456,0.9977376495953649
0.2071836036728311,0.5699446336258964,0.6110162902623415,0.9902964234352112,0.9994809757336043
0.0043402538981502,0.5674018049147169,0.331434354186058,0.9881183207035064,0.9986244647298008
0.004413725019455,0.564197322779695,0.7249712161719799,0.8897381722927094,0.8285134732723236
0.7552711775233607,0.5563379517768323,0.6118662804365158,0.98968705534935,0.9995484899263829
0.5013599877320452,0.5575430618179564,0.5,0.6857573688030243,0.9952650042250752
0.2328141614073166,0.5625699373726325,0.6179829463362694,0.9875699877738952,0.9996052941714879
0.0052862060070523,0.5541417211754965,0.5477222800254822,0.8685568273067474,0.9994651960441843
0.0049292842631798,0.5556641788261829,0.5,0.984773337841034,0.999623147508828
0.5781135065878332,0.5508439127775006,0.5,0.9873899221420288,0.9882145514711738
0.4497688514496795,0.5798958857277116,0.5,0.9153749644756316,0.9994620133657008
0.4147719232309862,0.5720845795170493,0.5790864688654741,0.9794296622276306,0.9994524859939702
0.1937134177382291,0.5671795482931934,0.5,0.986486792564392,0.9995604978175834
0.0105169604688741,0.5804060146770531,0.6123853102326393,0.9105058014392852,0.9995313409890514
0.015306488633357,0.5568534710874731,0.5,0.7876355946063995,0.998904767096974
0.0130535970123978,0.5668761205549748,0.5,0.5390367209911346,0.9995542065589689
0.0162364430357966,0.57124573610491,0.5,0.9867798984050752,0.9995076890918426
0.0172996832548023,0.5263247323693616,0.5,0.7822367250919342,0.9991862996248528
0.2015430137386065,0.610285888829672,0.6173771247267723,0.9698079228401184,0.9992324106860906
0.2964049712222606,0.5699508638415879,0.6048567295074463,0.9901756644248962,0.9996192162798252
0.257211028869049,0.5590918967672667,0.5776676386594772,0.546541154384613,0.9995561985415407
0.0140212558161978,0.5552756896428779,0.590474434196949,0.9784393012523652,0.9996294998854864
0.0121903287487635,0.5691120293174495,0.5345164388418198,0.8243601620197296,0.9995554906490725
0.0118045659042086,0.557328944418037,0.5512206256389618,0.9726644158363342,0.9992794119752944
0.0103019674416082,0.5774037598250199,0.721987227598826,0.9933567345142365,0.9995772598776966
0.006584042065001,0.6032637022928189,0.6534139265616735,0.9919044077396392,0.999423987523187
0.0112670831247075,0.5676973849309261,0.6788956671953201,0.9934897124767303,0.9995613901119214
0.0623895937792434,0.5716589211091002,0.602265660961469,0.9852406084537506,0.9992464644601569
0.260287524294607,0.5769616168898765,0.6248147487640381,0.7639050483703613,0.9995711790397763
0.0115111009106401,0.5696074317867423,0.5,0.6186810657382011,0.9996215991559438
0.0094174523024356,0.5730994861507783,0.6183927971869707,0.396749347448349,0.9996198576700408
0.0108180833091174,0.5532660647935072,0.5,0.989763081073761,0.9946319526061416
0.1920987105838194,0.5496717969352805,0.5,0.80768221616745,0.9897654047235847
0.0115598577092457,0.5846768794518978,0.6251805350184441,0.9174072742462158,0.9656974226236343
0.0137410736905827,0.5591445321733743,0.5,0.887162446975708,0.9996242149791215
0.0135274427457312,0.5382176237298439,0.5,0.9914466738700868,0.9995916511688847
0.0119268077370731,0.5463780627699857,0.5,0.7601620256900787,0.9993211033870466
0.0814370640050987,0.574234336130022,0.6124212890863419,0.9254067540168762,0.9994116851012222
0.4738774207915334,0.5808561565690585,0.628704143067201,0.7578090727329254,0.9996310758870095
0.0083295074545218,0.5608605188035622,0.6106215044856071,0.9674635529518129,0.9964391139801592
0.0128130183631207,0.593547563926726,0.0,0.9748887717723846,0.9995915743056685
0.0200612494878096,0.5122625017133121,0.3165933713316917,0.1736168265342712,0.9986447435803711
0.0661528136594469,0.5715264187552922,0.5892660468816757,0.9425589144229888,0.9920159270986915
0.0160674943196227,0.5568510520595811,0.5,0.748521476984024,0.9994493474368937
0.0260165706824462,0.5263227385288581,0.5,0.958159238100052,0.9995638059917837
0.1051192757625407,0.5602828572843341,0.3062440939247608,0.7844565510749817,0.9993486995226704
0.1332933120754446,0.5486513579205401,0.0,0.7818361222743988,0.9995413768047001
0.0152733834221495,0.5491516279629901,0.5,0.6652398109436035,0.9995670215575956
0.0260162898452844,0.5357071725114169,0.5,0.6124724894762039,0.9911451237276196
0.010944688214076,0.5746058263000343,0.6655597686767578,0.9637053310871124,0.9924451042897999
0.2855370358130868,0.5822952856104286,0.5050974963232875,0.9897239208221436,0.999431628617458
0.0677456105153685,0.581616885409558,0.6525743920356035,0.7856623530387878,0.9993175696581602
0.1712036978101756,0.5849574382064036,0.5960149890743196,0.9872636198997498,0.9975504011381418
0.0085934987538557,0.5754741860715242,0.6407414153218269,0.9884715378284454,0.9927562302909791
0.2776582302060801,0.5681697236960992,0.5,0.9467563182115556,0.9996177275897935
0.5905025285747402,0.5609042817129569,0.6388481259346008,0.7657105624675751,0.9996275439916644
0.3042854211858535,0.5709463420467911,0.3508461117744446,0.9926684498786926,0.9996253753197379
0.2341539325687021,0.5755752339756677,0.5678248926997185,0.7961390018463135,0.6521403789520264
0.0089045022681838,0.5670868177274168,0.5844479985535145,0.9849384427070618,0.9994830826763064
0.0107961112555472,0.5563751017191123,0.5,0.9822945296764374,0.9994279994280078
0.2298563046707888,0.5763026390079272,0.7722685933113098,0.9724267423152924,0.999473629577551
0.0114441335267013,0.5565042624007637,0.5,0.9817474484443665,0.9993927227333188
0.0150438999941756,0.5319423656078576,0.5,0.8959586322307587,0.9973007703665644
0.2656544963879623,0.609480961248631,0.672079347487953,0.9462408125400544,0.9991788133047521
0.0055362274287421,0.5693034480142513,0.5,0.8553849309682846,0.9994901778991334
0.1564328395770789,0.5795623300901873,0.565406609326601,0.8028292655944824,0.10695809125900269
0.0062920372488661,0.5464670509701081,0.5,0.560736320912838,0.9991604121169075
0.5781322231284977,0.5474807246768804,0.5,0.7714613378047943,0.9888258688151836
0.0053110904395992,0.5496698287572448,0.5,0.548301886767149,0.9972415107768029
0.006211277008002,0.5374084868784351,0.5,0.9573684707283974,0.982979990541935
0.7067681374170461,0.5462565122040162,0.5,0.7643230259418488,0.983050974085927
0.0046437559530443,0.5525401614360167,0.5,0.5,0.9995357442239765
0.4436445832118973,0.5467086994840683,0.6476384252309799,0.988606333732605,0.9994499105960131
0.5153309727588444,0.5731399983722532,0.607187032699585,0.9908135533332824,0.9981195627478883
0.0743915732481182,0.5854056439022653,0.5942893978208303,0.9703996181488036,0.9993993116077036
0.4193115854871311,0.5692307883978641,0.7456780299544334,0.7670227885246277,0.9994102616328746
0.009748536054322,0.5674807191334169,0.7266670167446136,0.989180028438568,0.9996736326720566
0.1585681414125078,0.5796687657429448,0.5926547963172197,0.9865265488624572,0.9993507685139775
0.1157351934080047,0.5547754599195703,0.5640372633934021,0.7675168514251709,0.9986049137078226
0.007943373318906,0.5710581160211878,0.6924929022789001,0.9426987916231157,0.9994789666961879
0.010793787068445,0.5506838371382029,0.5,0.986337512731552,0.9996681419725064
0.0063639492989436,0.567161633505885,0.7436553239822388,0.5263505578041077,0.9995103076798841
0.0048783079783442,0.5816777968307344,0.6078436924144626,0.9890128672122956,0.9991241680691019
0.0071686345198155,0.5834020576764238,0.5,0.5637478232383728,0.999236571660731
0.0135230188422071,0.5457871398210662,0.5,0.9905651807785034,0.9996559925202746
0.0053826424431372,0.5937639610323516,0.5630856975913048,0.9541517198085784,0.9120269268751144
0.0431457418411264,0.5905235699735789,0.6246469728648663,0.7838945686817169,0.9992471724981442
0.0086851103985089,0.5962312051112664,0.6677053943276405,0.9951171204447746,0.9994236503262073
0.0147426695841238,0.5518789412617098,0.5,0.941234678030014,0.9776718001812696
0.01054861591075,0.5799857368182919,0.3334315493702888,0.7603769600391388,0.9995807475643232
0.079986017946986,0.5659905137169051,0.5,0.987422615289688,0.9992466091644019
0.0113601582364505,0.5365716990439977,0.5,0.5,0.9993646661750972
0.3236842750435651,0.585854344571444,0.7059332231680552,0.6127714067697525,0.9995449823618401
0.1651264185993686,0.5875190185945858,0.6865839436650276,0.972454845905304,0.9995941612869501
0.0044138317075106,0.5464747663162817,0.5,0.8663999736309052,0.9984677265165374
0.2149704784823606,0.5789994203174568,0.6025308594107628,0.9680187702178956,0.9882703451439738
0.0044036780849638,0.5647065412158695,0.6811087429523468,0.7982339560985565,0.9994010558584705
0.0085892533594241,0.5543804700478596,0.5,0.9029100984334946,0.9797749426215887
0.004805521213131,0.5672646001895889,0.5,0.286795437335968,0.9995740336016752
0.004558583009617,0.5729003765068654,0.5,0.7875187993049622,0.9996508928888943
0.0068412249044108,0.5594393788440494,0.5,0.2412261068820953,0.5043468773365021
0.0054769410020506,0.562501201299298,0.5,0.8787311613559723,0.9995718209829647
0.0024432927116608,0.5893390923854579,0.6284052729606628,0.8148801326751709,0.9978013886138797
0.0085893962576301,0.5516597195428852,0.5,0.9101050794124604,0.8987239450216293
0.4484852293122265,0.5639762670085988,0.5,0.9921928942203522,0.9996159106376581
0.5777363264594683,0.5481485120010399,0.5,0.6197119206190109,0.9996175482228864
0.3558366487834966,0.5500617279046609,0.5900396481156349,0.5075868889689445,0.999132516735699
0.0058129463533966,0.5357099165573511,0.5,0.8202426135540009,0.9993509532068856
0.0035912910266036,0.5435987614657163,0.5,0.9607406854629515,0.9990055306116119
0.6033095575397857,0.5624054026180778,0.5892706289887428,0.8605141937732697,0.9995650476776063
0.005812385401172,0.5374083242663341,0.5,0.9232276976108552,0.9996093414083589
0.0113602259568295,0.5319424732267446,0.0,0.7606959044933319,0.999566305486951
0.0030047866480837,0.6071521916036133,0.6278441994218156,0.961130917072296,0.9979072990827262
0.0026600631390812,0.5727951503054795,0.6177216097712517,0.819557249546051,0.9994400428258814
0.1781114329947258,0.5930679377160435,0.7691782712936401,0.6513310968875885,0.9985022332984954
0.0073643453558962,0.5611684244542762,0.5,0.8018001914024353,0.9995684139721561
0.0062432694058607,0.5676526376330646,0.5807898119091988,0.9857608377933502,0.9992601327830926
0.0047620757496542,0.5566486777661654,0.6877562999725342,0.7725471258163452,0.9994890105444938
0.0050487917098913,0.5647327327220844,0.5,0.7606303691864014,0.9994950165855698
0.5169307636705044,0.5655191481559577,0.5,0.7830696105957031,0.9994550558621995
0.0040384888896858,0.5741264969595185,0.5795518979430199,0.9829427301883698,0.9987658624304458
0.5783059558426902,0.5612142340587913,0.5,0.6209864914417267,0.9994882318424061
0.7554292314353509,0.5585099608467277,0.5,0.97504660487175,0.9824561700224876
0.0069890048095311,0.5671785114770045,0.5,0.8348932564258575,0.9995101763051935
0.0225939792388171,0.581996001938903,0.5396689847111702,0.946841299533844,0.9982938268221915
0.0032646197807337,0.5840937294412825,0.7450775802135468,0.8092241287231445,0.9986603151774034
0.2454142447980638,0.5651923857070845,0.5,0.9930211305618286,0.9995948099240195
0.3691618165208201,0.5536514423813215,0.6310688406229019,0.6846339404582977,0.27327823638916016
0.0802123828140816,0.5468265167253054,0.2866217866539955,0.7614322304725647,0.999044472060632
0.002748187975718,0.5839185810803359,0.6346195733972958,0.9712195098400116,0.9939809562638402
0.0083247937769511,0.555458821610477,0.5,0.7918734848499298,0.9989680766593665
0.058684278065797,0.5666964280787521,0.5,0.920577436685562,0.9918180862441659
0.5611698402784925,0.5506779242042439,0.5465360954403877,0.9379738867282869,0.9980712103424594
0.4674250901185024,0.5723537824458638,0.6605327874422073,0.984604835510254,0.9993363260873593
0.5357971960918839,0.5621442375638485,0.5,0.7592939138412476,0.9990555960102938
0.442028817577532,0.5875660033189652,0.5713186301290989,0.8308109939098358,0.9990792425815016
0.6664532034216092,0.5649317604817654,0.5,0.9823291897773744,0.9995169246685691
0.2321818107364832,0.5941899051070747,0.6236476219658341,0.8186062574386597,0.998569329152815
0.5781193158356808,0.5580560009050063,0.5,0.8580398634076118,0.994870497379452
0.3659128771874333,0.5582481564296683,0.6280187219381332,0.7766684889793396,0.9993675455334596
0.0045622656493401,0.5702241864473563,0.538112536072731,0.8854616284370422,0.9994834296521731
0.0068591935863413,0.5551519144305258,0.5611588954925537,0.8597438931465149,0.998401255114004
0.4108753967519254,0.5491501889582976,0.5,0.6072353422641754,0.9991043366026133
0.0060719486484188,0.5298379414318966,0.5,0.9855177402496338,0.9996762710798066
0.7552700410715895,0.5507097186342305,0.0,0.9919323325157166,0.9966628551483154
0.0062111152605748,0.5329352781331399,0.5,0.75,0.9993571977829561
0.215715438707615,0.5710241344436735,0.5,0.7711826264858246,0.9996106124017388
0.2280614522276022,0.5698517085577186,0.5579648837447166,0.8966350182890892,0.9986075371270999
0.0078484351104545,0.5451834058494732,0.5,0.986048460006714,0.999561625852948
0.0095613588511224,0.5708637814244892,0.7896592020988464,0.9905255734920502,0.9996344009414315
0.0115196059773359,0.5614421111614067,0.5,0.9789361357688904,0.9995963895926252
0.0085796158709798,0.5544127170771269,0.5,0.9534543752670288,0.038360416889190674
0.0089640201665663,0.5309114837255655,0.5,0.9606869518756866,0.9996256087906659
0.0106459993540359,0.5478997544248109,0.2907548062503338,0.7945833653211594,0.9965339915361255
0.0087242234143093,0.5602511994979913,0.5,0.7649205029010773,0.9995965832495131
0.0089118650467089,0.5753406580028293,0.6613519340753555,0.9921557307243348,0.9994478580192663
0.0443440798172933,0.5896143993099956,0.6083372933790088,0.86477130651474,0.9995619529508986
0.0068229073962315,0.5853737081113876,0.6024466268718243,0.77388134598732,0.9995260264258832
0.152020530240168,0.5632233301656725,0.3341777399182319,0.8144047409296036,0.9994630553410389
0.0113581578247146,0.5486518861918086,0.5,0.7783446311950684,0.9993842814001255
0.0195228196446406,0.5319424853893562,0.5,0.75,0.9993119144346565
0.011486752372871,0.552039667279967,0.6882709562778473,0.8424528017640114,0.9993930846685544
0.0491161096399844,0.5920375467787264,0.7256587035953999,0.8747356235980988,0.9993963325978257
0.2226284572644571,0.5976282507227013,0.6184533859292666,0.9892694056034088,0.9993678336031735
0.2365253741541206,0.5851536017929329,0.5653275027871132,0.7489556819200516,0.9995026243850589
0.005221437456893,0.5673805846561182,0.6299170553684235,0.7612795829772949,0.9996547504269984
0.0074693831810397,0.5524081123123914,0.3056832626461983,0.7722461223602295,0.9995036840555258
0.0285827610737267,0.5965444479240094,0.6775672286748886,0.7796476483345032,0.9995323403854854
0.0091218463136412,0.5548137931106794,0.5,0.9899178445339204,0.9995368389354553
0.0073526720543523,0.5783797521253503,0.6390077397227287,0.993562877178192,0.9995649209886324
0.0081243539883075,0.5604500863521887,0.5,0.7773463726043701,0.999394049635157
0.0129176276108291,0.546956542814768,0.5,0.9914708733558656,0.9995428699476179
0.0067488443686023,0.5645196403732434,0.5850586667656898,0.9845824539661407,0.9990173083497211
0.0077384234560026,0.5696011859369051,0.5,0.9885588586330414,0.9991394929820672
0.1282061388482194,0.562615884082086,0.6325093507766724,0.8785519003868103,0.9991421577869914
0.0174004547399798,0.6088389915431998,0.6480839809832665,0.9293455481529236,0.9683780930936337
0.0069395870731902,0.5712351522414243,0.6253939494490623,0.7607569992542267,0.9996265240770299
0.0905163778574047,0.5636799382178624,0.5251072607934475,0.9302332401275636,0.9941932572983205
0.0117511275327104,0.5556314221532721,0.5,0.5241580903530121,0.9994689349550754
0.3380739433857654,0.5836316973297688,0.3726088553667068,0.9762618541717528,0.999183317180723
0.0075029060251795,0.5892103531388908,0.6910063698887825,0.9921674728393556,0.9985319956904277
0.0781648980802547,0.5939038751094557,0.682849007844925,0.9856734275817872,0.9995735915726982
0.0078566657364549,0.5831141843181559,0.5,0.9938867688179016,0.9992956410278566
0.0068772734106198,0.5706464111923437,0.6232038140296936,0.5,0.9995744780462701
0.0051430200732002,0.5873654900847423,0.6350703053176403,0.8468314409255981,0.9995764297200367
0.0082295401987066,0.5734064653725727,0.5987243006626765,0.797462671995163,0.9993670082185417
0.0050942803056052,0.5888612640988033,0.5856151878833771,0.9405017793178558,0.9991438171127811
0.2210897858123743,0.5777310778442469,0.6041819043457508,0.9933747351169586,0.9995835045410786
0.0060188962501265,0.5329042784320562,0.3433603495359421,0.9770383834838868,0.9995057010091841
0.4499518116313552,0.5711137953836177,0.5,0.8838258385658264,0.9987767662387341
0.0206262873155996,0.5794574867593706,0.5943044554442167,0.9649771451950072,0.9942838903516531
0.0082445670050713,0.5365708624284966,0.5,0.9824488162994384,0.9994351433124393
0.0077511833724418,0.5758813154834486,0.5995880477130413,0.7881346046924591,0.9932536846026778
0.056231829891098,0.5667404343709114,0.7472946047782898,0.9908232390880584,0.9995248205959797
0.0571437820315227,0.5628918586228773,0.5,0.8296851813793182,0.9990812134346925
0.4605441118029756,0.5616362150568422,0.5,0.992158740758896,0.9993836040957831
0.4582690393588176,0.573561100933851,0.5,0.985828161239624,0.9991695538628846
0.0110141581266636,0.5585593848842838,0.5,0.6968800127506256,0.9993167568463832
0.3766718172030225,0.6210420298699824,0.6525095390776793,0.9851451516151428,0.9992522631655447
0.0059246113016296,0.5508471037039012,0.5,0.773622453212738,0.999501479556784
0.088512064449288,0.5603396020022482,0.5458076037466526,0.7734638005495071,0.9995671923679765
0.01291756544356,0.5514461703826581,0.0,0.6112766265869141,0.963738739490509
0.0129175496939206,0.516774445756995,0.3262326866388321,0.9908896386623384,0.9990895076771267
0.0176382810502555,0.5486517179664304,0.5,0.8092864155769348,0.9993435458745807
0.505109677779019,0.584103710813486,0.6099095568060875,0.9785101413726808,0.9760680347681046
0.1214854419074571,0.5994452033574847,0.6865924724510738,0.924098551273346,0.999407633964438
0.0093935312360522,0.5593829324170896,0.6768672615289688,0.9789771437644958,0.9995730665104929
0.1236348103464339,0.5745153435564048,0.5420395918190479,0.3514339625835418,0.9970031462144107
0.1718951928001091,0.5996658196450428,0.6942579497893652,0.9829434752464294,0.9991863070172258
0.0622517417820106,0.5853153878207754,0.559111712500453,0.2977203726768493,0.9990404912387021
0.0043008806711797,0.5797539404074268,0.606216661632061,0.9672540724277496,0.9993993468233384
0.0083480185231089,0.5608974134786638,0.6103562191128731,0.9910851418972016,0.9995784837810788
0.0472592833987373,0.5744924807498885,0.5882779270410537,0.9918196201324464,0.9952606223523617
0.0080869541545508,0.5585236973339281,0.5153114087879658,0.6665764898061752,0.9985317320097238
0.114644602435937,0.582120421304658,0.6178770313660303,0.984570562839508,0.9993495350936428
0.0057746891320297,0.575162108707157,0.6504451930522919,0.9835033118724824,0.9995724573964253
0.1061241592139257,0.570658802003477,0.5,0.9900324046611786,0.98059699870646
0.0090101593979269,0.556166432584286,0.606304258108139,0.976903200149536,0.9993761656223796
0.0084539584744143,0.558006994700636,0.5,0.9863060712814332,0.9990449635661207
0.1953465314638898,0.5874164171715035,0.6181591266766191,0.9868200421333312,0.996068196836859
0.0074212302677785,0.5802131411074288,0.563898578286171,0.9856363236904144,0.9991979626356624
0.0055133266801992,0.5763100899085843,0.6732213397820791,0.6790410578250885,0.999513029382797
0.0872735383907085,0.5855154701006018,0.7097362075001001,0.9900250434875488,0.9967769153881818
0.1929172954005797,0.5591923442142477,0.2771581541746855,0.95844367146492,0.994175243191421
0.0058748343559801,0.5642768109129573,0.6689144521951675,0.9718049466609956,0.9995434939628467
0.059596584383224,0.5983939722779321,0.5922900706529617,0.9801936447620392,0.9989661830477417
0.058957170523382,0.5983330154825452,0.701927723629134,0.7781704366207123,0.999141302308999
0.0076307721543672,0.5848121264467822,0.6274572722613811,0.9807866513729095,0.999606726138154
0.0932675986860225,0.5701489332471381,0.5935998260974884,0.9861538112163544,0.9990457489620894
0.0053082269028438,0.5745307273863327,0.7368974313139915,0.976368248462677,0.999602253548801
0.0061563432976762,0.5623265858865178,0.704583115875721,0.9928642511367798,0.9996289985137992
0.1033106378203176,0.5749087343692136,0.7378087043762207,0.9914530217647552,0.9957956285215914
0.008197590045438,0.5626313659650626,0.643480658531189,0.6221808195114136,0.9959337571635842
0.0613125548905332,0.5842991477435924,0.5876328572630882,0.6570434644818306,0.9974788781255484
0.0804050806591007,0.5974761451629454,0.6096183260281881,0.7715026140213013,0.9970663301646709
0.0054361164574422,0.5954470381287957,0.6753634084016085,0.979812741279602,0.9995333690603729
0.0046328698742825,0.5958964650180458,0.6209563035517931,0.8619786500930786,0.9994962317286991
0.0052198212891837,0.5631838729834003,0.5,0.9694668054580688,0.958552610129118
0.3048179602231859,0.577711552804578,0.5857248529791832,0.7891112565994263,0.9995863815711346
0.0051144886081218,0.5819072400866678,0.623763126321137,0.9227300882339478,0.9995860792405438
0.215902635420929,0.5824093766270838,0.6217210479080677,0.7573131322860718,0.9993981370935217
0.0692426528128993,0.5793399377521488,0.6503906045109034,0.985147386789322,0.9990266741369851
0.0694282085684256,0.5706336590481741,0.5,0.7778123021125793,0.9996026082953904
0.0337980986934161,0.5931879649197292,0.6864994883537292,0.98809751868248,0.9982322382275015
0.19190384781162,0.5691671433967798,0.666126161813736,0.7665336728096008,0.9992079180083238
0.0043564200081483,0.5768234540662633,0.6529939845204353,0.9782300293445588,0.9994035165873356
0.1222258355004941,0.5906085299006195,0.6175346374511719,0.990645796060562,0.9590887911617756
0.007001263992482,0.5750023716879942,0.5685536582022905,0.9880008399486542,0.9991625326802023
0.0087746384166997,0.5298375364583718,0.5,0.9832978248596193,0.9991793307708576
0.0084540236408666,0.5511768378140799,0.2904975190758705,0.897699236869812,0.9988317267270759
0.0086777828984081,0.5319450789549456,0.5,0.9716023802757264,0.9994874080293812
0.2356496327248463,0.5680123611529111,0.624700516462326,0.9913918673992156,0.8899094089865685
0.0105895635377663,0.5630066314804197,0.5,0.976587414741516,0.9708254281431437
0.0752855956731819,0.5804019017938113,0.6796129047870636,0.987269163131714,0.9992320879828185
0.0066857702791807,0.5749335371801976,0.5518382620066404,0.9803256690502168,0.9995572329789866
0.0105890773490399,0.5357090698510336,0.0,0.988161027431488,0.9996434667264111
0.3849002648471598,0.6086776732008478,0.6286609214730561,0.780279129743576,0.9994732702034526
0.1176420556045816,0.5877726870654263,0.6877275109291077,0.9831912517547609,0.9988919323077425
0.0550225206466579,0.5774801446132165,0.6089399084448814,0.7611916363239288,0.999428734940011
0.0065458038384632,0.5580410451095676,0.5,0.9927584528923036,0.9995048290584236
0.1585257042645949,0.589145870330168,0.7324457317590714,0.9077220261096954,0.9982611944433302
0.01058906932878,0.5556441132124137,0.5,0.8801146745681763,0.9963639474008232
0.0048137569645492,0.5991383561509214,0.693210756406188,0.6431185007095337,0.9982785098254681
0.0529801174701676,0.5790770700027849,0.6354542225599289,0.993983268737793,0.9989118634257466
0.0630724824296617,0.5902220880048623,0.598369937390089,0.9889022409915924,0.9994516263250262
0.4060691498782535,0.5805877194328355,0.6170447915792465,0.794085294008255,0.9990406969445758
0.0062830947946156,0.5653841029109274,0.7070202678442001,0.9930039346218108,0.9994311810005456
0.0083042097068122,0.5646092348663408,0.5724554937332869,0.7595233619213104,0.9995881395589095
