Unnamed: 0,rating,text,business_name,business_category,business_description,_id
40011,5,"The menu here is Hawaiian comfort food on full blast.  Loco moco of all types, noodles, spam musubi, you think of it, they've got it.  The decor here is fun and beachy and the staff is friendly and super chill.  But let's get to the food shall we?  The appetizers here were really good with our favorite being the deep fried spam musubi (crispy on the outside but soft on the inside).  The lumpia was good but a tad greasy.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0591692867245982e+20_1567435689008
40012,5,"Great place to visit. I went here after seeing this restaurant featured on the travel channel. This was the first stop after we arrived in Maui. It is very convenient because it is only a few minuted from the airport and close to Costco. I recommend eating here after your long flight and then heading over to Costco for a few supplies. I would recommend trying the pork pulled sandwich, which is very good.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0430602465047103e+20_1467912654356
40013,5,"This place is always packed. Seemed to be an energetic crowd. Be prepared to wait for tables.

Takeout is faster and took 10-15 mins during busy period.

This is really close to the airport so a good spot to sit down or get take out before you leave Maui.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0848323231603261e+20_1500073313151
40014,5,"A week of missing korean food. Coming here was really nice and food was amazing.

I enjoyed the Kalbi, katsu loco, and chili cheese fries.

It was great and a lot of food. Which became my breakfast for the next day.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0187215593292844e+20_1559087000188
40015,5,"Our first stop in Maui and about to be our last today at dinner. This is a must try! You'll probably have to wait for a table, but so worth it. The kalbi ribs-mmm!!!",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1632688663186132e+20_1567179990977
40016,5,"How can you go wrong? HUGE food portions, delicious food options, and heart attack on a plate. But it's comfort food so you can't go wrong. Definitely a must, especially on your way to or from the airport.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1458514096006595e+20_1535243299855
40017,5,The wait was a little long but the burger was excellent!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0452008075032774e+20_1562968254286
40018,5,Notorious BIG was tasty and probs were enormous.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1343135019937371e+20_1563676247533
40019,1,The waitress was rude and talking down to us. She was horrible and had a stuck up attitude. We ordered two scoops of Mac and she gave us two rice scoops then decided to say oh you didn't see the extra scoop? It was on your plate when clearly there was only one. She was the worst. Fat Mexican girl with short curly dark hair was the worse server.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0979934989450114e+20_1550815554767
40020,3,"My son loved it. It's good, authentic Hawaiian food, but it's EXPENSIVE. at least the portions are big.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0360110861431033e+20_1559804040297
40021,5,So worth a trip! Food was awesome!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1324439609210923e+20_1570827936227
40022,5,Amazing food huge portions,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1735136297881487e+20_1570925019267
40023,4,HUGE portions and pretty tasty food. Ordered the Katsu Moco (solid) and brother ordered one of the poke bowls (which was more just okay). Definitely enjoyable if you want to really pig out on some hearty Hawaiian food.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0401811585607713e+20_1539795573528
40024,5,Wonderful food. Must visit. Very good.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0862636264592908e+20_1562481888067
40025,4,"Large portions,  great food",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0910462081389401e+20_1574126771747
40026,5,Great service and great food!!!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0587445709421247e+20_1573148865778
40027,3,They don't allow substutions... everything has to be ordered aka cart,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1175322923795956e+20_1579920560802
40028,4,"The very first place we went to for lunch the day we landed in Maui. Good food, great island atmosphere and friendly staff. And less than a mile from the airport doesn't hurt either.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1339990366563475e+20_1551689957332
40029,5,"Best price to portion size ratio. Order a moco and I guarantee you can't finish it! Really good food, you have to time the line though. It can get long but fortunately they will send you text messages to let you know when they can seat you",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0821856865390944e+20_1502685850328
40030,5,"Fast service,delicious food. Highly recommend visiting it!",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0383488192411019e+20_1552381295054
40031,4,"The food is good and the give a lot. There is usually a half hour wait to get seated. The prices are a little on the high side for ""local food"", but worth it for the most part. You can't customize some of the dishes though.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0562757467148339e+20_1496174951429
40032,5,Friendly service and very large portions. There is a wait time during prime dining time but the wait is too long and worth it for some local food!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.144934930527483e+20_1508632280874
40033,4,"Good food, big portions, energetic and delightful staff.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1611294347649588e+20_1562104681980
40034,5,"Awesome food! They seem to be busy all the time, but you can order ahead online or by phone, if you don't want to wate",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0446849951577181e+20_1562706055377
40035,4,Food great.. a bit pricey...but large portions. Love it,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0533837878562438e+20_1532257673442
40036,5,We've eaten their food as take-out (very convenient order counter or via app) twice. Had the Polynesian Paralysis moco and  Da Kine Moco and they were amazing. Da Kine moco is probably the tastiest thing I've ever eaten. The meat is tender and so flavourful. Well worth the cost. The place is super chill and very busy. You won't be disappointed.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0675908632581605e+20_1554858013748
40037,5,"We nearly missed our flight, and the food was totally worth it. Got take out, had to surrender the saimin broth at TSA, but the kalbi was better than my mom's. Easily the best food on the island.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0171610923639333e+20_1554525487180
40038,5,Extremely large plate lunches all of the quality. Parking may be difficult they do not take reservations. One plate can feed 2 people. All choices on the menu are good. You won't be disappointed at this place.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0755160249497489e+20_1480827590931
40039,5,"What a find.  We were standing in line at Costco and a local suggested Da kitchen.  Boy am I glad. Now whenever friends come to visit, that is the first place we take them.  Great native food.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.183438158896024e+20_1508034297719
40040,5,First stop after long flight. Feed my stomach well. I loved their laulau pork and pulled pork.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1589082035183829e+20_1555826833154
40041,5,Nice place good food,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1451211773431138e+20_1556854665761
40042,5,"Our last meal before flying home. Got in line at Da Kitchen, waited less than 30 mins and got a table. They are extremely busy and we know why.  The prices are unbeatable for the MASSIVE amount of food you get. 1 order of anything would be enough for 2! We were greedy and order an appetizer and a main each. We ended up with 2 full take away boxes which we ate as a snack as our flight out of Maui was delayed. A MUST if you are in Maui.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0045700411170202e+20_1530038457651
40043,5,"Ribs, teriyaki chicken and Kahlua pig. True taste of Maui.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1295745164899426e+20_1560294708280
40044,5,"Fantastic food. The lime chicken Fettuccini and the shrimp scampi were both great portions and full of flavour. Service was prompt helpful and friendly. Would highly recommend, I'll be coming back next time I'm in Maui to try more from their huge menu.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0801947301064011e+20_1512019831179
40045,5,"This is really an amazing place with a great menu, multiple forms of moco loco are available and it isn't that expensive. Plus you'll have plenty of leftovers. A shame it doesn't open earlier than 11am, because they could draw a breakfast crowd.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1142601776859128e+20_1524023097533
40046,4,Service was 5 stars. Food was 4 stars and price was like a 3.5- 4 stars. Lots of food but food wasn't the best in my opinion.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0632482566753871e+20_1545102704139
40047,5,"We waited for an hour for this place to open and it was so much worth it. People actually already were lining up and the place got packed really quickly. Service and food are really good. They have a big menu along with daily specials. It is also really close to the airport so don't miss it before or after your flight. We actually went there cos our flight was delayed but now I when I think back, I am glad it was :)",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0586817977318718e+20_1382318270786
40048,5,Great food. Delicious! Definitely large portions. I would recommend splitting dishes.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0735206906215986e+20_1519433742848
40049,5,"Daily specials w LOTS of variety and local fare.  Food was plentiful - most dishes enuf for 2, maybe 3, depending upon ur appetite.  Must go to place on Maui according to many locals we engaged.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1639517620627148e+20_1544913818930
40050,5,Good place to try out local cuisine. Popular with local people.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.122120517977146e+20_1553394208889
40051,4,Really good for mixed plates and spam musubi!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1653091740965298e+20_1559507852598
40052,5,Amazing serving sizes and great service!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0176794979614548e+20_1560131583051
40053,5,Great authentic Hawaiian food.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.001482060825094e+20_1569622530170
40054,5,"MUST VISIT! At lunch time there is a wait. Huge portions, we split the Loco moco between three people (two girls and one boy).",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0960321357905142e+20_1472766211098
40055,5,"Delicious food, GIANT servings.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.028323198110746e+20_1583044161692
40056,4,"Service is awesome, food is ok.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1193838127800813e+20_1581494625320
40057,5,"Huge portions
Great breakfast plate.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1047013827720146e+20_1574442087837
40058,5,Enormous portion size and delicious.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.061564916401931e+20_1482185421159
40059,5,"Great good, lots of fresh daily options. Smaller restaurant, so may be a bit of a wait. Large potions.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0390418062845462e+20_1542324780276
40060,5,"Large portion! Food is great, good selection and they have specials each day.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1089839822661301e+20_1561426398813
40061,5,"I love DaKitchen - no reservations, so you gotta wait in line - but they have a Cell Phone App that tells you where you are in line... so you know if you want to wait it out or not - you should wait, the food is ONO... (that means really yummy) and copious (that means you get a lot) like they say in Hawaii, don't eat until you're full, eat until you're tired... at Da Kitchen that's possible.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0959295948630822e+20_1520778669292
40062,5,Pricey but you can practically share a plate their portions are pretty big. Good food taste fresh! Good service.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.183667589455873e+20_1494186455256
40063,5,"Excellent food, huge portions,  awesome service!",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1492875927945612e+20_1559860138399
40064,5,"Amazing food. Quick and good service. Always busy though. May have to wait, but it's worth the wait. The pork wontons were amazing!! big portion meals so share share share! !! :)",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.040846425712221e+20_1471141188096
40065,5,One of my favorite places to eat on the island. They seem to always be busy but the service is great and you can order your food to go of you don't want to wait on a table.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1518228930657672e+20_1527716795276
40066,5,"We love the ambiance, food and service. You gotta eat here.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1487303877145666e+20_1557857621429
40067,5,Everything on the menu is awesome.  Huge portions.  Priced right. Always busy but line moves fast.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0234090675799278e+20_1504064132624
40068,5,Best local food I've ever had !!! Portion is outrageously huge and awesome service!!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0997914075816803e+20_1557894518777
40069,4,Great food but crowded .,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1293592918928695e+20_1559802496505
40070,3,Poor vetegetarian and poke options. This places is ok.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1363797589509585e+20_1573690150242
40071,5,Huge portion. Great taste. Good for a quick bite.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0738428645842708e+20_1549157585718
40072,5,Had a grilled chicken veggies quinoa dish. Perfect for my limited diet.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.066070151079156e+20_1550961506307
40073,5,"Excellent food, very generous portions.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0595093088269989e+20_1568419240262
40074,5,"Amazing local food! Couldn't decide because of all the choices. And it was the first time I couldn't finish a meal in a long time. The portions are huge! Atmosphere is really fun, too.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0157709226235478e+20_1481234085475
40075,4,"Tasty, quick, friendly service - good gluten-free options.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.13403135570906e+20_1489630399235
40076,5,An authentic Hawaiian culinary experience. Different locations of this chain offer different off-menu items. We had the bento box which combines some of the different Hawaiian style meats and rice. It was super delicious.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1369013247145476e+20_1472180440452
40077,5,Every menu item is amazing,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0733556926609963e+20_1575241690952
40078,5,You will get your money's worth here.  The food is always good.  The service is great.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0553486144174898e+20_1518184928405
40079,5,Amazing food!!! Huge portions too!! Loved it!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.179988419793118e+20_1570896730121
40080,5,"Amazing food at a great price. The portions are large, expect a wait but it's worth it.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0792702238495628e+20_1560495610135
40081,4,This place is good for cheap food but understand it gets busy here!  I would suggest to share one of the Loco Moco plates as it can feed 2-3 unless you are really hungry.  A lot of meat and rice on the plate!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0150547967708386e+20_1528045715633
40082,4,"I ordered the Notorious B.I.G. loco moco- that thing was so big and packed with all sorts of meats, on top of fried rice. I shared this with my wife and we were still not able to finish. They also have a challenge with this dish - if you finish this dish (alone) you get a free shirt.
The wait was long to get in, but I would say worth it.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1394143524522987e+20_1535484866892
40083,4,Very good food. Plenty of it. Noisy when busy. I recommend the mahi mahi.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1337028105156883e+20_1549855026968
40084,5,"Very cool Hawaiian restaurant offering excellent food. They are famous for their deep fried spam musubi, so make sure you get them!",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1548150537977661e+20_1515283109116
40085,5,A little pricey but you get a lot for the money! Great plate lunches!!!,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1087540636175185e+20_1563035099069
40086,5,Sad that I came here so late in our trip.  The food is amazing.  Service is Excellent.  Plates are big enough to share no problem.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1737094499433837e+20_1472102226921
40087,5,Fresh catch tempura battered Moi was delicious,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0282371774241305e+20_1581721368270
40088,5,Super happening. Great food. Beautiful servers.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1084469896875137e+20_1546732277929
40089,5,Very large portion. Good is great.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1645276862074972e+20_1562547458732
40090,5,"What a blessing. From the moment you walk through the doors. Everyone is beautifully smiling. They work as a team and that service is awesome. Blessings of God's Greatness to Da Kitchen in Kahului. Awesomeness service. May each of you be bless in His joyous abundance. Blessings of thanks. LeeAnn and Revelation
March 1st, 2018.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.100591832503704e+20_1519963315287
40091,4,"If you are hungry and like moco-loco  this is the spot, delicious
The other dishes we had were good not great.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1631708346983068e+20_1548110133471
40092,5,"This place is awesome! Huge portions, daily specials and a lot to choose from on the menu. Great atmosphere and quick service comes along with some of the best tasting local style food on island. This is a must try on vacation or not, You just can't go wrong here! Try the Katsu Moco if your super hungry...its massive!",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0973230908460656e+20_1527140072577
40093,3,They need to lower the prices and up the spices. Food just didn't have a lot of flavor.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0227930638413613e+20_1560361937719
40094,5,Everything we ordered was excellent.  Great service and super friendly staff.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0735535135403246e+20_1546901686657
40095,5,Food was awesome price and size.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.1220071682395598e+20_1559172643950
40096,4,"Good food and service. It's too bad that when you order a hamburger, Da Kitchen will ONLY cook it well done....No other way. I ordered something else. Who is the customer?",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.158971771479549e+20_1501521180684
40097,5,"Large portions, variety menu includes several l local entrees; but expensive.",Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0214445553827899e+20_1581297980652
40098,5,First time in Maui and this is the first place my wife takes me! The food is amazing and the service is even better. Come hungry though because the portions are huge.,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.17718172750722e+20_1508458926050
40099,5,This place has some awesome food,Da Kitchen,"['Hawaiian restaurant', 'Restaurant']",Local go-to for traditional Hawaiian plate lunches serves hearty portions amid a low-key atmosphere.,1.0587967147520477e+20_1559204839602
