Unnamed: 0,rating,text,business_name,business_category,business_description,_id
60038,3,The food was good but this was the second time in a row I went there was immediately seated and waitress went on break. We sat there a good 5-20 minutes before another waitress came and took our drink order and that's probably because I called her to our table to ask a question. Then when she brought our drinks she decided she was going to be our waitress and she was a good waitress.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1289164228582698e+20_1571790415656
60039,3,It took awhile to get our food. It was not busy at all. My food stayed in the window for about 20 minutes and was cold when brought to the table.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0793858504882227e+20_1612550275929
60040,1,Disgusting...nothing like the chain food...its not like the picture on the menu...all the staff is not following covid 19 procedure..no one using mask...stay away!!!!,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0524670497688897e+20_1594572593228
60041,4,The fruit that came with my fit slam breakfast was overripe. My English muffins were hard. The customer service is awesome though. The food tasted good..I was just disappointed in the fruit,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0196124335088588e+20_1573145507755
60042,4,Service and food was very good.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1720262211919905e+20_1596832784678
60043,2,"20 minutes to get seated, had to ask drink order three times before they came. Food took another 45 min. In the end over an hour later the food ended up being great",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1793204637714889e+20_1532709478825
60044,5,Fantastic lunch. Waitress was super friendly. Manager was very friendly. Will return soon.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0878954800871062e+20_1576408270373
60045,5,Everything was great and service was wonderful,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0722081968410711e+20_1597962442873
60046,1,Terrible service!! Food was not served as ordered only got half of the food had to tell server...who was always on her phone behind the counter. Definitely would not recommend eating at this place!,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0441489689359951e+20_1551194805489
60047,5,"Fresh food. The server, Brittany was really professional and friendly. The food was good.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1747267030233353e+20_1567672080848
60048,5,Love the restaurant I try to go when i have doctor's appointments,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1582841879151221e+20_1581198390493
60049,5,"This afternoon, around 3. Had a great burger and coffee at Denny's. Service was right on and really surprised me and my husband.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0772165572647143e+20_1559342095821
60050,5,Very attentive server. Food was hot and fresh. Served in a timely manner. Pretty clean restaurant.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1812946492844499e+20_1544819728010
60051,1,Sat down got our menus and that was it no one came to take our order we sat there 15 or more minutes as we had traveled all day and wanted to rest and wat something. We finally gave up and left. The place was not busy at all I know we will never stop at another one. We couldn't complain about the service as there wasn't any!,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1601338550499082e+20_1550534561291
60052,5,Fast simple food. Jasmine did a great job service,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1003998388813667e+20_1567904933290
60053,1,The service was great but the food was awful. I asked for crispy but got a burnt chicken fried steak. My husband had the Sante Fe skillet and it was full of pepper. Will NOT be coming back.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0709144488099534e+20_1573603807549
60054,1,Horrible. The entire table food orders were returned twice. We ended up just leaving....IT WAS MY BIRTHDAY DANGIT,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0883971287147333e+20_1575857574273
60055,5,"This place is one of the real places in the South that serves Comfort Food!! From the Early Morning Breakfast menus to the Late Night Dinners. The serve is Great.,. The food is made as order...sometimes waiting a little while is Good the atmosphere is Worth the Wait!!!!! Love my Denny's",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0641785101944567e+20_1532615887429
60056,2,"Always takes them forever to serve you, even  when not busy. Attitude central",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0801661870052888e+20_1575790076101
60057,2,"Replace the cook, everything taste like it came out of a box. Customer service was great",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.12231413663416e+20_1568661307962
60058,4,because the waitress was nice and the food was good,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0174042803618755e+20_1575373754371
60059,4,Way better than waffle house.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0556528584937234e+20_1575646371808
60060,2,Service was great. Food not so. Hash brown was cook in a dirty skillet. My fruit to replace my hash brown was dirty.  My eggs and Bacon was good. The place had a horrible smell to it. The floor was beyond dirty.  I did have a good waitress. Hope they get it together. I like Denny's,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0301685485344339e+20_1485229693426
60061,1,"We used to visit Denny's weekly, but waiting time got longer (at least 15 minutes), it took 30 minutes for someone to take our drink order, and food took so long to arrive. The people that work the floor seem wonderful, so I don't know where the problem is.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0017554003543132e+20_1561421101308
60062,4,Food and service was great. Will be back.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0965456902432073e+20_1575156923959
60063,4,KeeWee was an awesome server,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1685134021947946e+20_1574617831283
60064,1,"Unfortunately, I must be blunt about this. Denny's is a complete and utter failure of an attempt to remotely consider themselves as a professional business. Why? You may ask? I'm going to tell you why.

My family and I simply wanted to sit down, eat and enjoy each other's company. I have been to this place previously and served by a delightful waitress! However, the recent two very rude waitresses purposely left us hanging with little to no interest to serve us as guests. We were never greeted AT ALL as they purposefully avoided us so we can eventually leave. Regardless of what you perceive of customers it is YOUR job to serve these customers whether you like them or not. I understand servers plight because I have served in the restaurant business and understand the stressors of one, but that doesn't excuse me to have such a despicable attitude towards people. EVER.

With this being stated, we indeed called the manager and discussed this incident. She apologized (at first) and said she'll call us back. Never received a call back from her, and about two weeks later when we called again we gotten the most nastiest attitude- accusing us as being discriminatory towards the waitress?? Hah, we are far from discriminatory.

With this being said, I will NEVER set foot in this ridiculous joint of a business ever again. And for best advisories, I recommend that you do not either. I recommend business structuring ASAP before your franchise closes down!",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1435540484138323e+20_1545418433929
60065,1,I wish I could give this place a half of star...it was the worse service i ever experienced...plus I  don't know how the management is still working there.smh I would not I repeat I would not be going there ever again or even encourage anyone to do so as well! Is that bad.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1289648807966754e+20_1554517796464
60066,5,Ok so I'm transgender and rhe waitress used my correct pronouns without me ever saying anything to her I'm so happy this place is awesome,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0134412297891484e+20_1559094971256
60067,4,The Denny's in Jackson the food was real good but they were out of avocados for my salad,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1080692978522268e+20_1556476204079
60068,2,Blah. Food was mediocre at best as was the service.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0281361029710594e+20_1596470452052
60069,5,Good food. Best potato soup on the planet.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.046148133489223e+20_1563075070177
60070,5,Food and service were great.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1211677939001293e+20_1582126485852
60071,5,I had the Wild Salmon Skillet.  Service was great and the food awesome.  Thanks Amber for taking such good care of me.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1617364785040466e+20_1514316729302
60072,1,"A bad experience at this Denny's, bad service and no hurry for anyone to take our orders.  I had to get our own silverware.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.035759737152029e+20_1537831768727
60073,5,Imagine going into a Shoney's and it actually being delicious!,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1644742805367865e+20_1560985128372
60074,4,Nice clean environment. Attentive wait staff. Tasty food at a reasonable price.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.121014031379688e+20_1522855631711
60075,5,Great place for a quick bite,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0734328756763309e+20_1552494218578
60076,5,I enjoyed my meal that night and the service was great.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1339561340276474e+20_1552537397981
60077,1,"Coffee was horrible.You can tell they havent washed the pot in a while..Front door was filthy..No one has cleaned it in a while. Bad management and cleaning ethics on employees..Its Dennys, you have no excuse. You can order anything you need..Employees who work here need a wake up call..",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1345236563126549e+20_1557745063544
60078,1,After a have a hour waiting our distracted waitress attend all the people that arrive after us and serving there orders and need to go she doesn't now what happened with our order. Bad service,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1597513124911577e+20_1570649277146
60079,1,"Service  is horrible, only 2 tables had customers we were 3rd inline to be seated and noone was even bothering to attempt to sit anyone, stood there for 10 minutes before deciding to go elsewhere to eat",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0118166555199839e+20_1605920905497
60080,5,Great food and friendly people.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1291401701816862e+20_1557410960076
60081,4,Good food. Service a bit slow.  Full menu.   Good prices.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0390362247259854e+20_1531180271528
60082,5,This. Is a great place to take your family their servers are polite and it is clean,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0216044700864674e+20_1541160325351
60083,1,Took 45 minutes to get food then it was wrong and cold. Ended up leaving with out even eating because service and food was so bad. Not usually like this,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0118928193199653e+20_1552160720971
60084,4,"A quick convenient stop just off the interstate for gas and a set down meal. This location is attached to a truck stop. They have a kids menu,  a value menu,  and a collection of items on the main menu,  including desserts.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.178627772883147e+20_1497386898520
60085,1,"Food taste like prison food. Yes, I have been to jail. Just something to get by on. The price I paid for it was very discouraging.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0421304358079455e+20_1526468640405
60086,5,"I always order a veggie omelet. This one was different than the other ones from other Denny's. The cook slipped some kind of chili pepper into the omelet. The squash tasted grilled, too. This was, by far, the best omelet I've ever had.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0438859188014834e+20_1484373434146
60087,3,"It was nice a clean, service was good, and the food was good. Nothing bad to say. I enjoyed my meal.",Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1718772238999655e+20_1473377959044
60088,5,Denny's is great as usual but can get very busy and run out of food items so that can be disappointing but it happens,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0980948611377937e+20_1558367993535
60089,5,This Dennys is great. Seldomly they can be a little off but usually their customer service is good to great. And their food is not bad either.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0679426714092005e+20_1520912539406
60090,2,Use to LOVE this place but dont know what happened The Servers suck now and The Food Is NEVER made right anymore,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.1376039448697522e+20_1545672921329
60091,2,Food was great but service needs some work.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.060460926172888e+20_1542486132214
60092,3,Food good just slow service,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.085678300156393e+20_1536120497517
60093,5,Tammy Adkins was are order taker and she done a great job. She went up and beyond her job to make sure we was totally happy. I will be going here for a long time.,Denny's,"['Diner', 'American restaurant', 'Breakfast restaurant']","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",1.0743291526598787e+20_1473790509800
