Unnamed: 0,rating,text,business_name,business_category,business_description,_id,policy_label
10010,5,"Just opened at the end of 2015. Great poke, Hawaiian food and smoked ahi dip. I get the Hawaiian style ahi poke bowl with sushi rice with extra limu. Make sure you also try their homemade fruit punch!",Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1012752266966493e+20_1466147356635,1
10011,4,Creative and tasty poke bowls; including their specials from the kitchen.,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0739903454268644e+20_1488864881171,1
10012,4,Da Hawaiin Poke Co is awesome. The best selection of fresh poke and different toppings.,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1713001084809973e+20_1452551016897,1
10013,5,Super awesome broke da mouth ono-licious,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1099483169771699e+20_1522099058638,1
10014,4,Good selection of different types of poke. Good sides,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0707834892194331e+20_1488655531103,1
10015,5,Perfect pit stop after a day at queens.,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1646974037815686e+20_1527727948701,1
10016,5,Good place to check out! Very tasty food!,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1400017321560403e+20_1490743527537,1
10017,4,"Very tasty, wide selection of toppings and spices. I want to try them all!",Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.118977943107216e+20_1525212390288,1
10018,4,Great poke and smoked ahi dip. It is a little expensive but I don't mind paying more for good food.,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0308172436734016e+20_1498869653087,1
10019,4,"yummy, nice place too, friendly staff",Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0864007251310218e+20_1487498564693,1
10020,5,"Love be this place, the wasabi poke is my favorite!",Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0010708509346772e+20_1499838482279,1
10021,5,Very tasty made to order poke bowls.,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1401908546248273e+20_1474350596717,1
10022,4,"Great, fast service with solid poke.",Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.1620698803805508e+20_1514424624917,1
10023,1,"It said they are open today on both the website and on their door, however they weren't open when we drove all the way there.  Very disappointing.",Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0938435310265046e+20_1528679180342,1
10024,5,Great selection of poke,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0764792167454448e+20_1520304860820,1
10025,5,Awesome smoked fish dip!,Da Hawaiian Poke Company,['Hawaiian restaurant'],Classic poke is made with fresh local fish at this counter serve joint specializing in take out.,1.0411230448131018e+20_1520757684016,1
10026,5,"Some of the better snorkeling on the island. Get there early (before 9 AM) as public parking fills up quickly and once it's gone, there's nowhere close by as a plan B. Saw the Hawaiian monk seals frequent the area.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1548133564215627e+20_1563835275384,1
10027,5,"My favorite snorkeling beach on the island.  I hane yet to find a monk seal here or turtle while in the water but I'm sure it will happen! The current can be really strong here but on a calm day you can snorkeling without fins or floaties. We did witness a near drowning from someone who got fatigued while swimming the outer reef. Beware, it's farther than it looks from the shore!",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0841793015532967e+20_1619669394981,1
10028,5,"Beautiful, pristine beach, well kept",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.181358374243272e+20_1605485651131,1
10029,5,What a great place! Must stop to see the cave next to the parking area. Parking was packed but after trying for several mins we got a great spot. Like expected the views are amazing and since the beach is super big you don't feel you are at a packed beach. Highly recommended,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1259982021989825e+20_1515225760625,1
10030,5,"Really nice beach. Good for snorkeling, you'll see a lot of fishes.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0345991436614513e+20_1599363879830,1
10031,5,Walk these beaches some of the nicest in the world!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1085456404546635e+20_1495217042000,1
10032,1,Do not come here pls,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.144272606800747e+20_1592790091397,0
10033,5,Beautiful place.  For snorkeling in the winter - the current is difficult to manage unless you have flippers and are a strong swimmer.  If you aren't - try anini beach.  We did see a turtle and enjoyed boggie boarding too.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1639200617349908e+20_1510629636388,1
10034,5,"Bring your snorkleing gear. Great sealife, even caught a glimpse of a turtle swimming. Watch out for the drop off. Some people were brave ebough to snorkel over the deeper water. Well protected bay by an outlyong reef.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0612616552535184e+20_1523141531951,1
10035,4,"Nice spot but the beach was closed when we got there because of the wind and dangerous waves that were coming in. There were Lifeguards on the beach and very friendly and funny people. There is a cave right across the road from the beach, it is massive and very interesting. if you are going on this side of the island, i would recommend the stop. I went in to more detail about this place on my blog at Kirkbytravels.com",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0057435206809905e+20_1593899402969,1
10036,5,"Best snorkel beach on Kauai (except for Poipu for kiddies)  - consider the views of Napali, best in the world perhaps?

Coral reef is sick but we saw 3 turtles and tons of fish, the drop off is a bit unnerving for inexperienced.

You have to get lucky for the parking is only drawback - even Lumahai east side has more spots.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0765246779804967e+20_1570571840349,1
10037,4,"On a weekday the parking lots are full with circling cars that remind me of vultures.
PS.  Past this you need a reservation to drive to the end of the road.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1399085560601433e+20_1571131440597,1
10038,4,"Parking is indeed crazy - there's a small parking street which takes maybe 8 cars, then further down the road another larger parking lot, at the cave. Trust the other reviews and go really early - 8 or 9 - if you want to find parking.

The snorkeling area itself is pretty challenging - very strong currents in the winter. Lots of fish though, and good couple of areas to explore. Even a strong swimmer might start on one side and kinda fight the current to end up on the other side.

It feels like they have a monk seal on retainer, three days in a row when we went there we saw one.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1461020233674398e+20_1577695629434,1
10039,5,The best accessible snorkeling in Kauai.  Don't miss it.  Get a permit online a couple days in advance though.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0755144749818942e+20_1566181074266,1
10040,5,One of the best beaches in the world!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0279926527783269e+20_1517807982739,1
10041,5,Beautiful Beach with some good snorkeling spots,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1804256583456111e+20_1574756481252,1
10042,3,"No parking, extremely difficult to access unless you want to walk 20 minutes with all of you beach stuff. That is if you can find parking at the beach further down. Searched for 30 minutes for somewhere to park and gave up. Not worth the hour drive to get there.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0773689268601487e+20_1574718018226,1
10043,5,"Beautiful, with good snorkeling. While we were there, we saw an endangered Hawaiian monk seal hauled up onto the beach!",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0356948307408128e+20_1484700086424,1
10044,5,"This beach is my favorite, few people, good beachcombing, a lovely walk at any time of day.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0991161126422317e+20_1576695199259,1
10045,5,Nice large beach. Limited parking keeps the beach from getting crowded. We paddled an inflatable kayak to tunnels beach from here.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0764869453485416e+20_1577888874006,1
10046,5,The beach was beautiful. Very clean and calm. The views are something else out here,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0807968741225742e+20_1564163738767,1
10047,4,Granted the weather was not the best when I was there but I think there are better beach on the Island. Sand is rough. Probably good if you are into snorkeling. Parking is though to find!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1676629477331362e+20_1521092138053,1
10048,5,"Secluded, great protection from north west wind.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0165898717239296e+20_1581371084080,1
10049,5,"I primarily come to Kauai for this beach. Not much else like it even though it is really it of the way. If you come, be sure to walk all the way down the beach, you'll probably see people in the distance. It's a trek, but the waves and reef are perfect. Only downside is services are limited so bring food and have the kids hot up the bathroom before heading down the sand.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0499094277192506e+20_1523672363731,1
10050,5,Beautiful beach and lots of it!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0541772057401011e+20_1594433703728,1
10051,5,Fantastic Beach with the Scenic of the Green Mountain behind the Beach. Good to swim,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1527339900525524e+20_1563946080715,1
10052,5,The hike to the beach and falls is slick and muddy after rain. The few beaches off the road are great family stop off spots. Seals just hanging around. Worth a drive out for sure! Even better if you dare hike.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0688522153338898e+20_1520033566093,1
10053,5,"Clear waters, beautiful sand, great snorkeling and few people.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1607461821210208e+20_1568925318727,1
10054,5,"The most scenic beach that i have ever been to. Good snorkeling, beautiful water with a protective reef. Sand is a good color with an average coarseness to it. Perfect photo op location.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0151491605575673e+20_1493510096057,1
10055,5,Beautiful beach!  It's a bit of a walk to get to the good swimming if the tide is out but wonderful place to enjoy the ocean and snorkeling.   we spent two full days here.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0722808169110241e+20_1499009486090,1
10056,5,Nice long beach with good snorkelling area. Parking is found near the dry cave close to the bathrooms and lifeguard.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.007200989966554e+20_1487128528464,1
10057,5,One of the best beaches on the island.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1701612417417483e+20_1572964394320,1
10058,4,"Great snorkeling. Getting to it is not super easy though. You either have to park at the state park further down the road and walk, or you might hit the jackpot with a spot in the neighborhoods. But most of that parking is private.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1795107313406149e+20_1494944304235,1
10059,5,Beautiful beach with great reviews also snorkeling in shallow water is amazing we saw a sea turtle but parking can be terrible,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1323360413587097e+20_1505748850694,1
10060,5,Wonderful views and panoramic.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0460247209206848e+20_1569429274652,1
10061,4,"Beautiful. My wife and I enjoyed relaxing under the trees more than snorkeling, though. Love to pass the morning in the shade.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1237228715295985e+20_1502287052992,1
10062,4,Good Snorkeling and swimming if the wind and surf conditions are right. Beautiful Beach. Not crowded. Parking can be challenging.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0875805331957844e+20_1483925480048,1
10063,5,Not marked and hard to find if not paying attention but amazing beach on the North Shore.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0740563709684031e+20_1516430025212,1
10064,5,The water is pretty mellow and a great temperature. Careful though because the sand can get hot.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.100581128514493e+20_1503201980237,1
10065,4,"Beautiful beach. Good for professional snorkelers. The waves are kind of tunnel shaped, hence they named this tunnels beach. Parking is a big issue, so better to park at Haena beach (10 mins).",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1352163351241667e+20_1485276449788,1
10066,5,Great uncrowded beach. The surf can get high and dangerous but not a bad place to hang out for a day.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1617482099071454e+20_1492569641296,1
10067,5,Limited parking but beautiful beach. The place is great for snorkeling too.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0856356430257324e+20_1506280246495,1
10068,5,"Best snorkeling on Kauai. Great beach, large and lots of sandy area.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.074048888662369e+20_1502857469758,1
10069,5,"We were terrified to go here after learning that this is where the surfer lost her arm after the shark attack. We put it off till our last day on the island and wished we would have spent more time here! Parking is a little hard to find but its definitely worth it. The reef is beautiful. There's a wide variety of fish, turtles and seals to see. The coral drops down into a blue abyss which is an amazing and scary experience. Definitely reccomend if your wanting to snorkel. We went to a ton of beaches and this was by far everyone's favorite.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1623680023975725e+20_1538895047631,1
10070,5,"Sand, shade, fish. Nice spot to snorkel; the water is not too rough near shore, but can get rough quickly, so be careful.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0347622181712401e+20_1470071189032,1
10071,5,"Good snorkeling here. You can see
friendly humuhumunukunukuapua'a",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.114954546823215e+20_1500263326113,1
10072,5,Best Beach on Kauai!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1813122450372157e+20_1575160815553,1
10073,5,"Excellent beach with lifeguard on duty, check out the cave across the street",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1123417799967836e+20_1488134520949,1
10074,5,"Great snorkeling beach, tree covered areas for shade. Lovely views of the mountains.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1390546777902553e+20_1464566700702,1
10075,5,My favorite snorkeling beach on the island and monk seals.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0627700053485394e+20_1516750335142,1
10076,4,Great snorkeling! Beautiful beach,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1827278473699267e+20_1498279381492,1
10077,4,Great snorkeling although the parking was a challenge.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1722098353077685e+20_1475022866425,1
10078,5,Favorite beach to snorkel but no parking. Long walk from the beach to the west,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1104849478868656e+20_1494300312857,1
10079,5,Some of the best snorkeling on the island.,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0648152500521628e+20_1469205947735,1
10080,5,Best and easiest snorkeling on Kauai,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1735212010340606e+20_1500348757027,1
10081,5,I had one of the best snorkeling time ever there,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.005432940546607e+20_1448080962815,1
10082,5,Must go to this one for snorkeling!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0007371226517135e+20_1503471155713,1
10083,5,Best snorkeling Beach..,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.169449971645371e+20_1501295389920,1
10084,5,The best beach in Hawaii,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1251377141298987e+20_1492737204885,1
10085,5,When the surf is pumping this place fires!!!,Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.1289300898753348e+20_1476585129861,1
10086,5,"Can be tricky to park but worth the hassle, one of my favorite beaches on Kaua'i.",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0227653451033942e+20_1447726046479,1
10087,5,"(Translated by Google) Super nice beach. Perfect for snorkelling

(Original)
Super belle plage. Parfait pour snorkelling",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0905992323431742e+20_1517343693801,1
10088,5,"(Translated by Google) Paradise

(Original)
Paradis",Tunnels Beach,['Beach'],"Low-key sand beach backed by picturesque tropical vegetation, with shallow reefs for snorkeling.",1.0431766133998209e+20_1472412594738,0
10089,4,Who else gets an insatiable craving for orange chicken once in awhile. Portions used to be much more generous in the past. I appreciate them being opening during COVID.,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.095546757164528e+20_1621157559265,1
10090,5,Great food and friendly service. Clean store; order on the app and save time!,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0814744072624187e+20_1575690857178,1
10091,5,Love this location. Great seating area and set up. They also have a tea bar!,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.076596334742521e+20_1607754625684,1
10092,5,"Good service. I am a vegan. Nothing for me here. My 18 yo likes some of the food. Surprised,  no port dishes from Chinese eatery. My wife is from Taiwan, that's why...",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.069686792153676e+20_1603864614123,0
10093,4,Not bad considering the restrictions on place good food as always,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0945351147659275e+20_1604190104379,1
10094,4,Has all the usual stuff. The honey chicken is good,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1256900899648874e+20_1599804660827,1
10095,5,Thai tea and chow fun? Yes please!,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.061282802053004e+20_1603778718469,0
10096,5,"Debbie K.

Panda Express menu items are pricy but worth it. The food is delicious. I always get the two choice plate. I like to try their specials when I see it on the television. Some are good some not so good. Sometimes it says spicy but it's not to spicy. The counter staff are friendly and if you have questions about the dishes they will explain how it's made. You can take out or eat inside. The dining area always clean.",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1346209501952238e+20_1572686183058,1
10097,4,Good place to eat and choices are good to enjoy to eat there or take it the beach or park.,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.016380183350485e+20_1579817947476,1
10098,4,Always hits the spot. And the tea bar is a fun touch. The staff is always welcoming. Portions are always big!,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1207546260948602e+20_1544173545873,1
10099,3,"This place is super busy! Line out the door again. This time they got one of our plates wrong, asked for chow fun and chow mein, ended up with white rice and fried rice. We were already home by the time we caught it and we're too far to go back.",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0709907260578787e+20_1558256479037,1
10100,5,ice teas are the best! so is the mushroom chicken!!,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1651096580180663e+20_1576199928160,1
10101,4,Good food. Fair prices.  Clean dinning area. Friendly staff.,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0993240332063385e+20_1535539864722,1
10102,4,"Fast swrvice, fresh flavors, consistent quality, well staffed.
Restrooms for customers WiFi available. As always parking an issue at Kehameha Shopping Centre.",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1574487039304409e+20_1549641172216,1
10103,4,It is better on second day. Leftovers.,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0269042251209582e+20_1556506438335,0
10104,4,"The food was at its best, all hot and fresh!",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1080646626043775e+20_1540676842586,1
10105,4,"It's an alright experience. Although the service is super fast and friendly staff. The food portion though is nothing compared to the Pandad at Moanalua. Anyways, clean space and enough space to enjoy your meal with families.",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1044641633611674e+20_1500940191195,1
10106,4,"One of the better Panda Express out there.  Free wifi, outdoor seating and the dinning atmosphere is pretty sweet.",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0531250518229506e+20_1424034937045,1
10107,5,The best place to get Chinese food,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.004796299202489e+20_1533085467476,1
10108,5,We always eat the same thing our favorites.,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1631845549343216e+20_1565416879519,0
10109,5,"Fast, courteous service and decent choices",Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.1441839090884593e+20_1490653605186,1
10110,3,food was warm but the soda cup is broken was not able.to seal it properly,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0387039882608519e+20_1546674922313,1
10111,5,Clean and a efficient staff.,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.027963752582777e+20_1535348942152,1
10112,3,Plate lunches with numerous selections,Panda Express,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']","Fast-food chain for Chinese standards, including some health-conscious options.",1.0854007659637912e+20_1549680851976,1
