,A,B,D2,E,G,policy_label
64,0.004413725019455,0.564197322779695,0.7249712161719799,0.8897381722927094,0.8285134732723236,1.0
65,0.7552711775233607,0.5563379517768323,0.6118662804365158,0.98968705534935,0.9995484899263828,1.0
66,0.5013599877320452,0.5575430618179564,0.5,0.6857573688030243,0.9952650042250752,0.0
67,0.2328141614073166,0.5625699373726325,0.6179829463362694,0.9875699877738952,0.999605294171488,1.0
68,0.0052862060070523,0.5541417211754965,0.5477222800254822,0.8685568273067474,0.9994651960441844,1.0
69,0.0049292842631798,0.5556641788261829,0.5,0.984773337841034,0.999623147508828,1.0
70,0.5781135065878332,0.5508439127775006,0.5,0.9873899221420288,0.9882145514711738,1.0
71,0.4497688514496795,0.5798958857277116,0.5,0.9153749644756316,0.9994620133657008,1.0
72,0.4147719232309862,0.5720845795170493,0.5790864688654741,0.9794296622276306,0.9994524859939702,1.0
73,0.1937134177382291,0.5671795482931934,0.5,0.986486792564392,0.9995604978175834,1.0
74,0.0105169604688741,0.5804060146770531,0.6123853102326393,0.9105058014392852,0.9995313409890514,1.0
75,0.015306488633357,0.5568534710874731,0.5,0.7876355946063995,0.998904767096974,1.0
76,0.0130535970123978,0.5668761205549748,0.5,0.5390367209911346,0.9995542065589688,1.0
77,0.0162364430357966,0.57124573610491,0.5,0.9867798984050752,0.9995076890918426,1.0
78,0.0172996832548023,0.5263247323693616,0.5,0.7822367250919342,0.9991862996248528,1.0
79,0.2015430137386065,0.610285888829672,0.6173771247267723,0.9698079228401184,0.9992324106860906,1.0
80,0.2964049712222606,0.5699508638415879,0.6048567295074463,0.9901756644248962,0.9996192162798252,1.0
81,0.257211028869049,0.5590918967672667,0.5776676386594772,0.546541154384613,0.9995561985415408,1.0
82,0.0140212558161978,0.5552756896428779,0.590474434196949,0.9784393012523652,0.9996294998854864,1.0
83,0.0121903287487635,0.5691120293174495,0.5345164388418198,0.8243601620197296,0.9995554906490725,1.0
84,0.0118045659042086,0.557328944418037,0.5512206256389618,0.9726644158363342,0.9992794119752944,1.0
85,0.0103019674416082,0.5774037598250199,0.721987227598826,0.9933567345142365,0.9995772598776966,1.0
86,0.006584042065001,0.6032637022928189,0.6534139265616735,0.9919044077396392,0.999423987523187,1.0
87,0.0112670831247075,0.5676973849309261,0.6788956671953201,0.9934897124767303,0.9995613901119214,1.0
88,0.0623895937792434,0.5716589211091002,0.602265660961469,0.9852406084537506,0.9992464644601567,1.0
89,0.260287524294607,0.5769616168898765,0.6248147487640381,0.7639050483703613,0.9995711790397764,1.0
90,0.0115111009106401,0.5696074317867423,0.5,0.6186810657382011,0.9996215991559438,0.0
91,0.0094174523024356,0.5730994861507783,0.6183927971869707,0.396749347448349,0.9996198576700408,1.0
92,0.0108180833091174,0.5532660647935072,0.5,0.989763081073761,0.9946319526061416,1.0
93,0.1920987105838194,0.5496717969352805,0.5,0.80768221616745,0.9897654047235848,1.0
94,0.0115598577092457,0.5846768794518978,0.6251805350184441,0.9174072742462158,0.9656974226236344,1.0
95,0.0137410736905827,0.5591445321733743,0.5,0.887162446975708,0.9996242149791216,0.0
96,0.0135274427457312,0.5382176237298439,0.5,0.9914466738700868,0.9995916511688848,1.0
97,0.0119268077370731,0.5463780627699857,0.5,0.7601620256900787,0.9993211033870466,1.0
98,0.0814370640050987,0.574234336130022,0.6124212890863419,0.9254067540168762,0.9994116851012222,1.0
99,0.4738774207915334,0.5808561565690585,0.628704143067201,0.7578090727329254,0.9996310758870096,1.0
100,0.0083295074545218,0.5608605188035622,0.6106215044856071,0.9674635529518129,0.9964391139801592,0.0
101,0.0128130183631207,0.593547563926726,0.0,0.9748887717723846,0.9995915743056684,1.0
102,0.0200612494878096,0.5122625017133121,0.3165933713316917,0.1736168265342712,0.9986447435803713,0.0
103,0.0661528136594469,0.5715264187552922,0.5892660468816757,0.9425589144229888,0.9920159270986916,0.0
104,0.0160674943196227,0.5568510520595811,0.5,0.748521476984024,0.9994493474368936,1.0
105,0.0260165706824462,0.5263227385288581,0.5,0.958159238100052,0.9995638059917836,0.0
106,0.1051192757625407,0.5602828572843341,0.3062440939247608,0.7844565510749817,0.9993486995226704,1.0
107,0.1332933120754446,0.5486513579205401,0.0,0.7818361222743988,0.9995413768047,1.0
108,0.0152733834221495,0.5491516279629901,0.5,0.6652398109436035,0.9995670215575956,0.0
109,0.0260162898452844,0.5357071725114169,0.5,0.6124724894762039,0.9911451237276196,1.0
110,0.010944688214076,0.5746058263000343,0.6655597686767578,0.9637053310871124,0.9924451042898,1.0
111,0.2855370358130868,0.5822952856104286,0.5050974963232875,0.9897239208221436,0.999431628617458,1.0
112,0.0677456105153685,0.581616885409558,0.6525743920356035,0.7856623530387878,0.9993175696581602,1.0
113,0.1712036978101756,0.5849574382064036,0.5960149890743196,0.9872636198997498,0.9975504011381418,1.0
114,0.0085934987538557,0.5754741860715242,0.6407414153218269,0.9884715378284454,0.9927562302909791,1.0
115,0.2776582302060801,0.5681697236960992,0.5,0.9467563182115556,0.9996177275897936,1.0
116,0.5905025285747402,0.5609042817129569,0.6388481259346008,0.7657105624675751,0.9996275439916644,1.0
117,0.3042854211858535,0.5709463420467911,0.3508461117744446,0.9926684498786926,0.999625375319738,1.0
118,0.2341539325687021,0.5755752339756677,0.5678248926997185,0.7961390018463135,0.6521403789520264,1.0
119,0.0089045022681838,0.5670868177274168,0.5844479985535145,0.9849384427070618,0.9994830826763064,1.0
120,0.0107961112555472,0.5563751017191123,0.5,0.9822945296764374,0.9994279994280078,1.0
121,0.2298563046707888,0.5763026390079272,0.7722685933113098,0.9724267423152924,0.999473629577551,1.0
122,0.0114441335267013,0.5565042624007637,0.5,0.9817474484443665,0.9993927227333188,1.0
123,0.0150438999941756,0.5319423656078576,0.5,0.8959586322307587,0.9973007703665644,0.0
124,0.2656544963879623,0.609480961248631,0.672079347487953,0.9462408125400544,0.999178813304752,1.0
125,0.0055362274287421,0.5693034480142513,0.5,0.8553849309682846,0.9994901778991334,1.0
126,0.1564328395770789,0.5795623300901873,0.565406609326601,0.8028292655944824,0.1069580912590026,1.0
127,0.0062920372488661,0.5464670509701081,0.5,0.560736320912838,0.9991604121169076,1.0
128,0.5781322231284977,0.5474807246768804,0.5,0.7714613378047943,0.9888258688151836,0.0
129,0.0053110904395992,0.5496698287572448,0.5,0.548301886767149,0.9972415107768028,0.0
130,0.006211277008002,0.5374084868784351,0.5,0.9573684707283974,0.982979990541935,0.0
131,0.7067681374170461,0.5462565122040162,0.5,0.7643230259418488,0.983050974085927,1.0
132,0.0046437559530443,0.5525401614360167,0.5,0.5,0.9995357442239764,0.0
133,0.4436445832118973,0.5467086994840683,0.6476384252309799,0.988606333732605,0.9994499105960132,1.0
134,0.5153309727588444,0.5731399983722532,0.607187032699585,0.9908135533332824,0.9981195627478884,1.0
135,0.0743915732481182,0.5854056439022653,0.5942893978208303,0.9703996181488036,0.9993993116077036,1.0
136,0.4193115854871311,0.5692307883978641,0.7456780299544334,0.7670227885246277,0.9994102616328746,1.0
137,0.009748536054322,0.5674807191334169,0.7266670167446136,0.989180028438568,0.9996736326720566,1.0
138,0.1585681414125078,0.5796687657429448,0.5926547963172197,0.9865265488624572,0.9993507685139776,1.0
139,0.1157351934080047,0.5547754599195703,0.5640372633934021,0.7675168514251709,0.9986049137078226,1.0
140,0.007943373318906,0.5710581160211878,0.6924929022789001,0.9426987916231157,0.999478966696188,0.0
141,0.010793787068445,0.5506838371382029,0.5,0.986337512731552,0.9996681419725064,1.0
142,0.0063639492989436,0.567161633505885,0.7436553239822388,0.5263505578041077,0.999510307679884,1.0
143,0.0048783079783442,0.5816777968307344,0.6078436924144626,0.9890128672122956,0.999124168069102,1.0
144,0.0071686345198155,0.5834020576764238,0.5,0.5637478232383728,0.999236571660731,0.0
145,0.0135230188422071,0.5457871398210662,0.5,0.9905651807785034,0.9996559925202746,1.0
146,0.0053826424431372,0.5937639610323516,0.5630856975913048,0.9541517198085784,0.9120269268751144,1.0
147,0.0431457418411264,0.5905235699735789,0.6246469728648663,0.7838945686817169,0.9992471724981442,1.0
148,0.0086851103985089,0.5962312051112664,0.6677053943276405,0.9951171204447746,0.9994236503262072,1.0
149,0.0147426695841238,0.5518789412617098,0.5,0.941234678030014,0.9776718001812696,1.0
150,0.01054861591075,0.5799857368182919,0.3334315493702888,0.7603769600391388,0.9995807475643232,1.0
151,0.079986017946986,0.5659905137169051,0.5,0.987422615289688,0.999246609164402,1.0
152,0.0113601582364505,0.5365716990439977,0.5,0.5,0.9993646661750972,0.0
153,0.3236842750435651,0.585854344571444,0.7059332231680552,0.6127714067697525,0.99954498236184,1.0
154,0.1651264185993686,0.5875190185945858,0.6865839436650276,0.972454845905304,0.99959416128695,1.0
155,0.0044138317075106,0.5464747663162817,0.5,0.8663999736309052,0.9984677265165374,0.0
156,0.2149704784823606,0.5789994203174568,0.6025308594107628,0.9680187702178956,0.9882703451439738,1.0
157,0.0044036780849638,0.5647065412158695,0.6811087429523468,0.7982339560985565,0.9994010558584704,1.0
158,0.0085892533594241,0.5543804700478596,0.5,0.9029100984334946,0.9797749426215888,0.0
159,0.004805521213131,0.5672646001895889,0.5,0.286795437335968,0.9995740336016752,1.0
160,0.004558583009617,0.5729003765068654,0.5,0.7875187993049622,0.9996508928888944,1.0
161,0.0068412249044108,0.5594393788440494,0.5,0.2412261068820953,0.5043468773365021,0.0
162,0.0054769410020506,0.562501201299298,0.5,0.8787311613559723,0.9995718209829648,1.0
163,0.0024432927116608,0.5893390923854579,0.6284052729606628,0.8148801326751709,0.9978013886138796,0.0
164,0.0085893962576301,0.5516597195428852,0.5,0.9101050794124604,0.8987239450216293,1.0
165,0.4484852293122265,0.5639762670085988,0.5,0.9921928942203522,0.999615910637658,1.0
166,0.5777363264594683,0.5481485120010399,0.5,0.6197119206190109,0.9996175482228864,0.0
167,0.3558366487834966,0.5500617279046609,0.5900396481156349,0.5075868889689445,0.999132516735699,0.0
168,0.0058129463533966,0.5357099165573511,0.5,0.8202426135540009,0.9993509532068856,1.0
169,0.0035912910266036,0.5435987614657163,0.5,0.9607406854629515,0.999005530611612,0.0
170,0.6033095575397857,0.5624054026180778,0.5892706289887428,0.8605141937732697,0.9995650476776065,1.0
171,0.005812385401172,0.5374083242663341,0.5,0.9232276976108552,0.9996093414083588,1.0
172,0.0113602259568295,0.5319424732267446,0.0,0.7606959044933319,0.999566305486951,1.0
173,0.0030047866480837,0.6071521916036133,0.6278441994218156,0.961130917072296,0.9979072990827262,1.0
174,0.0026600631390812,0.5727951503054795,0.6177216097712517,0.819557249546051,0.9994400428258814,1.0
175,0.1781114329947258,0.5930679377160435,0.7691782712936401,0.6513310968875885,0.9985022332984954,1.0
176,0.0073643453558962,0.5611684244542762,0.5,0.8018001914024353,0.999568413972156,1.0
177,0.0062432694058607,0.5676526376330646,0.5807898119091988,0.9857608377933502,0.9992601327830926,0.0
178,0.0047620757496542,0.5566486777661654,0.6877562999725342,0.7725471258163452,0.9994890105444938,1.0
179,0.0050487917098913,0.5647327327220844,0.5,0.7606303691864014,0.9994950165855698,1.0
180,0.5169307636705044,0.5655191481559577,0.5,0.7830696105957031,0.9994550558621996,1.0
181,0.0040384888896858,0.5741264969595185,0.5795518979430199,0.9829427301883698,0.9987658624304458,1.0
182,0.5783059558426902,0.5612142340587913,0.5,0.6209864914417267,0.999488231842406,1.0
183,0.7554292314353509,0.5585099608467277,0.5,0.97504660487175,0.9824561700224876,0.0
184,0.0069890048095311,0.5671785114770045,0.5,0.8348932564258575,0.9995101763051936,1.0
185,0.0225939792388171,0.581996001938903,0.5396689847111702,0.946841299533844,0.9982938268221916,0.0
186,0.0032646197807337,0.5840937294412825,0.7450775802135468,0.8092241287231445,0.9986603151774034,1.0
187,0.2454142447980638,0.5651923857070845,0.5,0.9930211305618286,0.9995948099240196,1.0
188,0.3691618165208201,0.5536514423813215,0.6310688406229019,0.6846339404582977,0.2732782363891601,1.0
189,0.0802123828140816,0.5468265167253054,0.2866217866539955,0.7614322304725647,0.999044472060632,1.0
190,0.002748187975718,0.5839185810803359,0.6346195733972958,0.9712195098400116,0.9939809562638402,1.0
191,0.0083247937769511,0.555458821610477,0.5,0.7918734848499298,0.9989680766593664,1.0
192,0.058684278065797,0.5666964280787521,0.5,0.920577436685562,0.991818086244166,1.0
193,0.5611698402784925,0.5506779242042439,0.5465360954403877,0.9379738867282869,0.9980712103424594,1.0
194,0.4674250901185024,0.5723537824458638,0.6605327874422073,0.984604835510254,0.9993363260873592,1.0
195,0.5357971960918839,0.5621442375638485,0.5,0.7592939138412476,0.9990555960102938,1.0
196,0.442028817577532,0.5875660033189652,0.5713186301290989,0.8308109939098358,0.9990792425815016,1.0
197,0.6664532034216092,0.5649317604817654,0.5,0.9823291897773744,0.9995169246685692,1.0
198,0.2321818107364832,0.5941899051070747,0.6236476219658341,0.8186062574386597,0.998569329152815,1.0
199,0.5781193158356808,0.5580560009050063,0.5,0.8580398634076118,0.994870497379452,0.0
200,0.3659128771874333,0.5582481564296683,0.6280187219381332,0.7766684889793396,0.9993675455334596,1.0
201,0.0045622656493401,0.5702241864473563,0.538112536072731,0.8854616284370422,0.9994834296521732,1.0
202,0.0068591935863413,0.5551519144305258,0.5611588954925537,0.8597438931465149,0.998401255114004,1.0
203,0.4108753967519254,0.5491501889582976,0.5,0.6072353422641754,0.9991043366026132,0.0
204,0.0060719486484188,0.5298379414318966,0.5,0.9855177402496338,0.9996762710798066,0.0
205,0.7552700410715895,0.5507097186342305,0.0,0.9919323325157166,0.9966628551483154,1.0
206,0.0062111152605748,0.5329352781331399,0.5,0.75,0.999357197782956,1.0
207,0.215715438707615,0.5710241344436735,0.5,0.7711826264858246,0.9996106124017388,1.0
208,0.2280614522276022,0.5698517085577186,0.5579648837447166,0.8966350182890892,0.9986075371271,1.0
209,0.0078484351104545,0.5451834058494732,0.5,0.986048460006714,0.999561625852948,1.0
210,0.0095613588511224,0.5708637814244892,0.7896592020988464,0.9905255734920502,0.9996344009414316,1.0
211,0.0115196059773359,0.5614421111614067,0.5,0.9789361357688904,0.9995963895926252,1.0
212,0.0085796158709798,0.5544127170771269,0.5,0.9534543752670288,0.0383604168891906,0.0
213,0.0089640201665663,0.5309114837255655,0.5,0.9606869518756866,0.999625608790666,0.0
214,0.0106459993540359,0.5478997544248109,0.2907548062503338,0.7945833653211594,0.9965339915361257,1.0
215,0.0087242234143093,0.5602511994979913,0.5,0.7649205029010773,0.9995965832495132,1.0
216,0.0089118650467089,0.5753406580028293,0.6613519340753555,0.9921557307243348,0.9994478580192664,1.0
217,0.0443440798172933,0.5896143993099956,0.6083372933790088,0.86477130651474,0.9995619529508986,1.0
218,0.0068229073962315,0.5853737081113876,0.6024466268718243,0.77388134598732,0.9995260264258832,1.0
219,0.152020530240168,0.5632233301656725,0.3341777399182319,0.8144047409296036,0.9994630553410389,1.0
220,0.0113581578247146,0.5486518861918086,0.5,0.7783446311950684,0.9993842814001256,1.0
221,0.0195228196446406,0.5319424853893562,0.5,0.75,0.9993119144346564,0.0
222,0.011486752372871,0.552039667279967,0.6882709562778473,0.8424528017640114,0.9993930846685544,0.0
223,0.0491161096399844,0.5920375467787264,0.7256587035953999,0.8747356235980988,0.9993963325978256,1.0
224,0.2226284572644571,0.5976282507227013,0.6184533859292666,0.9892694056034088,0.9993678336031736,1.0
225,0.2365253741541206,0.5851536017929329,0.5653275027871132,0.7489556819200516,0.9995026243850588,1.0
226,0.005221437456893,0.5673805846561182,0.6299170553684235,0.7612795829772949,0.9996547504269984,1.0
227,0.0074693831810397,0.5524081123123914,0.3056832626461983,0.7722461223602295,0.9995036840555258,1.0
228,0.0285827610737267,0.5965444479240094,0.6775672286748886,0.7796476483345032,0.9995323403854854,1.0
229,0.0091218463136412,0.5548137931106794,0.5,0.9899178445339204,0.9995368389354552,1.0
230,0.0073526720543523,0.5783797521253503,0.6390077397227287,0.993562877178192,0.9995649209886324,1.0
231,0.0081243539883075,0.5604500863521887,0.5,0.7773463726043701,0.999394049635157,0.0
232,0.0129176276108291,0.546956542814768,0.5,0.9914708733558656,0.999542869947618,1.0
233,0.0067488443686023,0.5645196403732434,0.5850586667656898,0.9845824539661407,0.9990173083497212,1.0
234,0.0077384234560026,0.5696011859369051,0.5,0.9885588586330414,0.9991394929820672,1.0
235,0.1282061388482194,0.562615884082086,0.6325093507766724,0.8785519003868103,0.9991421577869914,1.0
236,0.0174004547399798,0.6088389915431998,0.6480839809832665,0.9293455481529236,0.9683780930936337,1.0
237,0.0069395870731902,0.5712351522414243,0.6253939494490623,0.7607569992542267,0.99962652407703,1.0
238,0.0905163778574047,0.5636799382178624,0.5251072607934475,0.9302332401275636,0.9941932572983204,1.0
239,0.0117511275327104,0.5556314221532721,0.5,0.5241580903530121,0.9994689349550754,1.0
240,0.3380739433857654,0.5836316973297688,0.3726088553667068,0.9762618541717528,0.999183317180723,1.0
241,0.0075029060251795,0.5892103531388908,0.6910063698887825,0.9921674728393556,0.9985319956904276,1.0
242,0.0781648980802547,0.5939038751094557,0.682849007844925,0.9856734275817872,0.9995735915726982,1.0
243,0.0078566657364549,0.5831141843181559,0.5,0.9938867688179016,0.9992956410278566,1.0
244,0.0068772734106198,0.5706464111923437,0.6232038140296936,0.5,0.99957447804627,0.0
245,0.0051430200732002,0.5873654900847423,0.6350703053176403,0.8468314409255981,0.9995764297200368,1.0
246,0.0082295401987066,0.5734064653725727,0.5987243006626765,0.797462671995163,0.9993670082185416,1.0
247,0.0050942803056052,0.5888612640988033,0.5856151878833771,0.9405017793178558,0.9991438171127812,1.0
248,0.2210897858123743,0.5777310778442469,0.6041819043457508,0.9933747351169586,0.9995835045410786,1.0
249,0.0060188962501265,0.5329042784320562,0.3433603495359421,0.9770383834838868,0.999505701009184,1.0
250,0.4499518116313552,0.5711137953836177,0.5,0.8838258385658264,0.998776766238734,1.0
251,0.0206262873155996,0.5794574867593706,0.5943044554442167,0.9649771451950072,0.9942838903516532,1.0
252,0.0082445670050713,0.5365708624284966,0.5,0.9824488162994384,0.9994351433124392,1.0
253,0.0077511833724418,0.5758813154834486,0.5995880477130413,0.7881346046924591,0.9932536846026778,1.0
254,0.056231829891098,0.5667404343709114,0.7472946047782898,0.9908232390880584,0.9995248205959796,1.0
255,0.0571437820315227,0.5628918586228773,0.5,0.8296851813793182,0.9990812134346924,1.0
256,0.4605441118029756,0.5616362150568422,0.5,0.992158740758896,0.9993836040957832,1.0
257,0.4582690393588176,0.573561100933851,0.5,0.985828161239624,0.9991695538628846,1.0
258,0.0110141581266636,0.5585593848842838,0.5,0.6968800127506256,0.9993167568463832,1.0
259,0.3766718172030225,0.6210420298699824,0.6525095390776793,0.9851451516151428,0.9992522631655448,1.0
260,0.0059246113016296,0.5508471037039012,0.5,0.773622453212738,0.999501479556784,1.0
261,0.088512064449288,0.5603396020022482,0.5458076037466526,0.7734638005495071,0.9995671923679764,0.0
262,0.01291756544356,0.5514461703826581,0.0,0.6112766265869141,0.963738739490509,1.0
263,0.0129175496939206,0.516774445756995,0.3262326866388321,0.9908896386623384,0.9990895076771268,1.0
264,0.0176382810502555,0.5486517179664304,0.5,0.8092864155769348,0.9993435458745809,0.0
265,0.505109677779019,0.584103710813486,0.6099095568060875,0.9785101413726808,0.9760680347681046,1.0
266,0.1214854419074571,0.5994452033574847,0.6865924724510738,0.924098551273346,0.999407633964438,1.0
267,0.0093935312360522,0.5593829324170896,0.6768672615289688,0.9789771437644958,0.9995730665104928,1.0
268,0.1236348103464339,0.5745153435564048,0.5420395918190479,0.3514339625835418,0.9970031462144108,1.0
269,0.1718951928001091,0.5996658196450428,0.6942579497893652,0.9829434752464294,0.9991863070172258,1.0
270,0.0622517417820106,0.5853153878207754,0.559111712500453,0.2977203726768493,0.999040491238702,1.0
271,0.0043008806711797,0.5797539404074268,0.606216661632061,0.9672540724277496,0.9993993468233384,1.0
272,0.0083480185231089,0.5608974134786638,0.6103562191128731,0.9910851418972016,0.9995784837810788,1.0
273,0.0472592833987373,0.5744924807498885,0.5882779270410537,0.9918196201324464,0.9952606223523616,1.0
274,0.0080869541545508,0.5585236973339281,0.5153114087879658,0.6665764898061752,0.9985317320097238,1.0
275,0.114644602435937,0.582120421304658,0.6178770313660303,0.984570562839508,0.9993495350936428,1.0
276,0.0057746891320297,0.575162108707157,0.6504451930522919,0.9835033118724824,0.9995724573964252,1.0
277,0.1061241592139257,0.570658802003477,0.5,0.9900324046611786,0.98059699870646,1.0
278,0.0090101593979269,0.556166432584286,0.606304258108139,0.976903200149536,0.9993761656223796,1.0
279,0.0084539584744143,0.558006994700636,0.5,0.9863060712814332,0.9990449635661208,0.0
280,0.1953465314638898,0.5874164171715035,0.6181591266766191,0.9868200421333312,0.996068196836859,1.0
281,0.0074212302677785,0.5802131411074288,0.563898578286171,0.9856363236904144,0.9991979626356624,1.0
282,0.0055133266801992,0.5763100899085843,0.6732213397820791,0.6790410578250885,0.999513029382797,1.0
283,0.0872735383907085,0.5855154701006018,0.7097362075001001,0.9900250434875488,0.9967769153881818,1.0
284,0.1929172954005797,0.5591923442142477,0.2771581541746855,0.95844367146492,0.994175243191421,1.0
285,0.0058748343559801,0.5642768109129573,0.6689144521951675,0.9718049466609956,0.9995434939628468,1.0
286,0.059596584383224,0.5983939722779321,0.5922900706529617,0.9801936447620392,0.9989661830477417,1.0
287,0.058957170523382,0.5983330154825452,0.701927723629134,0.7781704366207123,0.999141302308999,1.0
288,0.0076307721543672,0.5848121264467822,0.6274572722613811,0.9807866513729095,0.999606726138154,1.0
