,rating,text,business_name,business_category,business_description,_id
20012,5,Went for my daughter's 12th birthday. Loved the experience,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0889432601702421e+20_1529734407201
20013,4,Dessert was soooo gooodd,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0419327263470838e+20_1550718769588
20014,5,"Good service,  great cheesecake.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1776070643563074e+20_1559538645164
20015,3,Food was good but took a long time to get. Waitress never came back to ask if I wanted a coffee refill or to refill our water.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1232633247068291e+20_1532844330137
20016,5,I've only been at twice but good food good service friendly atmosphere just an all-around nice place,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1496595167512756e+20_1537404344448
20017,4,Great food  and atmosphere food was slow coming  to table,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1675667596052814e+20_1518034193927
20018,5,Excellent place and services,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0423237117733144e+20_1528622301097
20019,5,Shrimp and chicken jumbo is mayja,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0571001852805358e+20_1566693014324
20020,5,We only ran in for a piece of Cheese Cake for takeout.  It was quick and the staff were very friendly!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1165806741203177e+20_1512971711802
20021,4,Free Birthday dessert ( small ) accompanied by singing staff.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0478898544027138e+20_1511215410252
20022,4,Good food and music.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.083082753649075e+20_1560154259441
20023,4,Long wait but great amount of food,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0467198896430752e+20_1533930981384
20024,5,Amazing birthday brunch!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1514879735948368e+20_1562538263018
20025,4,Good food. Kinda pricey. Kinda crowded.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1236049701098101e+20_1511764896658
20026,5,Great place cute nice tables good food and great service,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0100793676954006e+20_1525994528027
20027,4,Great food and service,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1141309292150035e+20_1551821650928
20028,5,Love it the service was excellent food was delicious had a wonderful wonderful time best food ever and the service outrageous excellent.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1833271821822448e+20_1533156115348
20029,5,Loved it....as always!!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1618130509804244e+20_1582329573208
20030,5,Is very busy and tends to have a long wait buy is very worth it! Great food and of course Cheese cake !,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0029831328026352e+20_1525333020550
20031,4,Great place to eat drinks are great too!!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.118843214401541e+20_1542843477010
20032,4,Service was slow today but the food was delicious,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0958434897080223e+20_1532118031283
20033,5,This is the only restaurant we go in Kapolei area.   Great food.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0627538314503771e+20_1545097348830
20034,5,Love the freshness and attention to detail to everything.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1728028741776289e+20_1537248012859
20035,5,Love this place.....my favorite place!!! Awesome customer service!!!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0194807266486977e+20_1540165380087
20036,5,It was so delicious and service amazing,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0988283337428622e+20_1528809710140
20037,5,Great food amazing cx service,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0331520827091647e+20_1528263970042
20038,4,"Menu was massive, service was good.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1642712549016091e+20_1532842308825
20039,5,Nice ambiance. Food was delicious.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0448237969383814e+20_1527028096440
20040,5,Great food and service. Austin the server is awesome and the kids live him!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0059506871046139e+20_1511412165276
20041,4,"A bit of a wait to be seated and to get our food but the waiting staff was great, very friendly",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1268550763763307e+20_1525238099760
20042,5,Quick dinner...Mark our server was Great!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.124712395607592e+20_1528174331420
20043,5,Really good food! Great service!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1702397256367266e+20_1531293666584
20044,5,The most amazing food but very crowed atmosphere!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0555670398593357e+20_1526217877456
20045,4,Went with my family and it's a bit pricey but the food is excellent,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.155595782668597e+20_1538196195133
20046,5,"Great time with my small group ladies! No wait, good food, great service...n leftovers!",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1092945469531103e+20_1517983271453
20047,5,Yummy! Always best service.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1408894180766247e+20_1538708888947
20048,3,Great food but staff sucks not helpful or friendly,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.077622387249888e+20_1518549128081
20049,4,"Awesome menu great atmosphere, bartender Michael outstanding. Menus hard to read in the low light bring a light.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.092259231365486e+20_1512199527273
20050,4,"We made reservations at 4 PM Zaza and when a staff of 12 showed up 350, they said they have no record of it. We had to wait a long time",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1581415756952229e+20_1548432921423
20051,4,"A very long wait but it was pretty worth it, our waiter Harrison was very nice and made the experience better :)",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.055538252356158e+20_1513745243120
20052,5,Less crowded than waikiki,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0027306624722556e+20_1552722682980
20053,4,Obviously it's a chain restaurant but generally actually not bad almost never await the staff is friendly and the food is good. Four stars well-earned,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1594292619377202e+20_1518281994472
20054,4,"Attentive staff, giant menu, delicious desserts!",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1004010178164387e+20_1525054595132
20055,4,I was not expecting such a large and comprehensive menu... and you can tell that they have chefs.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1425373708017354e+20_1555134882102
20056,3,My wife and I enjoy the cheese cake with coffee and maybe a sandwich nice atmosphere!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0226411995583501e+20_1517967446677
20057,4,"Great food, to die for cheesecake. My only complaint was the wait time and slow service",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.035319770222969e+20_1522879828815
20058,5,Second time I have been here  and the service was GREAT!!! Food was good too!!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1576283561928096e+20_1514608247219
20059,5,Good food  but the service of the waitresses were kind of slow. Customer service is not that great,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0861154189144403e+20_1508121074609
20060,5,Yum yum yum! Something for everyone on their extensive menu,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.101249807134112e+20_1514753397259
20061,4,Actually good.  Wide range of items on menu.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0442615295296913e+20_1522275681889
20062,5,Good service good steak,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.177732701207548e+20_1531756357942
20063,3,"Typical cheesecake factory, but waits can be ridiculous",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0979744255740497e+20_1531339653317
20064,2,Chocolate cake made me ill.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1375938579991598e+20_1528749916189
20065,5,I love this place.......,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0528356181667155e+20_1560053525693
20066,5,Little to no wait time each time we visited. The food and service was excellent during both visits!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0280275502094775e+20_1518396892438
20067,3,We didn't get bread for what seemed like ever. Out table of 6 got enough for us all to have a piece and then our server vanished,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0100400517480407e+20_1547436470830
20068,5,"Food is excellent ...desserts, too..service is good..",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0669639395175254e+20_1513983872370
20069,2,"The Italian food tasteless, our bread was burnt,",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1128949706372273e+20_1551050744133
20070,5,Best place to get a variety of cheese cake,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0058747538479263e+20_1511394581582
20071,4,"Great service, didn't have to wait long to be seated or for food and it was quit busy so I was surprised, but I am definitely a huge fan of cheesecake factory and one of my favorite places to eat.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1605339455754017e+20_1519861363616
20072,5,Only problem I have are the prices. But overall a good experience.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.018466975175593e+20_1554748675987
20073,5,Fast service and good food. We were there at about 10:30pm,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0093358317454174e+20_1527489000051
20074,5,"Great food, great service.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0983836808725512e+20_1526954018049
20075,4,Good food good service,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0675773360774236e+20_1532131537897
20076,4,Always a great experience here. Much better than the overcrowded one in Waikiki,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0253653844505284e+20_1535257962211
20077,2,Waited super long to be waited on this time.  Just to order a drink a good 15 minutes.  One would come and leave.   Disappointed this time around.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.148964155631545e+20_1526515247771
20078,5,Good food pleasant atmosphere,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0746532551390203e+20_1529739120543
20079,4,Good food good service,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0839262092146198e+20_1530690653003
20080,5,Very good food nice place,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0516307695386059e+20_1514274790221
20081,4,Nice. Cheesecake is amazing. High priced though.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.092811441411578e+20_1533348494274
20082,3,Food is ok. Friendly waiters. Food took really long to come out,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1167246540911685e+20_1558137755429
20083,4,Cinnamon pancake was so Ono,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1463268407390885e+20_1552117522838
20084,1,"The service wasnt the greatest, but she could have been having a bad day....the food was pricey definitely not worth it. The place was clean though and the kids seemed to enjoy their food so that was the only plus. I wont be going back.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1596985326678752e+20_1551836711059
20085,3,Their banana cream cheesecake is the best.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1251650477085752e+20_1513546687653
20086,4,Not so crowded yet. Lots of food as usual,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0741807306533349e+20_1525930586918
20087,5,Always a great dining experience.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0254677010969913e+20_1536213319699
20088,5,Great food and great service I was very unhappy with the first meal that I ordered but the manager came over and come to me my whole meal very impressive,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0708791788639668e+20_1538588649842
20089,5,This is our go to restaurant on the Westside side of Oahu.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.095273495809039e+20_1556736732872
20090,5,Excellent service with great food!!!!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1611142851703094e+20_1540272190062
20091,5,Extremely good customer service!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1167077829846578e+20_1536791055775
20092,5,"Fast service,  great food",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0569595146842332e+20_1530031191338
20093,5,Great food huge portions,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1405090956948865e+20_1516255775763
20094,2,My ribeye steak tasted like burnt grill.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.092122161295882e+20_1516491294199
20095,3,First time trying the loco mocco,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.149971520987526e+20_1564349246326
20096,5,Awsum place. Love it! !,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1156042253509986e+20_1539375829900
20097,5,It was very excellent,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.070284413471261e+20_1562132025748
20098,4,Long wait but great food!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.104722818031465e+20_1517639769007
20099,5,"Great service, great food. Very short wait.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0603538923731978e+20_1522389123813
20100,5,Great location great atmosphere.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1531672697507539e+20_1532737835181
20101,5,"Jambalaya was great, not too spicy",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1202203632761877e+20_1517357854376
20102,5,Cheap food but expensive cheasecake but the cheasecake is really good!,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.081512275264034e+20_1528143016498
20103,5,"The food and service were GREAT,",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1162375544370687e+20_1517611511671
20104,5,Quality food with decent prices. Worth it,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.1304524627971957e+20_1516393325121
20105,5,"Great  bread,food,deserts, atmosphe",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0771482749546583e+20_1550013805505
20106,5,Best cheesecakes ever.,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.087014883091937e+20_1540397532036
20107,5,"The wait is hell, but the foods Great!",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0355161953215852e+20_1519616956687
20108,3,"Its always very husy, not the best service. The food is average.",The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0611984903076623e+20_1547605142191
20109,1,1 person in the group had a horrible experience got cold hard pasta twice and we had an hour and 20 minute wait to be seated,The Cheesecake Factory,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",American chain restaurant offering sizable portions from a vast menu including signature cheesecake,1.0324280758585185e+20_1547972799765
