,rating,text,business_name,business_category,business_description,_id
848689,5,Bonsai pipeline! Surfers everywhere. Beautiful view! Huge pipe waves.,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.1518345689060844e+20_1612551258726
848705,3,Nice waves. And plenty of ppl.,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.0490880966328574e+20_1541984828631
848690,5,Good waves this morning.,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.1814728715165916e+20_1609099604634
848701,5,Great beach to watch the surfers,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.1653610535315736e+20_1609693871929
848699,5,"Very good water, nice and clear. But sand cuts off about 2ft in. Be prepared to swim against some current",'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.1819551532066154e+20_1592038972141
848712,5,Another beautiful beach on Oahu,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.0951257499161741e+20_1575673662722
848686,3,"Easy free parking, Public restrooms and a wonderful beach to watch local surfers.",'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.1457356314886454e+20_1615247382318
848687,5,"Chill spot to sit on the beach and watch the pros surf. If you're not a great surfer, you won't be getting in the water in the winter. Still great to stop at though.",'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.130147475154362e+20_1609828414189
848715,1,It sucks dont go here,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.1244669101402894e+20_1572835962910
848688,5,"We went up to catch the last of the waves and Off the Wall was blowing up! Snapped this shot as the sun was drifting off. Come to find out JOB and crew were just getting out after an Insanities session. If you watch the blog for that, you can see the same sunset... pretty fun! Anyhow, for those who haven't been here, it's an ever changing place of beauty! Except when the pipe contests are on... then it's just a traffic nightmare.",'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.0105908554884461e+20_1606507833613
848711,5,Nice small beach. Great place to watch surfers,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.0664503467931671e+20_1541146996259
848716,5,Great place 2 drown,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.0551470431954172e+20_1567934646306
848707,5,Great beach,'Ehukai Beach Park,"['Park', 'Public beach', 'Tourist attraction']","Popular surfing beach offering massive wintertime waves, with calmer waters in the summer.",1.0107923665710355e+20_1607941846081
175711,5,"This is a beautiful, secluded waterfall. The waterfall can be taken in from a lookout on the main road.",'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1812662555448757e+20_1617797255961
175733,5,Besutiful,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1462536016642395e+20_1547312292062
175731,4,Not that spectacular but worth visiting.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.090139437618326e+20_1507472545731
175712,5,Beautiful overlook. You can also walk 1 minute and cross the road to see the Wailua River. Worth stopping here!,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0988895947483436e+20_1559795215353
175722,4,Beautiful triple falls dropping into a lusciously green valley. Quick access is just off the road. Well worth a visit.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1739296347011259e+20_1543803320591
175719,5,The water just comes out of nowhere and just keeps flowing so beautifully,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1165366626695558e+20_1580801067341
175726,5,Photo in the search is not what it looks like. Photos below are real. View it from a distance. Very pretty! Great overlook on the other side of the road that we watched people kayak on.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0682266835551424e+20_1516606941266
175715,4,The falls are pretty far from the view point and this is close to a tiny village nearby that has kayaking activity. There's parking and benches so it's a fun picnic spot.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0487637543798682e+20_1560639270009
175734,5,Beautiful,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1657796775263846e+20_1550632167167
175732,4,Very nice,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1378713445376591e+20_1545709952163
175729,4,"It's far away, and harder to see than other waterfalls, but it's beauty makes it worth the trip.",'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1576968406764587e+20_1504051067708
175714,5,"Nice waterfalls to you view in the distance from the parking area, with mountain chain in the background. Falls are not awe inspiring however. There are many appears to be wild colorful chickens and roosters everywhere. A site to see with all the lush vegetation everywhere. Public restrooms were open when we were there last summer as well as picnic tables.",'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0266291159522184e+20_1600972875087
175723,4,Pretty falls. Easy to drive to. No hiking required.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1071518873159287e+20_1577566224910
175735,5,You can climb up to top from back.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.031557682083399e+20_1503823606314
175716,5,"Easy to reach by driving, no hiking required. We visited this spot the day after a huge rain so the water fall was flowing very strong but it was all brown from the wash up of the rain. Still very beautiful. A definite must see especially since it's so easy to get to.",'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0493203333015737e+20_1488438857662
175728,5,Beautiful and not far from the main attractions of the island.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1516498255040679e+20_1515806486942
175721,5,Photos below are real. View it from a distance. Very pretty! Great overlook on the other side of the road that we watched people kayak on.,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1399085560601433e+20_1571131349177
175725,5,One of the most amazing places. A spot with waterfalls surrounded by green gorgeous nature,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0600564625864812e+20_1549518227031
175730,5,Gorgeous falls,'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.0936450867795116e+20_1490580100638
175720,3,"Compared to everything else I've seen in Kauai, this was kind of a let down but it's easy to view and the lookout has ample parking. So many other waterfalls in Kauai you can get closer to(unless you're physically not able to)",'Opaeka'a Falls,['Waterfall'],An overlook provides distant views of this scenic waterfall cascading in a lush environment.,1.1628641388374471e+20_1593597319441
554391,5,The Salmon and Butterfish were delicious. The Escargo is a must for appetizers. When eating desert I would recommend their famous Bread Pudding. Very cozy and romantic but we went there as a family.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0566507288256927e+20_1546238849456
554429,5,"Great food.   Not pretentious,  just straight forward delicious meals.  Service also very attentive.",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1824960388054788e+20_1507159075723
554401,4,"Took my wife there for a nice dinner, so we dressed up...wore shoes. Atmosphere was nice, food good but priced a lil high cause they set up as a higher end restaurant. Service was good, but the servers need training for such a set up. Parking and location was good. Overall good.",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.117291737067053e+20_1550315688053
554386,4,Friendly staff and most helpful.   The food was great as well.  Reason for not 5 stars was lack of choices for food and wine lists.  They are not working on their normal menu due to the covid-19 situation obviously and for which the reason for the 4 star vs 5 star rating.  Everything we did choose (based on a availability) was delicious.  Will go again as soon as they get back to their normal operations.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1449106233447324e+20_1615834860299
554439,5,Great service. Awesome food.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0821009673999367e+20_1542364434446
554441,5,Amazing place. Very well taken care of,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0962008197719243e+20_1502004987981
554460,4,Nice staff.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.027963752582777e+20_1533451925218
554447,4,"Some bobbles in the service at first, but ended up great!",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1768933197069658e+20_1511575111482
554444,5,Food is excellent.  Service is top notch.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0723300509140987e+20_1522800557385
554422,5,We had my daughter's first birthday here on a Sunday for lunch. The food was phenomenal. Everyone raved about it. The room is perfect for a party of 100 or so and even has space for vendors. The only issue was that the parking attendant didn't show up as planned so we had a lot of issues getting into the garage. Luckily the attendant finally showed up right before the guests arrived. Everything else went really smoothly. Planning was easy with Cheryl and the staff were all really helpful and attentive.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1386395331505888e+20_1495696727583
554462,5,Amazing food,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1092119057691748e+20_1521014755368
554469,3,It's good but if you rent a room in the back for a party its a very bland experience.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0547668891578533e+20_1447738340443
554409,4,"I was there for a business event on Wednesday night,  and the buffet was pretty good.   The staff was excellent with great service.",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0422916108526286e+20_1552097900971
554403,5,"Though I've never enjoyed the restuarant, the banquet services are AWESOME. Servers are friendly, attentive, and helpful. The prime rib and roast pork are soooooo ono.",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1826008771426425e+20_1576522923375
554452,5,Excellent food and service,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0355839445569531e+20_1529858487317
554427,5,Great food and service!,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0469554222599992e+20_1579486104268
554400,5,"Awesome service,  really good food too!",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1818172540122207e+20_1593675077862
554392,5,Awesome service. Great example of the aloha spirit.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0051837290013001e+20_1609138939540
554428,5,Great pupus. Great drinks.  Cool atmosphere in the bar area.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0079500366125516e+20_1519978026675
554413,5,Great food with innovative twists. Service is impeccable and the parking is plentiful.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0728604731275982e+20_1561098140150
554424,5,Wonderful food. Excellent service.,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0923158681353005e+20_1554997464017
554434,5,We just celebrated our 24th anniversary here.  The service was really good and the food was great!,3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.1444025205850164e+20_1501595237700
554433,5,"Fabulous service, awesome food and free parking. I am very picking about lamb, but this one was the best I ever had. Not gamey and very tasty. Their shared ahi, escargot and butterfish was also my favorite. I don't eat butterfish because of the bones, but this one was boneless, soft and tasteful.",3660 On the Rise,"['Pacific Rim restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Banquet hall', 'Bar']","Chic, but comfortable restaurant serving innovative European-Asian fusion cuisine.",1.0018558263418973e+20_1540192061994
1127946,3,Customer Service needs help,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1667114845794148e+20_1568444262066
1127888,4,Great food and very tasty. May be a little pricey for some items but in general very good experience.,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1831074379388672e+20_1556489559411
1127950,5,My favorite ramen o the island.,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0865274860173779e+20_1505033740762
1127951,5,Agucini and cheek a boo croquettes are must try appetizers!,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1421238754705292e+20_1527964822655
1127861,4,Overall flavor and service was good.,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0504073475916015e+20_1557738140109
1127892,5,"This was my second experience at Agu ramen bistro and it was another great one with their extensive ramen and appetizer menu, you can make your selections from normal to different levels of delicious spiciness. You should also give the appetizers a go, the gyoza and their Agucini were a great addition to our ramen choices.",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1604210996185237e+20_1550571833320
1127911,3,Over priced for ok ramen.   Very slow service,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.096946044726883e+20_1525559051425
1127914,5,"Great... Small atmosphere! Extremely helpful staff (we had Logan) , the food is excellent!",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1551742832538778e+20_1427362328397
1127876,4,I usually give 5 stars. I found today's bowl a little bland. Rare since they're always spot on. Level 3 was really on the mild side. But the ajitama was perfect as usual.,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1032326606632604e+20_1565939252187
1127917,5,Awesome Ramen.  Great place to eat spicy number 4 is too hot but I tried it anyway,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1268811456389505e+20_1459142476133
1127962,5,Really good Ramen,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0740620945058977e+20_1496035092646
1127932,4,"Great ramen, and even better appetisers but would like to see a larger drinks menu!",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1841828060773075e+20_1483598478284
1127959,4,Cilantro lime,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0720085133025555e+20_1521867686340
1127921,5,"Fast, friendly, high quality food. You get what you pay for!",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.1616860040543504e+20_1501402615018
1127878,2,"Waiter did not give me correct information on heat ratings of spicy food. Waiter stated spicy levels for ramen from 1 to 10, when of course it was 1 to 5. Of course I happened to order a 5 . Being as my food was a takeout order and not a dine in I had to dilute my soup several times to where I could even eat it. Staff members need to go over the menu and be trained properly.",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.032521780234726e+20_1543534733944
1127865,4,Wasn't too hungry so had a kids meal. It was just the right size and really good!,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.014986458512592e+20_1513548216790
1127884,5,"Amazing spot. Yes its way over priced for ramen, but why do I keep going back? Its good. And the service is great. Nice atmosphere BUT expect to pay around 20 for a bowl of ramen",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0781293770553201e+20_1555041642289
1127894,5,"Tori yuzu soup is delicious. They also have gluten free noodles now, which is a blessing. The kicked up fries are also amazing",AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0515119139624264e+20_1506491209503
1127909,5,Everything is awesome! Ramen and pork belly is my favorite!,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0681141423544551e+20_1555401530974
1127944,5,Great service and Awesome food!!!,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0889096800638912e+20_1487134115326
1127881,5,All the food is exactly the same!!! They have a limited menu now but they still have ramen for all people including vegan ramen!!!,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.147441125607021e+20_1583015938114
1127956,5,Really good ramen and service,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.0674266692857242e+20_1470340118785
1127957,3,Just ok,AGU Ramen - SLAA,['Ramen restaurant'],Petite Japanese eatery specializing in bowls of tonkotsu or jidori broth with housemade noodles.,1.060152758158295e+20_1532536372838
493443,5,Best fish on the island,Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.0820378070157479e+20_1574547050854
493347,5,Best poke on the island so fresh and such great favors. It just melts in your mouth. Every time I come into town I have to stop by. It will become the poke you compare other pokes to it's that good.,Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.119071485067216e+20_1552169224684
493450,5,"got here just before the Lunch RUSH.

I GOT BAG O PIECES.  Broke da Mouth.
Also lunatic and the ginger garlic was equally superb.

Will be coming back again.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.0751207245981788e+20_1523399195789
493456,5,"EVERYTHING, is good here. You have to get the smoked dip",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1056390825018416e+20_1480023856764
493426,5,"Great food, ready quickly, and quite affordable. Find it on the second level.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1550035627536194e+20_1526789714482
493327,5,"In a word,  ""Ono"". Been hearing about this place for a while and finally made it. Kicking myself for not coming sooner. Definitely fits into the hidden gem category.  Recommend going crazy for ""Lunatic"".",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1058406318512683e+20_1578803046974
493408,4,"Long line of people at this tiny hole in the wall. Food was great, prices are high, and wait was short.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1120656214889916e+20_1540492447223
493410,5,Great fresh poke a and some of the best flavor styles,Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.0604863461939882e+20_1553149226479
493407,5,"Only Ahi, wonderful. 6 varieties all worth the reasonable price.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.0614059035448815e+20_1545506871738
493457,5,Best Poke and Fish in Hawaii,Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1437893154823299e+20_1565047265950
493315,3,"First visit. Hole in a wall poke place. In a crowded poke scene, PA didn't really stand out for me. It is good but I wouldn't go out of my way for it. We didn't try their hot food this visit.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1324726997277037e+20_1559954040701
493360,5,"LOVED!!! Oh my goodness. Genuine customer service always deserves five stars. It everything about this place gets my two thumbs up. We came here for some poke. We came based on Yelp reviews and they did NOT let us down!!
When we walked in we were greeted by Kahleo who immediately knew it was our first time. He gave us a sample of each poke. He then also gave us a taste of their dip.
Everything tastes delicious and the prices were very reasonable. The fish was fresh so fresh we literally saw them pull one in and start cutting it up!!
This place is a must try!!",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.088959146063189e+20_1486612792293
493308,5,"Their fish is always...ALWAYS on point. Place is a bit hard to find and isn't flashy, but who cares as long as the fish is awesome!",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.0073550489287331e+20_1544572346354
493374,5,"The freshest poke on the island! You will literally see them cutting down a giant tuna for the poke they will be using.
The smoked marlin dip is pretty on point too.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.1798380896897058e+20_1545353646108
493321,5,"Excellent Poke!  we loved the Hawaiian, lunatic and garlic pepper flavors!",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.166347038027445e+20_1529974973838
493328,4,"Had their poke, it was fine. They're on the second floor and there's no place to sit and eat. The parking lot is pretty small. I probably won't go back, it's just really out of the way from most of the main hotels in Waikiki.",Ahi Assassins Fish Co.,"['Restaurant', 'Hawaiian restaurant', 'Takeout Restaurant', 'Small plates restaurant']",Small take-out place specializing in locally caught fish for poke bowls with various sauces.,1.0535880745213636e+20_1576116963521
